subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,item,tType_study,eyes_1,eyes_2,transparency,pas,RoboRT,meanRoboRT,roboBCFS
6,1341214030,1,2058606.47735616,2058608.1884932,OK,2,j,1.68375959503464,14,CFS,0,1,0.5,3,4.22855287548543,2.34671662001737,j
6,1341214030,2,2058617.76452303,2058629.4819482,OK,1,f,11.6916137172375,8,CATCH,0,0,0,,0,NaN,f
6,1341214030,3,2058634.45505432,2058637.96730367,OK,1,j,3.47268564486876,16,CFS,0,1,0.389400391535702,2,3.12573288330335,2.49054657589196,j
6,1341214030,4,2058648.29383352,2058655.80858973,OK,1,f,7.49708866234869,5,CATCH,0,0,0,,0,NaN,f
6,1341214030,5,2058659.80112228,2058662.21264357,OK,5,j,2.33361636754125,20,CFS,0,1,0.580917121364142,3,4.10307161917296,2.26545643839594,j
6,1341214030,6,2058671.72864672,2058674.84062924,OK,12,j,3.08551454753615,12,CFS,0,1,0.534469552873623,2,2.57274014061786,2.31014918091457,j
6,1341214030,7,2058682.76564259,2058689.88016578,OK,1,f,7.05584576702677,11,CATCH,0,0,0,,0,NaN,f
6,1341214030,8,2058693.18223827,2058696.59436145,OK,1,j,3.35885460232385,1,CFS,0,1,0.711225153173162,2,2.10643591816444,2.1614570802699,j
6,1341214030,9,2058704.6394813,2058708.15168024,OK,4,j,3.40513536450453,3,CFS,0,1,0.946435986458886,1,1.42024831086618,2.02497907834552,j
6,1341214030,10,2058717.99795074,2058722.31061937,OK,8,j,4.26213540369645,4,CFS,0,1,1,3,0.597421088739043,2,j
6,1341214030,11,2058733.56777938,2058735.47901331,OK,6,j,1.89961574552581,9,CFS,0,1,1,2,3.15023983043887,2,j
6,1341214030,12,2058741.87303609,2058744.38462409,OK,12,j,2.42602394870482,10,CFS,0,1,0.939413062813476,2,3.29783711855751,2.02839032757804,j
6,1341214030,13,2058749.06759043,2058754.08075921,OK,1,f,4.95909487409517,17,CATCH,0,0,0,,0,NaN,f
6,1341214030,14,2058757.3428264,2058759.45416658,OK,2,j,2.01959093357436,19,CFS,0,1,0.882496902584595,2,2.64402444370023,2.05731799562274,j
6,1341214030,15,2058765.5279914,2058767.83945323,OK,7,j,2.25008768728003,18,CFS,0,1,0.8290291181804,3,2.16915989547368,2.08679317431534,j
6,1341214030,16,2058774.50367472,2058779.0165658,OK,1,j,4.43388773011975,2,CFS,0,1,0.778800783071405,1,1.53202796313049,2.11682622632695,j
6,1341214030,17,2058786.8114579,2058790.22362908,OK,5,j,3.34160934039392,15,CFS,0,1,0.972604477116348,3,2.34400425074716,2.01255222831117,j
6,1341214030,18,2058795.73711299,2058799.14928688,OK,6,j,3.39158353232779,6,CFS,0,1,1,2,1.95308820799381,2,j
6,1341214030,19,2058805.39322529,2058809.20564247,OK,10,j,3.7029599356465,13,CFS,0,1,1,2,4.16296837740107,2,j
6,1341214030,20,2058814.46895841,2058818.78169494,OK,2,j,4.29874309897423,7,CFS,0,1,1,2,1.80023799702668,2,j
