subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,tType,correctDirection,eyes_1,eyes_2,eyePresent,RoboRT
11,945065215,1,342559.926899613,342568.544157554,OK,6,RightArrow,8.5555672167684,4,\RIGHT,1,0,left,3
11,945065215,2,342570.794316844,342575.602976905,OK,0,LeftArrow,4.79178967344342,2,\LEFT,1,0,left,3
11,945065215,3,342578.436514322,342592.845836818,OK,4,RightArrow,14.3165890313103,3,\RIGHT,0,1,right,3
11,945065215,4,342595.271014028,342601.279757181,OK,3,RightArrow,5.977597103687,3,\RIGHT,0,1,right,3
11,945065215,5,342603.838271636,342604.946677638,OK,6,LeftArrow,1.01017336006043,2,\LEFT,1,0,left,3
11,945065215,6,342607.321850604,342608.830280736,OK,5,LeftArrow,1.41436718864134,2,\LEFT,1,0,left,3
11,945065215,7,342611.14711445,342616.155785596,OK,5,RightArrow,4.94865490868688,3,\RIGHT,0,1,right,3
11,945065215,8,342618.922651444,342624.131338643,OK,10,RightArrow,5.18871549871983,4,\RIGHT,1,0,left,3
11,945065215,9,342626.339833221,342629.04834884,OK,3,LeftArrow,2.60324106144253,1,\LEFT,0,1,right,3
11,945065215,10,342631.073176496,342640.382464903,OK,0,LeftArrow,9.22927458281629,1,\LEFT,0,1,right,3
11,945065215,11,342646.316215003,342648.124676731,OK,5,RightArrow,1.76176989835221,4,\RIGHT,1,0,left,3
11,945065215,12,342650.1081439,342655.216827744,OK,2,RightArrow,5.02546998899197,3,\RIGHT,0,1,right,3
11,945065215,13,342657.8503503,342665.459203789,OK,9,LeftArrow,7.58668389491504,1,\LEFT,0,1,right,3
11,945065215,14,342667.575706116,342670.784575688,OK,2,RightArrow,3.17304733634228,4,\RIGHT,1,0,left,3
11,945065215,15,342673.259759412,342679.068486018,OK,7,LeftArrow,5.7125130253844,2,\LEFT,1,0,left,3
11,945065215,16,342681.802008169,342683.510458719,OK,10,LeftArrow,1.66598756547319,2,\LEFT,1,0,left,3
11,945065215,17,342685.452264031,342687.960768259,OK,2,LeftArrow,2.447507139761,1,\LEFT,0,1,right,3
11,945065215,18,342690.00257616,342690.810967122,OK,4,LeftArrow,0.729036370583344,1,\LEFT,0,1,right,3
11,945065215,19,342692.669431882,342693.877847866,OK,2,LeftArrow,1.14999998937128,4,\RIGHT,1,0,left,3
11,945065215,20,342698.394831514,342699.503237803,OK,10,RightArrow,1.0242624716484,3,\RIGHT,0,1,right,3
