subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,list,tType_study,trial_test,item_test,pair_test,tType_test,gonogo_answer,name,name_test,roboBCFS_1,roboBCFS_2,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,response_cue,rt_cue,RoboRT_cue,response_noise,rt_noise,RoboRT_noise
4,231331523,11,12185607.2018969,12185712.458218,12185614.2163111,12185718.1718325,OK,OK,0,0,f,f,6.91566742025316,5.68648463860154,141,155,1,Not Studied,1,153,8,CFS,nogo,purse,knife,f,f,0,0,12186011.4266923,12186041.0150124,12186043.1666877,12186048.079791,Return,OK,2,1,1,,,0.1,0.1,bat,29.5747789181769,1,NO RESPONSE,NaN,1
4,231331523,12,12185617.8385964,12185721.7340282,12185622.7516978,12185726.6471598,OK,OK,3,7,NO RESPONSE,NO RESPONSE,NaN,NaN,172,170,1,Binocular,12,172,170,Not Studied,go,paint brush,paint brush,z,z,1,1,12186050.5212895,12186060.9075468,12186066.0508038,12186069.1630852,Return,Return,2,1,1,,,0.1,0.1,NO RESPONSE,10.3752769082785,1,Return,3.07743322476745,1
4,231331523,13,12186079.1393662,12186192.0005134,12186084.0524616,12186196.9136221,OK,OK,4,8,NO RESPONSE,NO RESPONSE,NaN,NaN,147,146,2,Binocular,17,16,13,Not Studied,go,hole punch,book,z,z,1,1,12186297.7871831,12186305.5217444,12186308.173761,12186309.584627,Return,Return,8,1,1,,,0.1,0.1,book,7.72189600765705,1,Return,1.33525661192834,1
4,231331523,14,12186091.1369412,12186201.5765348,12186094.9493444,12186204.1882129,OK,OK,7,8,j,j,3.7980167940259,2.56145471706986,177,179,2,CFS,15,155,141,Binocular,go,paper towel,lamp,j,j,0,1,12186311.7959847,12186331.4780953,12186333.2195221,12186335.0306669,Return,Return,0,1,1,2,2,0.1,0.1,box,19.6638813093305,1,Return,1.73624166473746,1
4,231331523,15,12186102.1238702,12186210.8223796,12186107.8374775,12186216.6360315,OK,OK,0,0,f,f,5.65861918218434,5.70697955414653,69,30,2,Not Studied,22,177,179,Not Studied,go,umbrella,paper towel,f,f,0,0,12186337.9825112,12186355.3331304,12186357.6748909,12186359.7862565,Return,Return,2,1,1,,,0.1,0.1,paper towel roll,17.3402706198394,1,Return,2.03977851383388,1
4,231331523,16,12186110.6092093,12186220.2083305,12186115.5223173,12186225.1214292,OK,OK,1,6,NO RESPONSE,NO RESPONSE,NaN,NaN,161,163,2,Binocular,20,107,64,CFS,go,pen,ring,z,z,1,1,12186361.8375587,12186367.1205737,12186369.812574,12186372.9245623,Return,Return,9,1,1,,,0.1,0.1,mirror,5.26863288879395,1,Return,3.08545515313745,1
4,231331523,17,12186118.654291,12186227.2727441,12186123.2672079,12186230.9851137,OK,OK,5,0,f,f,4.59146601520479,3.63996855914593,25,85,2,CFS,23,147,146,Binocular,nogo,calculator,hole punch,j,j,0,1,12186376.1265256,12186387.4233587,12186390.035319,12186394.9484397,Return,OK,8,1,1,,,0.1,0.1,hole puncher,11.2827262002975,1,NO RESPONSE,NaN,1
4,231331523,18,12186127.2197096,12186234.3272136,12186132.132795,12186239.2402579,OK,OK,10,8,NO RESPONSE,NO RESPONSE,NaN,NaN,110,102,2,Binocular,24,45,165,CFS,go,lazy chair,cutting board,z,z,1,1,12186398.5206635,12186404.7843008,12186406.6755073,12186410.0879798,Return,Return,1,1,1,,,0.1,0.1,coin,6.2477721311152,1,Return,3.3647230733186,1
4,231331523,19,12186134.0739762,12186241.1314916,12186139.6875405,12186247.84573,OK,OK,0,0,f,f,5.51488551311195,6.644425958395,107,64,2,Not Studied,16,4,34,Not Studied,nogo,ring,bandana,f,f,0,0,12186412.0491705,12186423.5861622,12186425.3475775,12186430.2606807,Return,OK,0,1,1,,,0.1,0.1,coffin,11.5263992268592,1,NO RESPONSE,NaN,1
4,231331523,20,12186144.6907063,12186250.8275913,12186149.1034879,12186255.3404487,OK,OK,0,0,f,f,4.33779998868704,4.46793386898935,4,34,2,Not Studied,19,161,163,CFS,go,bandana,pen,f,f,0,0,12186432.2019162,12186440.2766693,12186444.3695865,12186445.7804761,Return,Return,0,1,1,,,0.1,0.1,pen,8.06085871718824,1,Return,1.35704977996647,1
4,231331523,21,12186151.7248061,12186257.7719863,12186156.3380499,12186262.7850977,OK,OK,0,0,f,f,4.51140489801764,4.92321605235338,16,13,2,Not Studied,13,81,96,Binocular,go,book,stroller,f,f,0,0,12186447.9417861,12186460.3293211,12186465.8231095,12186467.1339393,Return,Return,10,1,1,,,0.1,0.1,stroller,12.3760439064354,1,Return,1.27852235548198,1
4,231331523,22,12186161.5213089,12186265.7269797,12186166.4344281,12186270.6400944,OK,OK,2,6,NO RESPONSE,NO RESPONSE,NaN,NaN,81,96,2,Binocular,21,69,30,Binocular,go,stroller,umbrella,z,z,1,1,12186469.0851273,12186477.4200752,12186481.1828053,12186482.3935569,Return,Return,3,1,1,,,0.1,0.1,umbrella,8.31988497078419,1,Return,1.13411586545408,1
4,231331523,23,12186169.3762552,12186273.6719853,12186172.3881526,12186276.4837719,OK,OK,8,9,j,j,2.91514854505658,2.73459598608315,45,165,2,CFS,18,25,85,CFS,nogo,cutting board,calculator,j,j,0,1,12186484.154657,12186500.3345364,12186503.0765977,12186507.9896955,Return,OK,6,1,1,3,2,0.1,0.1,calculator,16.1693047732115,1,NO RESPONSE,NaN,1
4,231331523,24,12186181.1636161,12186282.7777395,12186185.2763146,12186287.2905688,OK,OK,10,3,j,j,4.00717977061868,4.41228022798896,155,141,2,CFS,14,110,102,Not Studied,go,lamp,lazy chair,j,j,0,1,12186510.1710582,12186521.4578573,12186523.7395886,12186525.6508306,Return,Return,4,1,1,2,2,0.1,0.1,NO RESPONSE,11.271938432008,1,Return,1.8713089581579,1
4,231331523,25,12186532.2049486,12186640.1430068,12186537.1180617,12186645.0561016,OK,OK,2,1,NO RESPONSE,NO RESPONSE,NaN,NaN,95,66,3,Binocular,36,52,26,Not Studied,go,shoe,deoderant,z,z,1,1,12186778.8303937,12186785.3541819,12186787.4458301,12186792.0587307,Return,Return,0,1,1,,,0.1,0.1,cup,6.51221777498722,1,Return,4.51258331350982,1
4,231331523,26,12186539.4395088,12186670.8723733,12186544.1524821,12186678.1869623,OK,OK,0,0,f,f,4.63448396883905,7.21932923793793,11,103,3,Not Studied,31,113,76,Binocular,go,bib,radio,f,f,0,0,12186794.8104626,12186803.8858735,12186806.7680034,12186810.4803444,Return,Return,9,1,1,,,0.1,0.1,tape,9.05930117890239,1,Return,3.66155224479735,1
4,231331523,27,12186547.5746521,12186680.698551,12186553.0881335,12186686.9124974,OK,OK,0,0,f,f,5.42697633057833,6.10471792332828,174,131,3,Not Studied,32,121,61,Not Studied,go,paint tray,mug,f,f,0,0,12186814.532866,12186819.195511,12186821.9075459,12186824.4191174,Return,Return,10,1,1,,,0.1,0.1,mug,4.64814322441816,1,Return,2.48136099986732,1
4,231331523,28,12186556.8705181,12186690.0044535,12186562.5841127,12186692.115755,OK,OK,4,5,f,j,5.66661122627556,2.00666632689536,117,135,3,CFS,30,78,98,CFS,go,plane,sweater,j,j,0,1,12186834.0452042,12186843.6709355,12186845.7525617,12186846.8632849,Return,Return,4,1,1,,2,0.1,0.1,knit sweater,9.60675434581935,1,Return,1.0833108201623,1
4,231331523,29,12186565.4359415,12186697.3790678,12186571.5497732,12186703.0926805,OK,OK,0,0,f,f,6.08471653051674,5.607491761446,121,61,3,Not Studied,27,111,125,Binocular,nogo,mug,kid toy,f,f,0,0,12186848.8044957,12186859.4708902,12186862.1829357,12186867.0960274,Return,OK,8,1,1,,,0.1,0.1,light,10.6546380985528,1,NO RESPONSE,NaN,1
4,231331523,30,12186574.5016274,12186709.1064756,12186579.4147285,12186714.0195326,OK,OK,4,8,NO RESPONSE,NO RESPONSE,NaN,NaN,122,32,3,Binocular,35,117,135,CFS,go,lure,plane,z,z,1,1,12186869.6375526,12186878.0726387,12186881.6351921,12186883.2462073,Return,Return,10,1,1,,,0.1,0.1,airplane,8.42067675106227,1,Return,1.51897314749658,1
4,231331523,31,12186583.6273585,12186716.0408413,12186585.7387455,12186717.9520218,OK,OK,1,0,j,j,2.01273982226849,1.88099678978324,113,76,3,CFS,26,11,103,Not Studied,nogo,radio,bib,j,j,0,1,12186885.0573268,12186915.2961056,12186917.8380096,12186922.751095,Return,OK,7,1,1,2,2,0.1,0.1,bib,30.2232333477587,1,NO RESPONSE,NaN,1
4,231331523,32,12186596.5655221,12186722.8751135,12186604.5805998,12186728.4886627,OK,OK,0,0,f,f,7.97764116898179,5.51025968417525,97,151,3,Not Studied,34,174,131,CFS,go,scissors,paint tray,f,f,0,0,12186924.9024528,12186943.9041078,12186946.8663131,12186951.7794084,Return,OK,8,1,1,,,0.1,0.1,NO RESPONSE,18.9847346115857,1,NO RESPONSE,NaN,1
4,231331523,33,12186607.5224462,12186731.9008165,12186610.0340461,12186734.5124801,OK,OK,4,10,j,j,2.46847991272807,2.50824122130871,52,26,3,CFS,25,163,161,Binocular,go,deoderant,moccosin,j,j,0,1,12186955.0014471,12186963.6365616,12186966.7688606,12186968.0796838,Return,Return,3,1,1,2,2,0.1,0.1,moccasin,8.62081022746861,1,Return,1.27731677144766,1
4,231331523,34,12186616.4177552,12186740.7764201,12186621.3311518,12186745.689524,OK,OK,5,6,NO RESPONSE,NO RESPONSE,NaN,NaN,78,98,3,Binocular,28,97,151,Binocular,go,sweater,scissors,z,z,1,1,12186970.8214267,12186979.4164998,12186982.0384766,12186983.2492485,Return,Return,9,1,1,,,0.1,0.1,scissors,8.57619368284941,1,Return,1.15098075196147,1
4,231331523,35,12186624.643234,12186757.9572486,12186626.2542495,12186759.5682662,OK,OK,1,3,j,j,1.58696847036481,1.56268927827477,111,125,3,CFS,29,122,32,CFS,nogo,kid toy,lure,j,j,0,1,12186985.2804922,12186998.1682978,12187000.2299564,12187005.1430524,Return,OK,3,1,1,2,2,0.1,0.1,fish hook,12.8681522253901,1,NO RESPONSE,NaN,1
4,231331523,36,12186632.8183874,12186765.3719225,12186637.7314888,12186770.2850154,OK,OK,0,4,NO RESPONSE,NO RESPONSE,NaN,NaN,163,161,3,Binocular,33,95,66,Not Studied,go,moccosin,shoe,z,z,1,1,12187007.3744206,12187012.6974909,12187015.0392669,12187015.8498119,Return,Return,7,1,1,,,0.1,0.1,sneaker,5.30953367613256,1,Return,0.772710712626576,1
4,231331523,37,12187023.4445599,12187125.0486348,12187025.2557065,12187126.6596464,OK,OK,5,7,j,j,1.72693567164242,1.51810985989869,26,52,4,CFS,48,133,192,Not Studied,go,camera,guitar,j,j,0,1,12187216.5663018,12187225.7917987,12187227.9534999,12187230.1649262,Return,Return,3,1,1,3,3,0.1,0.1,guitar,9.21167858317494,1,Return,2.11236133612692,1
4,231331523,38,12187037.5434491,12187134.6546991,12187042.4565859,12187139.5677963,OK,OK,9,7,NO RESPONSE,NO RESPONSE,NaN,NaN,64,107,4,Binocular,43,119,7,Binocular,go,watch,pill,z,z,1,1,12187232.2361787,12187237.3290808,12187239.180564,12187240.2912564,Return,Return,2,1,1,,,0.1,0.1,pill,5.07727897912264,1,Return,1.044882170856,1
4,231331523,39,12187045.338394,12187141.9793152,12187046.8493525,12187143.4902613,OK,OK,7,4,j,j,1.48014394566417,1.48268219083548,119,7,4,CFS,38,59,79,Not Studied,go,pill,keys,j,j,0,1,12187242.3325158,12187254.499899,12187256.9817729,12187258.2926099,Return,Return,8,1,1,2,3,0.1,0.1,NO RESPONSE,12.1481675226241,1,Return,1.22681417874992,1
4,231331523,40,12187051.9025328,12187148.3734239,12187055.8150018,12187152.2858048,OK,OK,0,0,f,f,3.85156353004277,3.85610605031252,59,79,4,Not Studied,39,139,14,CFS,go,keys,bobby pin,f,f,0,0,12187260.2037801,12187269.9396212,12187272.5916275,12187274.4027645,Return,Return,5,1,1,,,0.1,0.1,NO RESPONSE,9.71616511046886,1,Return,1.80010709539056,1
4,231331523,41,12187059.5673688,12187156.5184787,12187061.8788247,12187157.8292989,OK,OK,1,5,j,j,2.29045654274523,1.27881846763194,154,176,4,CFS,47,89,72,Binocular,nogo,ladle,sponge,j,j,0,1,12187276.454057,12187282.7076521,12187286.5801241,12187291.4935367,Return,OK,6,1,1,1,1,0.1,0.1,sponge ,6.2412675935775,1,NO RESPONSE,NaN,1
4,231331523,42,12187068.1827811,12187162.7924226,12187072.2953948,12187168.7061564,OK,OK,0,0,f,f,4.03451487980783,5.80420619994402,133,192,4,Not Studied,37,43,44,CFS,go,guitar,crayon,f,f,0,0,12187298.2878093,12187302.9904555,12187306.4829759,12187307.6937474,Return,Return,10,1,1,,,0.1,0.1,crayon,4.68653474375606,1,Return,1.18731517530978,1
4,231331523,43,12187079.3898417,12187171.2377489,12187083.7025846,12187174.8500313,OK,OK,0,0,f,f,4.2428360003978,3.57474420592189,62,123,4,Not Studied,46,64,107,Not Studied,nogo,watering pot,watch,f,f,0,0,12187309.6349452,12187316.2588219,12187318.6206333,12187323.5337215,Return,OK,1,1,1,,,0.1,0.1,clock,6.61076802574098,1,NO RESPONSE,NaN,1
4,231331523,44,12187086.4643087,12187177.3416084,12187091.3774508,12187182.2547068,OK,OK,3,1,NO RESPONSE,NO RESPONSE,NaN,NaN,43,44,4,Binocular,42,125,111,CFS,go,crayon,cork screw,z,z,1,1,12187326.5155846,12187333.1994957,12187335.8815003,12187337.8927912,Return,Return,7,1,1,,,0.1,0.1,NO RESPONSE,6.66536398790777,1,Return,1.93937823362648,1
4,231331523,45,12187093.2085846,12187184.9363824,12187097.3211645,12187189.5492926,OK,OK,0,0,f,f,4.00758062675595,4.56340224482119,125,111,4,Not Studied,44,157,33,Binocular,go,cork screw,axe,f,f,0,0,12187339.7539569,12187343.4459542,12187346.2380451,12187347.5488797,Return,Return,10,1,1,,,0.1,0.1,axe,3.67455316521227,1,Return,1.2223471198231,1
4,231331523,46,12187100.7733404,12187192.5812243,12187105.6864478,12187197.4942687,OK,OK,6,5,NO RESPONSE,NO RESPONSE,NaN,NaN,89,72,4,Binocular,41,62,123,Binocular,go,sponge,watering pot,z,z,1,1,12187349.4300591,12187359.7762448,12187362.1080247,12187363.6190031,Return,Return,6,1,1,,,0.1,0.1,watering can,10.3336610402912,1,Return,1.47164449281991,1
4,231331523,47,12187108.9284667,12187200.1560503,12187113.8415545,12187205.069091,OK,OK,6,8,NO RESPONSE,NO RESPONSE,NaN,NaN,157,33,4,Binocular,45,154,176,CFS,nogo,axe,ladle,z,z,1,1,12187365.370096,12187374.4855301,12187376.7672847,12187381.6803837,Return,OK,6,1,1,,,0.1,0.1,ladle,9.09695890545845,1,NO RESPONSE,NaN,1
4,231331523,48,12187117.5439342,12187207.4705823,12187121.6565068,12187211.4831126,OK,OK,2,4,f,f,4.03907882981002,3.94821968115866,139,14,4,CFS,40,26,52,Not Studied,go,bobby pin,camera,j,j,0,1,12187387.5240282,12187391.8764917,12187394.0281344,12187394.9386961,Return,Return,4,1,1,,,0.1,0.1,camera,4.33416965417564,1,Return,0.854051366448402,1
4,231331523,49,12187402.8237017,12187505.6084972,12187407.5366618,12187510.321454,OK,OK,0,0,f,f,4.63379092514515,4.62820461392403,181,184,5,Not Studied,55,124,100,Not Studied,go,clipboard,magnifying glass,f,f,0,0,12187631.8780438,12187638.7020199,12187640.523503,12187641.7342742,Return,Return,2,1,1,,,0.1,0.1,magnifying glass,6.80862858332694,1,Return,1.19502982124686,1
4,231331523,50,12187410.1683274,12187546.1240396,12187415.9819968,12187550.3366397,OK,OK,0,0,f,f,5.79287782125175,4.15089321509004,170,172,5,Not Studied,51,71,20,Binocular,go,notebook,truck,f,f,0,0,12187644.2758646,12187664.8384995,12187667.4304877,12187669.1415486,Return,Return,6,1,1,,,0.1,0.1,NO RESPONSE,20.545571140945,1,Return,1.61487407423556,1
4,231331523,51,12187418.6136066,12187553.7388361,12187421.0251838,12187556.3504656,OK,OK,2,9,j,j,2.35535882413387,2.54377031326294,151,97,5,CFS,53,170,172,Not Studied,go,key,notebook,j,j,0,1,12187671.3929438,12187678.2369309,12187680.4183516,12187682.7300737,Return,Return,4,1,1,1,1,0.1,0.1,NO RESPONSE,6.82785875536501,1,Return,2.22629982791841,1
4,231331523,52,12187433.0627727,12187562.6544428,12187435.1741057,12187566.666974,OK,OK,1,7,j,j,2.08136993274093,3.9236839171499,20,71,5,CFS,56,159,162,CFS,go,briefcase,crowbar,j,j,0,1,12187684.751354,12187698.8599404,12187701.0816667,12187704.1935849,Return,Return,5,1,1,1,3,0.1,0.1,NO RESPONSE,14.0924918465316,1,Return,3.04204751178622,1
4,231331523,53,12187440.6976135,12187572.4306058,12187444.5099913,12187576.8433834,OK,OK,0,0,f,f,3.77425164915621,4.36305022984743,185,183,5,Not Studied,60,151,97,Binocular,nogo,lock,key,f,f,0,0,12187706.2949145,12187711.7680713,12187713.9997953,12187718.9128962,Return,OK,4,1,1,,,0.1,0.1,key,5.46032396145165,1,NO RESPONSE,NaN,1
4,231331523,54,12187448.0121965,12187580.0754214,12187452.925291,12187584.9885162,OK,OK,9,10,NO RESPONSE,NO RESPONSE,NaN,NaN,159,162,5,Binocular,52,72,89,CFS,go,crowbar,blanket,z,z,1,1,12187720.9741675,12187725.3566335,12187727.3282075,12187728.4389072,Return,Return,2,1,1,,,0.1,0.1,towel,4.37243500351906,1,Return,1.04236415028572,1
4,231331523,55,12187457.498174,12187587.7002266,12187458.6089002,12187589.7114937,OK,OK,5,6,j,j,1.04505694285035,1.94883726350963,86,29,5,CFS,58,181,184,Not Studied,nogo,steering wheel,clipboard,j,j,0,1,12187730.1900007,12187739.7557142,12187742.5778397,12187747.490929,Return,OK,9,1,1,2,2,0.1,0.1,clipboard,9.54792525805533,1,NO RESPONSE,NaN,1
4,231331523,56,12187463.972245,12187595.9254099,12187468.0848391,12187598.4369917,OK,OK,4,8,f,f,4.08245960623026,2.41921912506223,144,140,5,CFS,57,20,71,CFS,go,marker,briefcase,j,j,0,1,12187751.0331149,12187758.5475467,12187761.3196338,12187762.5304008,Return,Return,9,1,1,,,0.1,0.1,handbag,7.49595628492534,1,Return,1.1453856844455,1
4,231331523,57,12187470.8165575,12187600.7884714,12187476.4300947,12187605.1011914,OK,OK,0,0,f,f,5.5178228020668,4.22779729776084,71,20,5,Not Studied,50,144,140,Binocular,go,truck,marker,f,f,0,0,12187764.4816221,12187767.3431038,12187769.5548198,12187770.8656439,Return,Return,5,1,1,,,0.1,0.1,marker,2.84700410813093,1,Return,1.22976293601096,1
4,231331523,58,12187479.4319952,12187608.5333499,12187484.3450939,12187613.4464767,OK,OK,6,10,NO RESPONSE,NO RESPONSE,NaN,NaN,98,78,5,Binocular,59,86,29,Binocular,go,scarf,steering wheel,z,z,1,1,12187772.6467792,12187780.2011915,12187782.2928393,12187783.4035791,Return,Return,3,1,1,,,0.1,0.1,NO RESPONSE,7.53725098632276,1,Return,1.08318313956261,1
4,231331523,59,12187487.2168924,12187616.1181336,12187492.1300041,12187621.031229,OK,OK,9,9,NO RESPONSE,NO RESPONSE,NaN,NaN,72,89,5,Binocular,54,98,78,CFS,nogo,blanket,scarf,z,z,1,1,12187785.2346656,12187795.5608891,12187797.7025683,12187802.6156402,Return,OK,4,1,1,,,0.1,0.1,scarf,10.3086296413094,1,NO RESPONSE,NaN,1
4,231331523,60,12187498.4639766,12187622.7122867,12187503.3770934,12187627.625385,OK,OK,9,0,NO RESPONSE,NO RESPONSE,NaN,NaN,124,100,5,Binocular,49,185,183,Not Studied,go,magnifying glass,lock,z,z,1,1,12187804.877054,12187814.3127665,12187817.1848479,12187818.6958063,Return,Return,10,1,1,,,0.1,0.1,pulley,9.42537140287459,1,Return,1.46951796859503,1
4,231331523,61,12187825.8203147,12187931.8071202,12187830.2330748,12187937.1204448,OK,OK,0,0,f,f,4.36951129697263,5.27371662296355,13,16,6,Not Studied,72,165,45,Not Studied,go,binder,mouse trap,f,f,0,0,12188026.4767267,12188037.7434999,12188040.2253855,12188042.9371361,Return,Return,7,1,1,,,0.1,0.1,mousetrap,11.2472493276,1,Return,2.63448034785688,1
4,231331523,62,12187835.296262,12187940.1323543,12187840.2093625,12187945.045469,OK,OK,10,4,NO RESPONSE,NO RESPONSE,NaN,NaN,7,119,6,Binocular,62,7,119,Binocular,go,battery,battery,z,z,1,1,12188045.2485781,12188048.1200687,12188050.6516803,12188051.8627446,Return,Return,6,1,1,,,0.1,0.1,battery,2.85890841297805,1,Return,1.10366779379547,1
4,231331523,63,12187842.2906781,12187947.1967959,12187846.0030526,12187950.2086818,OK,OK,0,0,f,f,3.68239428661764,2.95537892729044,165,45,6,Not Studied,61,123,62,Not Studied,go,mouse trap,helmet,f,f,0,0,12188053.7739474,12188061.8287006,12188065.5213523,12188066.231801,Return,Return,6,1,1,,,0.1,0.1,helmet,8.03688680566847,1,Return,0.609403068199754,1
4,231331523,64,12187849.2550729,12187953.280613,12187854.1681517,12187958.1937207,OK,OK,7,9,NO RESPONSE,NO RESPONSE,NaN,NaN,150,156,6,Binocular,71,73,68,CFS,go,eletric kettle,toothbrush,z,z,1,1,12188067.9728964,12188084.9832915,12188087.9154809,12188090.627153,Return,Return,9,1,1,,,0.1,0.1,tube,16.9968556426466,1,Return,2.63007607497275,1
4,231331523,65,12187856.9098641,12187960.8253718,12187861.8229921,12187965.7384355,OK,OK,7,7,NO RESPONSE,NO RESPONSE,NaN,NaN,123,62,6,Binocular,63,140,144,Binocular,nogo,helmet,hammer,z,z,1,1,12188093.9192196,12188097.7613383,12188100.4833758,12188105.3964558,Return,OK,7,1,1,,,0.1,0.1,hammer,3.82594050839543,1,NO RESPONSE,NaN,1
4,231331523,66,12187864.76484,12187969.1406243,12187869.6779414,12187974.0537227,OK,OK,10,10,NO RESPONSE,NO RESPONSE,NaN,NaN,103,11,6,Binocular,70,162,159,CFS,go,rug,egg beater,z,z,1,1,12188107.4678134,12188117.6538838,12188120.4559698,12188121.5666529,Return,Return,10,1,1,,,0.1,0.1,mixer,10.1724222656339,1,Return,1.04019144549966,1
4,231331523,67,12187871.6691984,12187975.8848608,12187876.3821844,12187982.1988536,OK,OK,0,0,f,f,4.61446174792945,6.25782580301166,90,57,6,Not Studied,67,90,57,Not Studied,nogo,speakers,speakers,f,f,0,0,12188123.2977275,12188141.3388015,12188143.3804258,12188148.2935312,Return,OK,1,1,1,,,0.1,0.1,stereo,18.0293973367661,1,NO RESPONSE,NaN,1
4,231331523,68,12187878.9034513,12187984.8405156,12187880.8149481,12187986.9518458,OK,OK,1,5,j,j,1.83600655570626,2.09388216398656,73,68,6,CFS,64,128,143,CFS,go,toothbrush,pfd,j,j,0,1,12188150.805068,12188156.2982397,12188158.1597374,12188159.4705639,Return,Return,3,1,1,2,1,0.1,0.1,vest,5.48132779635489,1,Return,1.22258588299155,1
