subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,item,tType_study,eyes_1,eyes_2,transparency,pas,RoboRT,meanRoboRT,roboBCFS
36,1945731864,1,174446.046479029,174447.357316891,OK,5,j,1.27376728731906,18,CFS,0,1,0.5,1,4.67851719551004,2.34671662001737,j
36,1945731864,2,174458.874372845,174466.489056975,OK,7,j,7.51664755996899,3,CFS,0,1,0.389400391535702,1,4.45926459373081,2.49054657589196,j
36,1945731864,3,174474.944255893,174478.056173932,OK,1,j,3.03801142054726,7,CFS,0,1,0.580917121364142,1,4.19003832962878,2.26545643839594,j
36,1945731864,4,174486.071096156,174489.883446555,OK,11,j,3.78242535868776,4,CFS,0,1,0.866626508933698,2,1.95326296835036,2.06581939534725,j
36,1945731864,5,174500.720101673,174502.931467097,OK,12,j,2.10856154191424,17,CFS,0,1,1,2,1.686766341436,2,j
36,1945731864,6,174509.255349719,174511.266605453,OK,6,j,1.96476885752054,16,CFS,0,1,0.920044414629323,2,2.79016474273308,2.03797268078664,j
36,1945731864,7,174516.609873051,174517.920683446,OK,5,j,1.20181148199481,8,CFS,0,1,0.846481724890614,3,2.17322547424656,2.07690664456404,j
36,1945731864,8,174527.216356704,174528.527202414,OK,10,j,1.20265120989643,9,CFS,0,1,0.778800783071405,2,2.8648774365923,2.11682622632695,j
36,1945731864,9,174536.582153277,174538.493288516,OK,2,j,1.80422357164207,10,CFS,0,1,0.716531310573789,2,1.8594341392562,2.15775637711347,j
36,1945731864,10,174544.436989319,174551.951608492,OK,1,f,7.4764900340233,6,CATCH,0,0,0,,0,NaN,f
36,1945731864,11,174559.356154191,174561.767641681,OK,4,f,2.36468397919089,13,CFS,0,1,0.659240630200444,,0.676375629138966,2.19972267960024,j
36,1945731864,12,174568.001471184,174573.414801728,OK,1,f,5.31065373812453,5,CATCH,0,0,0,,0,NaN,f
36,1945731864,13,174579.948821876,174582.160180961,OK,8,j,2.19467017287388,15,CFS,0,1,0.659240630200444,2,2.68963438134646,2.19972267960024,j
36,1945731864,14,174590.2151279,174591.926180313,OK,3,j,1.60779546378762,2,CFS,0,1,0.606530659712634,2,2.53566952656308,2.24275136409242,j
36,1945731864,15,174597.459590133,174599.270700862,OK,12,j,1.78683770311181,11,CFS,0,1,0.558035145770047,2,2.23099744386853,2.28686932491854,j
36,1945731864,16,174604.153695255,174605.764686635,OK,1,j,1.5883253676875,14,CFS,0,1,0.513417119032592,3,1.33064623904244,2.33210413724025,j
36,1945731864,17,174613.61951664,174614.930325224,OK,8,j,1.20186339903739,19,CFS,0,1,0.472366552741015,2,2.57653245710583,2.3784840742878,j
36,1945731864,18,174622.314868375,174624.125971256,OK,7,j,1.72194442583714,20,CFS,0,1,0.434598208507078,3,2.45684962246378,2.42603812503161,j
36,1945731864,19,174629.68939667,174635.302849883,OK,1,f,5.5547036533244,1,CATCH,0,0,0,,0,NaN,f
36,1945731864,20,174639.605494513,174645.919377974,OK,1,f,6.22985422782949,12,CATCH,0,0,0,,0,NaN,f
