subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,item,tType_study,eyes_1,eyes_2,transparency,pas,RoboRT,meanRoboRT,roboBCFS
15,1496759795,1,3613571.68345423,3613581.59918508,OK,6,f,9.83276053378358,1,CFS,0,1,0.5,,2.45268256585097,2.34671662001737,j
15,1496759795,2,3613592.17527939,3613612.19684887,OK,5,j,19.9630201682448,18,CFS,0,1,0.5,3#,1.84876367590071,2.34671662001737,j
15,1496759795,3,3613634.76992624,3613664.59713948,OK,1,NO RESPONSE,NaN,15,CATCH,0,0,0,,0,NaN,f
15,1496759795,4,3613679.55578261,3613691.3726103,OK,12,j,11.713669736404,11,CFS,0,1,1,2@,1.39544994366431,2,j
15,1496759795,5,3613704.49015958,3613718.00799464,OK,12,j,13.4735874296166,7,CFS,0,1,1,3#,1.92599061570542,2,j
15,1496759795,6,3613734.55751278,3613754.27893055,OK,1,f,19.6200491520576,14,CATCH,0,0,0,,0,NaN,f
15,1496759795,7,3613762.40366282,3613765.51544023,OK,3,j,3.04513535881415,2,CFS,0,1,1,3#,3.04573824171791,2,j
15,1496759795,8,3613772.93973802,3613777.45230259,OK,1,j,4.5002755834721,16,CFS,0,1,1,3#,1.86743194205102,2,j
15,1496759795,9,3613785.73713208,3613790.34977156,OK,3,j,4.57417970849201,8,CFS,0,1,1,3#,0.808409641528308,2,j
15,1496759795,10,3613799.91529076,3613805.12831515,OK,2,j,5.20306021673605,12,CFS,0,1,1,1!,3.95746838717608,2,j
15,1496759795,11,3613821.87799128,3613831.89379191,OK,6,j,9.99075964512303,9,CFS,0,1,1,2@,3.8782470954451,2,j
15,1496759795,12,3613841.72943566,3613851.34501239,OK,9,j,9.54610276967287,4,CFS,0,1,1,2@,1.25526267204677,2,j
15,1496759795,13,3613859.97999588,3613869.29539102,OK,7,f,9.25445491774008,5,CFS,0,1,1,,2.53464292233683,2,j
15,1496759795,14,3613874.11814693,3613887.33574155,OK,2,f,13.155235728249,6,CFS,0,1,1,,2.1196879243037,2,j
15,1496759795,15,3613893.56940212,3613911.48973338,OK,1,f,17.9104033000767,20,CATCH,0,0,0,,0,NaN,f
15,1496759795,16,3613916.79280361,3613927.90921856,OK,1,j,11.030012967065,13,CFS,0,1,1,2@,3.6202417016944,2,j
15,1496759795,17,3613936.06394508,3613947.38045251,OK,4,j,11.2216604566202,3,CFS,0,1,1,1!,1.48597892660711,2,j
15,1496759795,18,3613956.02547293,3613966.24137299,OK,10,j,10.1390113034286,17,CFS,0,1,1,3#,1.04469178985025,2,j
15,1496759795,19,3613973.38554251,3613987.90387532,OK,1,f,14.4175947369076,19,CATCH,0,0,0,,0,NaN,f
15,1496759795,20,3613993.82729051,3614001.54174957,OK,9,j,7.69500188343227,10,CFS,0,1,1,3#,3.83539722488614,2,j
