subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,name,list,tType,swap,trial_test,item_test,pair_test,tType_test,swap_test,name_test,mm_answer,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_cue,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,meanRoboRT_1,meanRoboRT_2,response_cue,rt_cue,RoboRT_cue,meanRoboRT_cue,response_noise,rt_noise,RoboRT_noise,meanRoboRT_noise
0,911155003,1,3711.51781846874,3878.94956592922,3716.22631204498,3883.65810749911,OK,OK,3,8,NO RESPONSE,NO RESPONSE,NaN,NaN,30,69,cane,1,BINOCULAR,match,4,43,44,CFS,match,crayon,q,1,1,4113.55789345955,4118.29946823651,4119.54119197486,4121.04988440777,OK,OK,0,3,1,1,,,0,0,NaN,NaN,broom,4.7269593554247,2,NaN,q,1.44759592615537,2,NaN
0,911155003,2,3749.03615490656,3887.1582190315,3752.44466921969,3890.26666171638,SPACE,SPACE,0,0,space,space,3.30812912643432,3.00281955085802,62,123,watering pot,1,NOT STUDIED,mismatch,10,142,9,BINOCULAR,mismatch,headphones,p,0,0,4136.37542164223,4142.48366601377,4143.7253819041,4144.53405329829,OK,OK,4,2,0,0,,,0,0,NaN,NaN,bike,6.09215955983473,2,NaN,q,0.798075666349177,2,NaN
0,911155003,3,3757.78653425252,3894.88349106337,3762.49508699074,3899.39200027528,OK,SPACE,0,0,NO RESPONSE,space,NaN,4.48499927103967,35,38,clock,1,NOT STUDIED,match,3,35,38,NOT STUDIED,match,clock,q,0,0,4149.91755779385,4153.63407958915,4154.87579759241,4155.68444483886,OK,OK,0,1,0,0,,,0,0,NaN,NaN,bike,3.70144213340427,2,NaN,p,0.719133373720069,2,NaN
0,911155003,4,3765.44518688693,3912.73416413644,3767.45360961974,3914.84258297542,OK,SPACE,5,8,Return,space,1.95433329741354,2.0255404642221,43,44,crayon,1,CFS,match,5,117,135,CFS,mismatch,plane,p,1,0,4161.65965718053,4165.36782868625,4166.59288504859,4167.5015256846,OK,OK,10,0,0.343644639395486,0.343644639395486,2@,,2.75268266369077,3.11506623113098,2.56660933584118,2.56660933584118,plane,3.69474505869221,2,NaN,q,0.857484547708737,2,NaN
0,911155003,5,3775.43727759551,3921.8595205043,3778.84574572608,3926.56797061461,SPACE,OK,3,5,space,NO RESPONSE,3.34556658000656,NaN,117,135,plane,1,CFS,mismatch,8,18,39,NOT STUDIED,match,box,q,1,0,4170.00997150868,4173.98478812921,4175.2185080981,4175.92682630136,OK,OK,7,2,0.343644639395486,0.343644639395486,,,2.70455007602038,3.14014596543593,2.56660933584118,2.56660933584118,folder,3.95997119174262,2,NaN,p,0.687374261947298,2,NaN
0,911155003,6,3783.08760318255,3928.93472140598,3787.79613147118,3933.64325875001,OK,OK,6,9,NO RESPONSE,NO RESPONSE,NaN,NaN,26,52,camera,1,BINOCULAR,mismatch,12,150,156,CFS,mismatch,eletric kettle,p,1,1,4179.82697176133,4183.6601208172,4184.91019001557,4185.61885413526,OK,OK,1,0,1,1,,,0,0,NaN,NaN,teapot,3.82255936496222,2,NaN,q,0.611200206221838,2,NaN
0,911155003,7,3790.71288454149,3936.66835006621,3794.62139085567,3940.67682079266,SPACE,SPACE,0,0,space,space,3.81316076148732,3.99394917926338,187,2,jacket,1,NOT STUDIED,mismatch,6,26,52,BINOCULAR,mismatch,camera,p,0,0,4188.59394453082,4191.99375358254,4193.23576860304,4194.44414762843,OK,OK,10,3,0,0,,,0,0,NaN,NaN,rope,3.39101233074325,2,NaN,q,1.14911986003972,2,NaN
0,911155003,8,3823.84751726488,3944.10196716571,3828.55605340153,3947.51038669894,OK,SPACE,0,0,NO RESPONSE,space,NaN,3.37598820865696,18,39,box,1,NOT STUDIED,match,11,92,94,BINOCULAR,match,sock,q,0,0,4197.84427361928,4203.91084321202,4205.15255517835,4205.86121688326,OK,OK,1,0,0,0,,,0,0,NaN,NaN,bowl,6.05210479275411,2,NaN,p,0.615773185078069,2,NaN
0,911155003,9,3844.73167993736,3951.07718312954,3847.54009144147,3952.78558313328,OK,SPACE,9,2,Return,space,2.71958735129147,1.66453472279454,36,46,table,1,CFS,match,7,187,2,NOT STUDIED,mismatch,jacket,p,1,0,4209.07799238078,4214.07787737716,4215.31991563986,4215.92821902244,OK,OK,5,1,0.343644639395486,0.343644639395486,1!,,2.20502629685837,2.70266141920622,2.56660933584118,2.56660933584118,backpack,4.98582225631071,2,NaN,q,0.535884602764781,2,NaN
0,911155003,10,3856.36543805968,3957.33572245067,3861.07390477156,3962.04426130394,OK,OK,3,4,NO RESPONSE,NO RESPONSE,NaN,NaN,142,9,headphones,1,BINOCULAR,mismatch,1,30,69,BINOCULAR,match,cane,q,1,1,4218.54498588715,4224.19491484751,4225.43662379537,4227.64536171659,OK,OK,5,9,1,1,,,0,0,NaN,NaN,handle,5.63828763523907,2,NaN,p,2.13052609782426,2,NaN
0,911155003,11,3863.64871734735,3964.48599355436,3868.35752816457,3969.19450011002,OK,OK,2,10,NO RESPONSE,NO RESPONSE,NaN,NaN,92,94,sock,1,BINOCULAR,match,9,36,46,CFS,match,table,q,1,1,4231.4288276965,4236.24532960009,4237.4620359747,4238.57073341827,OK,OK,0,3,1,1,,,0,0,NaN,NaN,door,4.79375774802975,2,NaN,q,1.09651520900297,2,NaN
0,911155003,12,3870.55760881803,3988.72852141256,3872.56603728593,3990.83695081618,SPACE,SPACE,2,10,space,space,1.98832275511268,2.09115893772832,150,156,eletric kettle,1,CFS,mismatch,2,62,123,NOT STUDIED,mismatch,watering pot,p,1,0,4251.67951869926,4255.94607235449,4257.18776047491,4258.7964309032,OK,OK,8,9,0.343644639395486,0.343644639395486,,,2.07568778086865,4.30815421402617,2.56660933584118,2.56660933584118,pencil,4.25407470526898,2,NaN,q,1.58574184432655,2,NaN
0,911155003,13,4267.2301325198,4381.3091056008,4271.93857085808,4384.91756805664,OK,SPACE,0,0,NO RESPONSE,space,NaN,3.5057497285643,29,86,candlestick,2,NOT STUDIED,match,23,134,149,CFS,mismatch,drum,p,0,0,4479.44592671341,4484.72077753318,4485.94582695305,4487.65450948538,OK,OK,4,6,0,0,,,0,0,NaN,NaN,sea,5.25958069255103,2,NaN,q,1.63960700755433,2,NaN
0,911155003,14,4274.22196786599,4391.13445614302,4275.83037568757,4392.64285608639,OK,OK,6,4,Return,Return,1.51058531412673,1.41601460214042,180,182,christmas ornament,2,CFS,match,17,64,107,NOT STUDIED,mismatch,watch,p,1,0,4491.12962961286,4494.87946714383,4496.11286655142,4497.32156100671,OK,OK,9,5,0.343644639395486,0.343644639395486,1!,2@,4.89263504041689,3.80262319383586,2.56660933584118,2.56660933584118,clock,3.73530240067794,2,NaN,p,1.10401338509382,2,NaN
