subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,name,list,tType_study,trial_test,item_test,pair_test,tType_test,name_test,roboBCFS_1,roboBCFS_2,gonogo_answer,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,meanRoboRT_1,meanRoboRT_2,response_cue,rt_cue,RoboRT_cue,response_noise,rt_noise,RoboRT_noise
32,1868343138,1,1275936.20425006,1276057.03510539,1275945.41965819,1276065.55008317,OK,OK,0,0,f,f,9.19303283281624,8.46786795649678,32,122,chain,1,Not Studied,1,32,122,Binocular,chain,f,f,go,0,0,1276305.60078317,1276328.42421155,1276333.8773515,1276336.08870945,Return,Return,11,0,0,,,0,0,NaN,NaN,chain,22.8001907069702,2,Return,2.13932070601732,2
32,1868343138,2,1275948.20128532,1276068.79197021,1275950.41261732,1276070.80317869,OK,OK,3,5,j,j,2.17975912010297,1.98270508460701,56,99,clothes pin,1,CFS,5,85,25,CFS,foot stool,j,j,go,1,0,1276339.2605469,1276371.32933658,1276374.90143163,1276376.21220342,Return,Return,3,0.213707465974364,0.241682280106796,2,3,5.21609622125686,3.85700466477013,2.88311692276053,2.79677163595073,nail,32.0581553117372,2,Return,1.24912200309336,2
32,1868343138,3,1275958.96759494,1276075.63601111,1275969.98404227,1276083.35051868,OK,OK,0,0,f,f,10.9883580713067,7.60998225444928,143,128,high heel,1,Not Studied,3,143,128,Binocular,high heel,f,f,go,0,0,1276378.32346174,1276382.39580777,1276386.18801191,1276387.39879394,Return,Return,7,0,0,,,0,0,NaN,NaN,bag,4.05067403917201,2,Return,1.10597870941274,2
32,1868343138,4,1275973.51613869,1276086.70249528,1275979.02937331,1276088.71366632,OK,OK,12,10,j,j,5.43935792357661,1.91918293689378,50,80,dresser,1,CFS,8,141,155,Not Studied,purse,j,j,go,1,0,1276389.74012923,1276424.07031974,1276427.53234183,1276429.74360953,Return,Return,9,0.198975067313594,0.228621641334001,3,3,3.37711148822886,2.56581977340883,2.93473478735347,2.83537193888631,clothing,34.3118004889693,2,Return,2.17533495184034,2
32,1868343138,5,1275983.78214661,1276093.66660056,1275985.69326239,1276095.17747867,OK,OK,3,8,j,j,1.86096152104437,1.47480650874786,172,170,paint brush,1,CFS,10,56,99,CFS,clothes pin,j,j,nogo,1,0,1276432.1350049,1276444.35221264,1276447.87425274,1276450.7859858,Return,OK,10,0.255489043717809,0.216266806416904,3,3,3.7453873695767,2.12101698812868,2.75880933990472,2.87462097126604,plant,12.1879017392639,2,NO RESPONSE,NaN,2
32,1868343138,6,1275990.11587174,1276103.40230261,1275993.72797537,1276106.31399642,OK,OK,3,10,NO RESPONSE,NO RESPONSE,NaN,NaN,153,8,knife,1,Binocular,6,153,8,Not Studied,knife,z,z,go,1,1,1276453.97782905,1276508.26969739,1276511.36156295,1276513.2726902,Return,Return,8,1,1,,,0,0,NaN,NaN,table,54.2776395822875,2,Return,1.86972986836918,2
32,1868343138,7,1275997.11996599,1276108.37518349,1276005.83507454,1276114.38871256,OK,OK,0,0,f,f,8.62611928558908,5.91718772961758,184,181,mailbox,1,Not Studied,12,53,23,Binocular,floss,f,f,nogo,0,0,1276515.07376471,1276555.16729647,1276557.9288849,1276561.14079583,Return,OK,7,0,0,,,0,0,NaN,NaN,window frame,40.0672046784312,2,NO RESPONSE,NaN,2
32,1868343138,8,1276008.87685345,1276117.55056492,1276012.18879973,1276120.56233755,OK,OK,6,9,NO RESPONSE,NO RESPONSE,NaN,NaN,85,25,foot stool,1,Binocular,2,50,80,Not Studied,dresser,z,z,go,1,1,1276563.04194191,1276574.09843465,1276576.95009929,1276578.36088108,Return,Return,8,1,1,,,0,0,NaN,NaN,wood,11.0340772951022,2,Return,1.38975272420794,2
32,1868343138,9,1276018.36243619,1276123.76421842,1276024.27588646,1276127.47640237,OK,OK,5,10,f,j,5.88669577077962,3.63144808891229,53,23,floss,1,CFS,7,8,153,CFS,bed,j,j,go,1,0,1276580.40214142,1276621.19608511,1276623.43742037,1276625.34851442,Return,Return,1,0.241682280106796,0.204579633340297,,1,2.52467032338879,4.7743715300697,2.79677163595073,2.91452963585128,gate,40.7753493199125,2,Return,1.82789782714099,2
32,1868343138,10,1276030.29943171,1276134.60059422,1276034.1116658,1276138.41280084,OK,OK,1,1,NO RESPONSE,NO RESPONSE,NaN,NaN,141,155,purse,1,Binocular,4,172,170,CFS,paint brush,z,z,go,1,1,1276627.15960149,1276698.15133451,1276700.45266212,1276701.56333063,Return,Return,4,1,1,,,0,0,NaN,NaN,roofing,70.981807090342,2,Return,1.05665875528939,2
