subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,name,list,tType,swap,trial_test,item_test,pair_test,tType_test,swap_test,name_test,mm_answer,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_cue,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,meanRoboRT_1,meanRoboRT_2,response_cue,rt_cue,RoboRT_cue,meanRoboRT_cue,response_noise,rt_noise,RoboRT_noise,meanRoboRT_noise
7,894859569,1,3035800.53601494,3035917.25594494,3035805.24481136,3035921.56470284,OK,OK,6,10,NO RESPONSE,Return,NaN,4.28078902186826,153,8,ladle,1,CFS,mismatch,8,181,184,CFS,mismatch,microscope,p,0,1,3036092.07329888,3036103.31576423,3036104.5492283,3036116.35905551,OK,OK,3,2,0.60311512471049,0.284891412365461,,2@,2.92483904297218,3.06804096693321,2.2457063559788,2.68618772539277,NO RESPONSE,11.2340173642151,2,NaN,q,11.7337730140425,2,NaN
7,894859569,2,3035809.47852325,3035928.06535378,3035814.18736524,3035931.57403616,OK,SPACE,0,0,NO RESPONSE,space,NaN,3.41501831822097,142,9,high heel,1,NOT STUDIED,match,6,29,86,CFS,match,cane,q,0,0,3036119.64271637,3036148.11189362,3036149.33700871,3036156.34634173,OK,OK,6,10,0,0,,,0,0,NaN,NaN,candle,28.455263894517,2,NaN,q,6.97682516742498,2,NaN
7,894859569,3,3035817.66271298,3035937.13292016,3035822.37151664,3035941.8417211,OK,OK,7,2,NO RESPONSE,NO RESPONSE,NaN,NaN,157,33,lighter,1,BINOCULAR,mismatch,3,157,33,BINOCULAR,mismatch,lighter,p,1,1,3036159.02994783,3036165.18025628,3036166.41370556,3036170.32273554,OK,OK,6,4,1,1,,,0,0,NaN,NaN,axe,6.13955158414319,2,NaN,p,3.84371091937646,2,NaN
7,894859569,4,3035828.98050567,3035944.76700984,3035833.38927863,3035948.47571208,OK,SPACE,0,0,Return,space,4.31878156075254,3.6249199709855,3,6,bandana,1,NOT STUDIED,mismatch,2,142,9,NOT STUDIED,match,high heel,q,0,0,3036172.53128731,3036183.45707743,3036184.69051614,3036190.29973458,OK,OK,7,9,0,0,2@,,0,0,NaN,NaN,mug,10.9176636142656,2,NaN,q,5.51832238025963,2,NaN
7,894859569,5,3035844.97376588,3035951.6593458,3035849.68256139,3035956.3681709,OK,OK,8,0,NO RESPONSE,NO RESPONSE,NaN,NaN,191,60,ladder,1,BINOCULAR,mismatch,7,168,17,NOT STUDIED,match,necklace,q,1,1,3036192.22460496,3036199.38364091,3036200.6087566,3036207.01804241,OK,OK,2,9,1,1,,,0,0,NaN,NaN,mug,7.14386900002137,2,NaN,q,6.33559331344441,2,NaN
7,894859569,6,3035854.65805478,3035959.17678013,3035857.6667044,3035962.58544533,OK,OK,9,7,Return,Return,2.96055856253952,3.39862312329933,29,86,cane,1,CFS,match,10,63,77,BINOCULAR,match,watch,q,0,1,3036208.93490068,3036214.39346172,3036215.62691885,3036219.43593649,OK,OK,10,6,0.5,0.343644639395486,3#,2@,3.24550020623362,3.67520817511428,2.34671662001737,2.56660933584118,mug,5.44913354329765,2,NaN,q,3.70909072225913,2,NaN
7,894859569,7,3035866.66758611,3035967.29424506,3035871.37638675,3035968.90274449,OK,SPACE,0,0,NO RESPONSE,space,NaN,1.51310030836612,168,17,necklace,1,NOT STUDIED,match,5,191,60,BINOCULAR,mismatch,ladder,p,0,0,3036221.47782264,3036226.06964584,3036227.28671955,3036231.89551539,OK,OK,10,8,0,0,,,0,0,NaN,NaN,hose,4.56985789630562,2,NaN,q,4.58485762029886,2,NaN
7,894859569,8,3035874.07665429,3035971.98637492,3035875.78516092,3035974.89499831,OK,OK,0,10,Return,Return,1.61338613368571,2.80475335381925,181,184,microscope,1,CFS,mismatch,9,134,149,CFS,match,earring,q,0,1,3036233.57901614,3036239.09592494,3036240.32936456,3036243.53833107,OK,OK,0,5,0.4145145590902,0.4145145590902,3#,3#,2.78885955076252,2.24250867484948,2.45357155169218,2.45357155169218,NO RESPONSE,5.50830324599519,2,NaN,q,3.19784349529073,2,NaN
7,894859569,9,3035881.65240316,3035984.0375796,3035882.6608427,3035985.24602783,OK,OK,0,0,Return,Return,0.965429578907788,1.13728888705373,134,149,earring,1,CFS,match,1,153,8,CFS,mismatch,ladle,p,0,1,3036245.33017715,3036253.4473354,3036254.68079343,3036259.28989777,OK,OK,3,3,0.343644639395486,0.343644639395486,3#,3#,3.0829832131802,3.12789283878208,2.56660933584118,2.56660933584118,mug,8.10869577713311,2,NaN,p,4.51804497698322,2,NaN
7,894859569,10,3035890.86165281,3035990.35486518,3035895.57047066,3035995.06367517,OK,OK,3,1,NO RESPONSE,NO RESPONSE,NaN,NaN,63,77,watch,1,BINOCULAR,match,4,3,6,NOT STUDIED,mismatch,bandana,p,1,1,3036261.46510916,3036266.82366541,3036268.05713792,3036272.86624401,OK,OK,7,9,1,1,,,0,0,NaN,NaN,drum,5.34939497895539,2,NaN,q,4.79718678211793,2,NaN
7,894859569,11,3035898.66243166,3035998.17231149,3035903.37123109,3036002.88111967,OK,OK,8,10,NO RESPONSE,NO RESPONSE,NaN,NaN,159,162,maskera,1,BINOCULAR,match,12,24,27,NOT STUDIED,mismatch,calculator,p,1,1,3036275.12479878,3036278.36648897,3036279.58326323,3036283.29227154,OK,OK,1,0,1,1,,,0,0,NaN,NaN,drum,3.21736982045695,2,NaN,q,3.670868774876,2,NaN
7,894859569,12,3035909.09680153,3036005.11466433,3035913.80560217,3036007.22321009,OK,OK,0,0,NO RESPONSE,Return,NaN,2.0515240454115,24,27,calculator,1,NOT STUDIED,mismatch,11,159,162,BINOCULAR,match,maskera,q,0,0,3036285.60917135,3036288.88418258,3036290.10930884,3036302.01913331,OK,OK,8,4,0,0,,3#,0,0,NaN,NaN,hose,3.26068253396079,2,NaN,NO RESPONSE,NaN,2,NaN
7,894859569,13,3036312.90354561,3036399.57047247,3036317.61234172,3036404.27927251,OK,OK,4,4,NO RESPONSE,NO RESPONSE,NaN,NaN,43,44,crib,2,BINOCULAR,mismatch,20,31,47,NOT STUDIED,mismatch,chain,p,1,1,3036481.19522884,3036495.21297936,3036496.42976418,3036502.83904245,OK,OK,10,4,1,1,,,0,0,NaN,NaN,car,13.9965802971274,2,NaN,p,6.32992087490857,2,NaN
7,894859569,14,3036320.68765246,3036407.93797506,3036325.39645008,3036412.64676725,OK,OK,5,7,NO RESPONSE,NO RESPONSE,NaN,NaN,130,160,glove,2,BINOCULAR,match,13,43,44,BINOCULAR,mismatch,crib,p,1,1,3036505.04759813,3036513.61479941,3036514.83158786,3036521.84092571,OK,OK,8,7,1,1,,,0,0,NaN,NaN,dice,8.54361381288618,2,NaN,q,6.95154429972172,2,NaN
