subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,name,list,tType_study,trial_test,item_test,pair_test,tType_test,name_test,roboBCFS_1,roboBCFS_2,gonogo_answer,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,meanRoboRT_1,meanRoboRT_2,response_cue,rt_cue,RoboRT_cue,response_noise,rt_noise,RoboRT_noise
40,14663812,1,2338435.00038515,2338563.12910952,2338448.11843785,2338572.04456051,OK,OK,0,0,f,f,13.0609186054207,8.90009713312611,61,121,glass,1,Not Studied,7,8,153,Not Studied,bed,f,f,go,0,0,2338729.93157395,2338734.10419236,2338737.786445,2338740.69826513,Return,Return,0,0,0,,,0,0,NaN,NaN,bed,4.14313617534935,2,Return,2.87990080239251,2
40,14663812,2,2338453.73190193,2338575.83693312,2338456.44354234,2338578.74869377,OK,OK,12,10,NO RESPONSE,NO RESPONSE,NaN,NaN,172,170,paint brush,1,Binocular,9,153,8,Binocular,knife,z,z,go,1,1,2338742.87956032,2338757.17835102,2338760.06014921,2338763.97254675,Return,OK,0,1,1,,,0,0,NaN,NaN,stick,14.2736571147107,2,NO RESPONSE,NaN,2
40,14663812,3,2338460.99636068,2338581.31033348,2338465.80933378,2338585.72298156,OK,OK,4,7,j,j,4.71174755785614,4.3980225645937,8,153,bed,1,CFS,1,143,128,Not Studied,high heel,j,j,go,0,1,2338767.99500812,2338771.82736921,2338776.74038826,2338778.75159841,Return,Return,10,1,1,2@,3#,1.53965789541591,2.07068326154257,2,2,shoe,3.80527126928791,2,Return,1.97954257437959,2
40,14663812,4,2338472.65349302,2338593.64787813,2338484.97109308,2338598.96110146,OK,OK,8,7,j,j,12.2294065942988,5.29956733761355,143,128,high heel,1,CFS,3,56,99,CFS,clothes pin,j,j,go,0,1,2338781.06303785,2338786.74653559,2338789.09798254,2338791.70958877,Return,Return,1,1,1,2@,3#,1.31691094838067,2.48246888912845,2,2,feather,5.66428361460567,2,Return,2.51709157135338,2
40,14663812,5,2338489.4838212,2338604.10426511,2338501.10095962,2338610.91848693,OK,OK,0,0,f,f,11.5580012905411,6.70649065589532,141,155,purse,1,Not Studied,8,50,80,Binocular,dresser,f,f,nogo,0,0,2338797.16293649,2338801.67566944,2338805.72822759,2338808.43983781,Return,OK,12,0,0,,,0,0,NaN,NaN,dresser,4.48344510560855,2,NO RESPONSE,NaN,2
40,14663812,6,2338505.25352296,2338614.84087911,2338508.16533675,2338617.65263035,OK,OK,10,11,NO RESPONSE,NO RESPONSE,NaN,NaN,56,99,clothes pin,1,Binocular,4,53,23,CFS,floss,z,z,go,1,1,2338811.70182839,2338817.16521872,2338820.78743143,2338823.39906573,Return,Return,8,1,1,,,0,0,NaN,NaN,window,5.43959332071245,2,Return,2.53759336797521,2
40,14663812,7,2338510.28664845,2338620.40428762,2338513.09836981,2338625.71755713,OK,OK,1,9,j,j,2.7384175201878,5.24554917076603,32,122,chain,1,CFS,10,61,121,Not Studied,glass,j,j,nogo,0,1,2338825.36025654,2338829.39275299,2338832.31454238,2338835.52651723,Return,OK,7,1,1,2@,2@,4.40826933098062,2.19311981750608,2,2,shoe,4.02031284244731,2,NO RESPONSE,NaN,2
40,14663812,8,2338518.19147728,2338630.08023929,2338526.80677717,2338635.09330518,OK,OK,0,0,f,f,8.512675604783,4.98497816734016,85,25,foot stool,1,Not Studied,12,141,155,CFS,purse,f,f,go,0,0,2338840.67964925,2338858.32050681,2338863.59374164,2338866.40546421,Return,Return,9,0,0,,,0,0,NaN,NaN,NO RESPONSE,17.6270385738462,2,Return,2.76053055562079,2
40,14663812,9,2338530.94936036,2338637.985114,2338533.96116726,2338641.69737831,OK,OK,9,2,NO RESPONSE,NO RESPONSE,NaN,NaN,50,80,dresser,1,Binocular,5,172,170,Binocular,paint brush,z,z,go,1,1,2338869.0267744,2338870.87822255,2338875.11085163,2338877.52232855,Return,Return,1,1,1,,,0,0,NaN,NaN,NO RESPONSE,1.83911121683195,2,Return,2.33069311082363,2
40,14663812,10,2338536.73290949,2338645.89995859,2338541.94609623,2338650.91306885,OK,OK,1,10,j,j,5.13824027776718,4.98020089464262,184,181,mailbox,1,CFS,11,32,122,Binocular,chain,j,j,go,0,1,2338879.71363498,2338884.48658639,2338888.58911318,2338890.70039282,Return,Return,7,0.959189457109138,1,2@,2@,3.13539195139664,2.64537538283464,2.01886767731095,2,chain,4.75934461411089,2,Return,2.02759239543229,2
40,14663812,11,2338546.43886075,2338656.86669697,2338553.35308837,2338661.27939666,OK,OK,0,0,f,f,6.83964729029685,4.37281684298068,153,8,knife,1,Not Studied,2,184,181,CFS,mailbox,f,f,nogo,0,0,2338892.77164956,2338896.92418905,2338900.8866805,2338903.6984085,Return,OK,11,0,0,,,0,0,NaN,NaN,wall,4.14053428638726,2,NO RESPONSE,NaN,2
40,14663812,12,2338556.50507278,2338665.251858,2338560.41744859,2338667.96354881,OK,OK,0,12,NO RESPONSE,NO RESPONSE,NaN,NaN,53,23,floss,1,Binocular,6,85,25,Not Studied,foot stool,z,z,go,1,1,2338905.72965199,2338913.084188,2338916.58629638,2338918.69762311,Return,Return,10,1,1,,,0,0,NaN,NaN,nail,7.33350991178304,2,Return,2.02057997370139,2
40,14663812,13,2338939.10019565,2339046.40607635,2338941.01132123,2339048.41730944,OK,OK,6,5,j,j,1.82523608673364,1.98439711984247,25,85,calculator,2,CFS,24,45,165,Not Studied,cutting board,j,j,go,0,1,2339143.97604783,2339150.43001583,2339155.62312669,2339157.93459389,Return,Return,10,1,1,2@,2@,1.69561288720751,2.93220216104215,2,2,flat stone,6.43176471441984,2,Return,2.26428397651762,2
40,14663812,14,2338951.25763558,2339051.98950461,2338956.07057035,2339056.9025478,OK,OK,0,0,f,f,4.79472848866135,4.82435108255595,69,30,umbrella,2,Not Studied,15,81,96,Binocular,stroller,f,f,go,0,0,2339161.21659999,2339165.91920411,2339170.56237198,2339172.37346279,Return,Return,10,0,0,,,0,0,NaN,NaN,baby stroller,4.68620950682089,2,Return,1.71612609550357,2
40,14663812,15,2338958.63217383,2339059.45413915,2338972.55074287,2339063.96685852,OK,OK,0,0,f,f,13.8431272408925,4.47936056321487,107,64,ring,2,Not Studied,16,69,30,Not Studied,umbrella,f,f,go,0,0,2339174.14457416,2339181.83930772,2339186.29202277,2339187.90306335,Return,Return,9,0,0,,,0,0,NaN,NaN,umbrella,7.66923203226179,2,Return,1.52945175021887,2
40,14663812,16,2338975.26231264,2339066.7485827,2338981.37616217,2339072.56212447,OK,OK,0,0,f,f,6.01252438127995,5.74432640336454,16,13,book,2,Not Studied,20,107,64,CFS,ring,f,f,go,0,0,2339190.69472903,2339194.61715411,2339197.59901424,2339200.71087704,Return,OK,8,0,0,,,0,0,NaN,NaN,NO RESPONSE,3.90222935378551,2,NO RESPONSE,NaN,2
40,14663812,17,2338984.99836401,2339085.4100483,2338988.91076699,2339088.52194491,OK,OK,0,8,NO RESPONSE,NO RESPONSE,NaN,NaN,110,102,lazy chair,2,Binocular,21,177,179,Binocular,paper towel,z,z,nogo,1,1,2339205.48383841,2339207.97535058,2339211.9277662,2339214.63946335,Return,OK,12,1,1,,,0,0,NaN,NaN,NO RESPONSE,2.47225547488779,2,NO RESPONSE,NaN,2
40,14663812,18,2338990.95203681,2339090.69327536,2338992.96324395,2339094.70574812,OK,OK,0,0,j,j,1.99397007795051,3.93422775529325,45,165,cutting board,2,CFS,13,155,141,CFS,lamp,j,j,go,0,1,2339216.96089198,2339220.47307196,2339224.25536934,2339225.76629093,Return,Return,3,0.96491594437237,0.969233234476344,2@,2@,2.55682223781517,1.48838234352518,2.01615783382467,2.01412862444611,NO RESPONSE,3.4903956502676,2,Return,1.40360243897885,2
40,14663812,19,2338996.13517929,2339099.60875472,2339000.74804028,2339106.42296206,OK,OK,0,0,f,f,4.57841766532511,6.71398874372244,4,34,bandana,2,Not Studied,22,161,163,Not Studied,pen,f,f,nogo,0,0,2339227.72749472,2339230.39911675,2339233.51103237,2339236.92315222,Return,OK,5,0,0,,,0,0,NaN,NaN,pen,2.64311836659908,2,NO RESPONSE,NaN,2
40,14663812,20,2339003.67981315,2339109.10459411,2339006.99187891,2339113.01701913,OK,OK,6,0,NO RESPONSE,NO RESPONSE,NaN,NaN,161,163,pen,2,Binocular,19,16,13,CFS,book,z,z,go,1,1,2339238.96440846,2339242.65667294,2339244.84796005,2339246.25881126,Return,Return,0,1,1,,,0,0,NaN,NaN,book,3.66941525088623,2,Return,1.30571739375591,2
40,14663812,21,2339014.40645335,2339115.81871597,2339017.11808711,2339118.83059501,OK,OK,12,9,NO RESPONSE,NO RESPONSE,NaN,NaN,81,96,stroller,2,Binocular,14,110,102,Binocular,lazy chair,z,z,go,1,1,2339247.94993387,2339249.62067029,2339252.52273815,2339254.53400838,Return,Return,6,1,1,,,0,0,NaN,NaN,NO RESPONSE,1.65947313886136,2,Return,1.9344357252121,2
40,14663812,22,2339019.77973594,2339121.45220343,2339022.89164703,2339125.36458226,OK,OK,8,0,NO RESPONSE,NO RESPONSE,NaN,NaN,147,146,hole punch,2,Binocular,23,4,34,Binocular,bandana,z,z,go,1,1,2339256.79536266,2339264.63016507,2339268.30243153,2339271.01407284,Return,OK,12,1,1,,,0,0,NaN,NaN,NO RESPONSE,7.81308508524671,2,NO RESPONSE,NaN,2
40,14663812,23,2339026.72401386,2339127.846133,2339029.83587153,2339131.55840546,OK,OK,10,4,j,j,3.0916731110774,3.610985041596,155,141,lamp,2,CFS,18,147,146,CFS,hole punch,j,j,nogo,0,1,2339274.93649007,2339276.98774154,2339279.62939265,2339283.44173882,Return,OK,1,0.931062779704023,1,2@,2@,1.69972784638516,1.9535477540516,2.03248971804528,2,NO RESPONSE,2.03913699416444,2,NO RESPONSE,NaN,2
40,14663812,24,2339034.04847119,2339135.0405294,2339040.56249332,2339137.9523462,OK,OK,7,1,j,j,6.42239459464327,2.86414307588711,177,179,paper towel,2,CFS,17,25,85,Not Studied,calculator,j,j,go,0,1,2339285.31286927,2339288.42479576,2339290.70620179,2339292.51731312,Return,Return,2,1,1,2@,2@,1.66193284959954,1.77478334320422,2,2,NO RESPONSE,3.10200490290299,2,Return,1.75650185439736,2
40,14663812,25,2339308.03692961,2339393.80956982,2339310.44831961,2339396.82140539,OK,OK,10,2,j,j,2.36861428013071,2.99040349805728,117,135,plane,3,CFS,35,97,151,Not Studied,scissors,j,j,go,0,1,2339485.07559936,2339492.00987058,2339494.57145414,2339496.58269358,Return,Return,4,0.972604477116348,1,2@,2@,4.9516833867324,1.40486487764057,2.01255222831117,2,scissors,6.91010866966099,2,Return,1.92607798799872,2
40,14663812,26,2339314.37072567,2339400.16342427,2339316.78219747,2339402.77502839,OK,OK,3,1,j,j,2.37841422390193,2.58818531269208,113,76,radio,3,CFS,31,78,98,Binocular,sweater,j,j,go,0,1,2339498.56394458,2339501.81593177,2339504.07728907,2339506.1885666,Return,Return,0,0.945959468906766,0.975309912028333,2@,2@,1.8299855568434,3.51420411345163,2.02520949557939,2.0112922931668,sweater,3.23716275766492,2,Return,2.05161187332124,2
40,14663812,27,2339322.6658043,2339406.4772537,2339326.07796339,2339410.08953727,OK,OK,5,3,NO RESPONSE,NO RESPONSE,NaN,NaN,122,32,lure,3,Binocular,27,122,32,Not Studied,lure,z,z,go,1,1,2339507.87957391,2339512.92241754,2339515.48427367,2339516.89517588,Return,Return,3,1,1,,,0,0,NaN,NaN,fishing hook,5.03281700052321,2,Return,1.36395472614095,2
40,14663812,28,2339334.36301448,2339413.15140064,2339336.87453886,2339418.56474628,OK,OK,0,0,f,f,2.45681709935889,5.34313840931281,97,151,scissors,3,Not Studied,25,11,103,CFS,bib,f,f,go,0,0,2339518.45608362,2339523.12898667,2339527.36160186,2339529.67299692,Return,Return,10,0,0,,,0,0,NaN,NaN,plane,4.65563399437815,2,Return,2.26976876985282,2
40,14663812,29,2339339.0759009,2339421.22636583,2339343.08834287,2339426.63969063,OK,OK,0,0,f,f,3.98350064503029,5.37166319834068,11,103,bib,3,Not Studied,28,121,61,Binocular,mug,f,f,nogo,0,0,2339531.5138531,2339534.7861501,2339536.76736791,2339540.57972616,Return,OK,1,0,0,,,0,0,NaN,NaN,mug,3.24510334804654,2,NO RESPONSE,NaN,2
40,14663812,30,2339346.96075615,2339429.35138567,2339350.47296269,2339433.06366598,OK,OK,4,2,NO RESPONSE,NO RESPONSE,NaN,NaN,163,161,moccosin,3,Binocular,33,111,125,CFS,kid toy,z,z,go,1,1,2339542.37085667,2339545.2626015,2339548.42453738,2339550.03550582,Return,Return,12,1,1,,,0,0,NaN,NaN,NO RESPONSE,2.8674431280233,2,Return,1.55753162270412,2
40,14663812,31,2339352.46420049,2339435.17497913,2339356.97695487,2339439.68773593,OK,OK,0,0,f,f,4.49827375821769,4.47823287686333,174,131,paint tray,3,Not Studied,34,113,76,Not Studied,radio,f,f,nogo,0,0,2339552.42701581,2339555.95914069,2339560.2818096,2339563.29368109,Return,OK,9,0,0,,,0,0,NaN,NaN,NO RESPONSE,3.5146161550656,2,NO RESPONSE,NaN,2
40,14663812,32,2339359.41841902,2339442.12921184,2339364.73167495,2339450.44432019,OK,OK,0,0,f,f,5.28762159030885,8.26730965310708,121,61,mug,3,Not Studied,29,52,26,CFS,deoderant,f,f,go,0,0,2339565.14484219,2339571.7388567,2339574.0502895,2339575.26100475,Return,Return,1,0,0,,,0,0,NaN,NaN,deodorant,6.57171734888107,2,Return,1.17815180215985,2
40,14663812,33,2339368.12374124,2339454.2966796,2339370.33512568,2339458.20908862,OK,OK,10,3,f,j,2.17394803091884,3.85133979143575,52,26,deoderant,3,CFS,32,163,161,Binocular,moccosin,j,j,go,0,1,2339576.87201153,2339584.02640585,2339587.0482762,2339588.35908207,Return,Return,9,0.920044414629323,0.951229424500714,,2@,2.68154859085679,1.89541034424445,2.03797268078664,2.02266959692358,shoes,7.13174974313006,2,Return,1.20326847909018,2
40,14663812,34,2339373.42699921,2339462.97201038,2339376.43888912,2339465.68367946,OK,OK,9,12,NO RESPONSE,NO RESPONSE,NaN,NaN,95,66,shoe,3,Binocular,36,174,131,Binocular,paint tray,z,z,go,1,1,2339590.14016574,2339593.2720664,2339595.65352834,2339596.86427619,Return,Return,5,1,1,,,0,0,NaN,NaN,NO RESPONSE,3.11902222130448,2,Return,1.18148203846067,2
40,14663812,35,2339379.67083422,2339469.07575058,2339383.48319186,2339472.18767616,OK,OK,3,11,j,j,3.78596899844706,3.07936816941947,111,125,kid toy,3,CFS,30,117,135,CFS,plane,j,j,nogo,0,1,2339598.75545385,2339602.12752756,2339604.65906716,2339608.07118067,Return,OK,5,0.920044414629323,1,2@,2@,1.53802986104609,2.86312547483704,2.03797268078664,2,plane,3.34319666493684,2,NO RESPONSE,NaN,2
40,14663812,36,2339387.82584189,2339477.02067566,2339391.23795208,2339480.73295597,OK,OK,5,2,NO RESPONSE,NO RESPONSE,NaN,NaN,78,98,sweater,3,Binocular,26,95,66,Not Studied,shoe,z,z,go,1,1,2339609.78223308,2339615.15554254,2339617.34686648,2339618.55755034,Return,Return,2,1,1,,,0,0,NaN,NaN,sneakers,5.35554688237607,2,Return,1.12677868641913,2
40,14663812,37,2339634.0271668,2339724.76289912,2339636.83886129,2339728.174974,OK,OK,11,5,NO RESPONSE,NO RESPONSE,NaN,NaN,43,44,crayon,4,Binocular,46,119,7,Not Studied,pill,z,z,go,1,1,2339819.7112142,2339823.86375883,2339828.52663374,2339829.83743599,Return,Return,6,1,1,,,0,0,NaN,NaN,pill,4.13306245906278,2,Return,1.23737223725766,2
40,14663812,38,2339644.63363898,2339730.60649512,2339646.7449153,2339732.71777205,OK,OK,9,5,j,j,2.06211843248457,2.02773033827543,139,14,bobby pin,4,CFS,43,89,72,Binocular,sponge,j,j,go,0,1,2339832.08879473,2339835.36081314,2339838.28259892,2339839.39328181,Return,Return,3,1,0.959189457109138,2@,2@,3.43809943907198,1.99407635650188,2,2.01886767731095,sponge,3.2507366486825,2,Return,1.0487811868079,2
40,14663812,39,2339650.62732714,2339735.69959293,2339654.23955879,2339739.51193066,OK,OK,0,0,f,f,3.5400060005486,3.71020785532892,59,79,keys,4,Not Studied,39,59,79,Not Studied,keys,f,f,go,0,0,2339841.01429077,2339844.96672239,2339847.97858784,2339849.48951789,Return,Return,5,0,0,,,0,0,NaN,NaN,NO RESPONSE,3.94061656901613,2,Return,1.45612014317885,2
40,14663812,40,2339658.23200516,2339743.06409037,2339661.0437395,2339746.57629027,OK,OK,11,4,NO RESPONSE,NO RESPONSE,NaN,NaN,64,107,watch,4,Binocular,42,62,123,CFS,watering pot,z,z,go,1,1,2339853.0216485,2339862.08724085,2339866.1197068,2339867.93082115,Return,Return,11,1,1,,,0,0,NaN,NaN,NO RESPONSE,9.04416087269783,2,Return,1.70578766288236,2
40,14663812,41,2339664.67595619,2339750.68880536,2339667.48766789,2339754.20097266,OK,OK,11,4,NO RESPONSE,NO RESPONSE,NaN,NaN,89,72,sponge,4,Binocular,38,125,111,Binocular,cork screw,z,z,nogo,1,1,2339871.67312641,2339877.74686279,2339880.95883462,2339884.37091825,Return,OK,5,1,1,,,0,0,NaN,NaN,NO RESPONSE,6.06366326613352,2,NO RESPONSE,NaN,2
40,14663812,42,2339669.57895314,2339756.04209234,2339675.59267674,2339759.05392641,OK,OK,0,0,f,f,5.97898657945916,2.95847693551332,125,111,cork screw,4,Not Studied,41,64,107,CFS,watch,f,f,go,0,0,2339886.69236047,2339889.56412358,2339892.26579561,2339893.37645285,Return,Return,3,0,0,,,0,0,NaN,NaN,watch,2.85966915590689,2,Return,1.03810136951506,2
40,14663812,43,2339678.1742372,2339762.65616675,2339681.98656164,2339767.06888002,OK,OK,1,12,j,j,3.71119307167828,4.31180587410927,119,7,pill,4,CFS,37,139,14,Not Studied,bobby pin,j,j,nogo,0,1,2339895.00744345,2339900.84103426,2339903.1024302,2339907.01481899,Return,OK,0,0.977529046252992,0.939413062813476,2@,2@,2.91415683972667,1.7336769581479,2.01026221780524,2.02839032757804,bobby pin,5.81585691170767,2,NO RESPONSE,NaN,2
40,14663812,44,2339687.08974584,2339774.09322549,2339689.30109074,2339788.51204355,OK,OK,8,8,j,j,2.13932087691501,14.3533636503853,154,176,ladle,4,CFS,47,26,52,CFS,camera,j,j,go,0,1,2339909.35626195,2339913.20866453,2339916.33055668,2339917.64137945,Return,Return,9,1,1,2@,2@,0.75086827541815,1.40501130737967,2,2,camera,3.82628318108618,2,Return,1.2917586537078,2
40,14663812,45,2339693.65376468,2339792.27433747,2339699.86757866,2339795.38626698,OK,OK,0,0,f,f,6.12660331558436,3.06785073736683,133,192,guitar,4,Not Studied,48,157,33,Binocular,axe,f,f,go,0,0,2339919.77269122,2339930.64937769,2339934.03145689,2339935.94260602,Return,Return,10,0,0,,,0,0,NaN,NaN,ax,10.8566736634821,2,Return,1.80563921621069,2
40,14663812,46,2339704.18024508,2339797.89783059,2339707.29215346,2339801.81021637,OK,OK,8,0,NO RESPONSE,NO RESPONSE,NaN,NaN,157,33,axe,4,Binocular,45,43,44,Binocular,crayon,z,z,go,1,1,2339938.19402332,2339943.76743763,2339947.19955158,2339949.2108049,Return,Return,12,1,1,,,0,0,NaN,NaN,NO RESPONSE,5.56249996228144,2,Return,1.90873045334592,2
40,14663812,47,2339709.67360242,2339803.65139551,2339713.98625134,2339808.16408591,OK,OK,0,0,f,f,4.21788161620498,4.41001057066023,62,123,watering pot,4,Not Studied,40,154,176,CFS,ladle,f,f,nogo,0,0,2339951.7523491,2339956.30511793,2339959.51710032,2339962.32880991,Return,OK,11,0,0,,,0,0,NaN,NaN,NO RESPONSE,4.53135275887325,2,NO RESPONSE,NaN,2
40,14663812,48,2339717.37834812,2339810.85575334,2339719.9899456,2339815.16843426,OK,OK,10,1,j,j,2.50472746882588,4.24517397908494,26,52,camera,4,CFS,44,133,192,Not Studied,guitar,j,j,go,0,1,2339964.58023114,2339983.18169635,2339986.05339456,2339987.9645956,Return,Return,2,0.97938218133124,1,2@,2@,3.20761774702902,1.79511490970985,2.00940435800564,2,radio,18.5737584130839,2,Return,1.88438226887956,2
40,14663812,49,2339998.12082785,2340079.69095629,2339999.7317984,2340081.5020468,OK,OK,12,7,j,j,1.50417388835922,1.72875310387462,20,71,briefcase,5,CFS,52,86,29,Not Studied,steering wheel,j,j,go,0,1,2340172.64803992,2340176.440392,2340179.01196567,2340180.82309058,Return,Return,5,1,1,2@,2@,3.32272478295302,1.18300461995448,2,2,key,3.76546176848933,2,Return,1.76932415459305,2
40,14663812,50,2340003.55417452,2340085.67461993,2340006.9662654,2340088.58637848,OK,OK,5,10,NO RESPONSE,NO RESPONSE,NaN,NaN,98,78,scarf,5,Binocular,60,181,184,Binocular,clipboard,z,z,go,1,1,2340182.95437881,2340187.6872895,2340190.49900301,2340191.9098687,Return,Return,6,1,1,,,0,0,NaN,NaN,briefcase,4.71438717655838,2,Return,1.39351664902642,2
40,14663812,51,2340010.25831412,2340090.6476771,2340011.86928166,2340094.96032482,OK,OK,11,0,f,j,1.58992996625602,4.23517391318455,144,140,marker,5,CFS,58,170,172,Not Studied,notebook,j,j,go,0,1,2340194.26134433,2340201.13559734,2340203.75715202,2340204.66769656,Return,Return,3,0.980952962360203,0.982301351099738,,2@,4.19256014548312,2.8430447680455,2.00867885724672,2.00805727700807,briefcase,6.84654953936115,2,Return,0.894533558748662,2
40,14663812,52,2340014.26073309,2340098.34239859,2340019.17375093,2340103.15537109,OK,OK,0,0,f,f,4.84299593884498,4.73993699904531,170,172,notebook,5,Not Studied,51,20,71,CFS,briefcase,f,f,go,0,0,2340206.58887925,2340213.26299903,2340215.55440604,2340216.46495811,Return,Return,1,0,0,,,0,0,NaN,NaN,briefcase,6.64622554089874,2,Return,0.888573060277849,2
40,14663812,53,2340022.85600116,2340106.11717585,2340025.4676581,2340108.82884794,OK,OK,10,5,j,j,2.52734216768295,2.61273301579058,86,29,steering wheel,5,CFS,49,71,20,Binocular,truck,j,j,nogo,0,1,2340218.51628082,2340226.4608135,2340228.25194764,2340232.16465035,Return,OK,0,0.980952962360203,1,2@,2@,1.9902270755526,2.72947332189279,2.00867885724672,2,truck,7.93396334024146,2,NO RESPONSE,NaN,2
40,14663812,54,2340030.45067731,2340111.86075307,2340033.56260712,2340115.27282644,OK,OK,8,5,NO RESPONSE,NO RESPONSE,NaN,NaN,124,100,magnifying glass,5,Binocular,56,72,89,CFS,blanket,z,z,go,1,1,2340234.28593851,2340237.39783271,2340240.53974491,2340241.95063897,Return,Return,11,1,1,,,0,0,NaN,NaN,towel,3.09165047295392,2,Return,1.33359623886645,2
40,14663812,55,2340035.5938322,2340117.21399659,2340040.30677626,2340120.12579951,OK,OK,0,0,f,f,4.6125410431996,2.87522374140099,185,183,lock,5,Not Studied,55,185,183,Not Studied,lock,f,f,nogo,0,0,2340243.79178008,2340247.68416241,2340250.14564872,2340253.95801119,Return,OK,1,0,0,,,0,0,NaN,NaN,NO RESPONSE,3.87311204569414,2,NO RESPONSE,NaN,2
40,14663812,56,2340043.16851666,2340122.89751154,2340046.98084956,2340126.20948977,OK,OK,1,6,NO RESPONSE,NO RESPONSE,NaN,NaN,72,89,blanket,5,Binocular,54,124,100,CFS,magnifying glass,z,z,go,1,1,2340256.45955331,2340265.39503432,2340268.5469499,2340270.25800715,Return,Return,12,1,1,,,0,0,NaN,NaN,NO RESPONSE,8.90819920925424,2,Return,1.6685323594138,2
40,14663812,57,2340048.37166833,2340128.10072177,2340052.48423895,2340131.91302448,OK,OK,0,0,f,f,4.03384296549484,3.77973412442952,181,184,clipboard,5,Not Studied,50,151,97,Binocular,key,f,f,go,0,0,2340274.04036248,2340276.73201241,2340278.86332176,2340279.97396451,Return,Return,2,0,0,,,0,0,NaN,NaN,key,2.67064013145864,2,Return,1.00757083203644,2
40,14663812,58,2340055.57612456,2340134.0843836,2340060.48915206,2340138.89732953,OK,OK,0,0,f,f,4.88494430063292,4.74762192834169,71,20,truck,5,Not Studied,53,144,140,Binocular,marker,f,f,go,0,0,2340281.50491823,2340288.67935223,2340292.7418537,2340294.35279619,Return,Return,4,0,0,,,0,0,NaN,NaN,NO RESPONSE,7.1493719550781,2,Return,1.52011000365019,2
