subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,tType_study,correctDirection,eyes_1,eyes_2,eyePresent,RoboRT
1,1092328154,1,1815103.22523169,1815107.14216034,OK,10,RightArrow,3.90608304203488,4,\RIGHT,1,0,left,3
1,1092328154,2,1815109.31732011,1815112.93423697,OK,7,LeftArrow,3.60604725964367,2,\LEFT,1,0,left,3
1,1092328154,3,1815115.0927267,1815118.7096484,OK,7,LeftArrow,3.60600244021043,1,\LEFT,0,1,right,3
1,1092328154,4,1815120.86813707,1815124.48505258,OK,7,RightArrow,3.60624784091488,3,\RIGHT,0,1,right,3
1,1092328154,5,1815126.84355822,1815130.66048857,OK,9,RightArrow,3.80611341493204,4,\RIGHT,1,0,left,3
1,1092328154,6,1815132.31894419,1815135.53583919,OK,2,RightArrow,3.2061327167321,4,\RIGHT,1,0,left,3
1,1092328154,7,1815137.19428502,1815140.41117852,OK,2,RightArrow,3.20593997440301,4,\RIGHT,1,0,left,3
1,1092328154,8,1815141.86961133,1815144.88649356,OK,0,LeftArrow,3.00598380016163,2,\LEFT,1,0,left,3
1,1092328154,9,1815146.54495115,1815149.76184715,OK,2,LeftArrow,3.20608727517538,1,\LEFT,0,1,right,3
1,1092328154,10,1815151.22027681,1815154.2371511,OK,0,LeftArrow,3.00596270780079,2,\LEFT,1,0,left,3
1,1092328154,11,1815156.46231028,1815159.97922318,OK,5,LeftArrow,3.50611543725245,1,\LEFT,0,1,right,3
1,1092328154,12,1815161.93769896,1815165.45461097,OK,5,RightArrow,3.5060645902995,3,\RIGHT,0,1,right,3
1,1092328154,13,1815167.21306903,1815170.52997011,OK,3,RightArrow,3.30619462556206,4,\RIGHT,1,0,left,3
1,1092328154,14,1815172.08841695,1815175.20530875,OK,1,RightArrow,3.10610973718576,3,\RIGHT,0,1,right,3
1,1092328154,15,1815177.66380823,1815181.58074647,OK,10,RightArrow,3.90613353205845,3,\RIGHT,0,1,right,3
1,1092328154,16,1815183.03917865,1815186.05605564,OK,0,LeftArrow,3.00615437095985,2,\LEFT,1,0,left,3
1,1092328154,17,1815188.21454418,1815191.83147536,OK,7,LeftArrow,3.60601690085605,1,\LEFT,0,1,right,3
1,1092328154,18,1815193.58992015,1815196.90681743,OK,3,LeftArrow,3.30612775287591,1,\LEFT,0,1,right,3
1,1092328154,19,1815198.46526278,1815201.58214674,OK,1,RightArrow,3.1061637676321,3,\RIGHT,0,1,right,3
1,1092328154,20,1815203.04058887,1815206.05745621,OK,0,LeftArrow,3.00608555902727,2,\LEFT,1,0,left,3
