subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,item,tType_study,eyes_1,eyes_2,transparency,pas,RoboRT,meanRoboRT,roboBCFS
4,1324631491,1,1892362.94553011,1892367.55823872,OK,1,f,4.56706041237339,6,CATCH,0,0,0,,0,NaN,f
4,1324631491,2,1892373.1814521,1892375.09255719,OK,6,j,1.81866984535009,17,CFS,0,1,0.5,2,2.77971163593318,2.34671662001737,j
4,1324631491,3,1892383.65752793,1892388.57037617,OK,12,j,4.80580585147254,7,CFS,0,1,0.389400391535702,3,4.04854205461514,2.49054657589196,j
4,1324631491,4,1892395.34427619,1892397.45549761,OK,8,j,2.03048806986772,12,CFS,0,1,0.580917121364142,2,3.23021308269389,2.26545643839594,j
4,1324631491,5,1892401.16764454,1892406.88094452,OK,1,f,5.60652170516551,19,CATCH,0,0,0,,0,NaN,f
4,1324631491,6,1892410.5030601,1892412.11399416,OK,2,j,1.54277825797908,14,CFS,0,1,0.534469552873623,3,1.94481966054457,2.31014918091457,j
4,1324631491,7,1892417.22692975,1892419.23808138,OK,6,j,1.9464706571307,16,CFS,0,1,0.491735726910809,2,2.17781491311292,2.35597332559661,j
4,1324631491,8,1892425.461683,1892427.67297783,OK,8,j,2.13518482539803,20,CFS,0,1,0.45241870901798,3,4.51331004442011,2.40295751402422,j
4,1324631491,9,1892432.73587218,1892434.74707573,OK,7,j,1.97256780019961,5,CFS,0,1,0.416245306305801,2,2.58011421035817,2.45113111284461,j
4,1324631491,10,1892440.51038193,1892442.62162931,OK,11,j,2.02157642343082,3,CFS,0,1,0.382964169182325,1,4.29772879278098,2.50052423212523,j
4,1324631491,11,1892449.83577626,1892451.64682062,OK,3,j,1.7356491216924,2,CFS,0,1,0.352344044859357,3,4.66843834836902,2.55116774417352,j
4,1324631491,12,1892456.41959989,1892458.43074186,OK,11,j,1.90334739116952,10,CFS,0,1,0.324172170500755,2,4.32726853731426,2.6030933028331,j
4,1324631491,13,1892463.82385734,1892465.23464972,OK,6,j,1.31473832530901,8,CFS,0,1,0.298252794847484,3,5.27546949149747,2.65633336326843,j
4,1324631491,14,1892469.85734574,1892471.96856716,OK,6,j,2.01680215424858,18,CFS,0,1,0.274405818047013,2,1.74626222618938,2.71092120225042,j
4,1324631491,15,1892477.38169098,1892478.79253014,OK,3,j,1.37207754491828,9,CFS,0,1,0.252465540235945,1,1.99252577216085,2.76689093895541,j
4,1324631491,16,1892482.76480455,1892486.97723491,OK,1,f,4.18043729965575,4,CATCH,0,0,0,,0,NaN,f
4,1324631491,17,1892491.90010287,1892493.01073901,OK,10,j,1.07673783763312,11,CFS,0,1,0.232279510180456,1,3.73620599809112,2.8242775562908,j
4,1324631491,18,1892497.47331637,1892500.48508045,OK,1,f,2.99106903537177,13,CATCH,0,0,0,,0,NaN,f
4,1324631491,19,1892503.79695488,1892506.70863558,OK,0,f,2.80310585536063,1,CFS,0,1,0.213707465974364,,2.61638481070406,2.88311692276053,j
4,1324631491,20,1892511.91164207,1892514.32306621,OK,11,j,2.3919135350734,15,CFS,0,1,0.213707465974364,1,3.74099270296133,2.88311692276053,j
