subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,item,pair,list,tType_study,trial_test,item_test,pair_test,tType_test,gonogo_answer,name,name_test,roboBCFS,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_noise,transparency,pas,RoboRT,response_cue,rt_cue,RoboRT_cue,response_noise,rt_noise,RoboRT_noise
3,231128253,1,238946.790968958,238972.216931603,OK,0,f,25.3582693743228,203,201,1,Not Studied,7,206,207,Binocular,go,bowling pin,frame,f,0,0,239198.939670908,239202.431879766,239205.824003774,239207.635146422,Return,Return,3,1,,0.1,NO RESPONSE,3.47003059828421,1,Return,1.76145761046791,1
3,231128253,2,238978.460867408,238991.278954363,OK,0,f,12.743458733923,204,205,1,CFS,9,199,195,Binocular,go,bowtie,scroll,j,0,1,239209.536370384,239218.051397721,239221.453870276,239222.964760187,Return,Return,8,1,,0.1,scroll,8.49655637049,1,Return,1.48285399415181,1
3,231128253,3,238994.310846988,239024.239706012,OK,0,NO RESPONSE,NaN,207,206,1,Not Studied,12,205,204,CFS,nogo,axe,cheese grater,f,0,0,239224.976071325,239229.468544904,239232.720937273,239237.633999401,Return,OK,10,1,,0.1,NO RESPONSE,4.48027712033945,1,NO RESPONSE,NaN,1
3,231128253,4,239028.39230391,239044.612503015,OK,7,j,16.1693676502036,208,202,1,CFS,8,197,194,CFS,go,hockey stick,pipe,j,0,1,239239.604986403,239245.388910538,239248.180665508,239249.191292962,Return,Return,5,1,1,0.1,pipe,5.76257716357941,1,Return,0.922807280207053,1
3,231128253,5,239056.510007308,239079.6345711,OK,0,f,23.0978946425021,198,193,1,Not Studied,6,200,196,Binocular,go,chest,tape,f,0,0,239250.872367322,239258.066890054,239261.368968668,239262.379609101,Return,Return,10,1,,0.1,cassette,7.18254511340638,1,Return,0.981810355733614,1
3,231128253,6,239082.626451095,239087.539565442,OK,5,NO RESPONSE,NaN,200,196,1,Binocular,3,207,206,Not Studied,go,tape,axe,z,1,1,239264.350839393,239268.663570816,239271.155096593,239275.467813527,Return,Return,4,1,,0.1,NO RESPONSE,4.29556504229549,1,Return,4.22704350139247,1
3,231128253,7,239090.631486518,239095.544579132,OK,9,NO RESPONSE,NaN,206,207,1,Binocular,2,204,205,CFS,nogo,frame,bowtie,z,1,1,239277.379059135,239281.041346192,239283.202734499,239288.115785759,Return,OK,1,1,,0.1,rug,3.65071482062922,1,NO RESPONSE,NaN,1
3,231128253,8,239100.187517149,239112.605331113,OK,2,j,12.3627403424471,197,194,1,CFS,1,203,201,Not Studied,nogo,pipe,bowling pin,j,0,1,239289.976991357,239294.369744115,239297.031390048,239301.944514054,Return,OK,10,1,1,0.1,NO RESPONSE,4.38014337161439,1,NO RESPONSE,NaN,1
3,231128253,9,239119.829869279,239124.742939858,OK,9,NO RESPONSE,NaN,199,195,1,Binocular,10,202,208,Not Studied,go,scroll,zip tie,z,1,1,239303.635555727,239309.759354939,239312.591178984,239314.302276928,Return,Return,10,1,,0.1,NO RESPONSE,6.10474145386252,1,Return,1.63702753666439,1
3,231128253,10,239127.234520873,239139.652290466,OK,0,f,12.3783712237782,202,208,1,Not Studied,5,198,193,Not Studied,nogo,zip tie,chest,f,0,0,239316.013337141,239319.075004626,239321.006494555,239325.919596224,Return,OK,0,1,,0.1,NO RESPONSE,3.04654491538531,1,NO RESPONSE,NaN,1
3,231128253,11,239143.084509508,239147.997572239,OK,8,NO RESPONSE,NaN,201,203,1,Binocular,11,201,203,Binocular,go,bellow,bellow,z,1,1,239327.780788239,239332.413386764,239334.665101788,239336.376203052,Return,Return,2,1,,0.1,NO RESPONSE,4.61444812131231,1,Return,1.67401836864883,1
3,231128253,12,239150.30905371,239155.122055438,OK,5,j,4.74312307930086,205,204,1,CFS,4,208,202,CFS,go,cheese grater,hockey stick,j,0,1,239338.567612828,239342.619779355,239344.79149206,239347.503195511,Return,Return,2,1,2,0.1,stick,4.02715542653459,1,Return,2.64305000196327,1
