subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,item,tType,eyes_1,eyes_2,transparency,pas,RoboRT,meanRoboRT,roboBCFS
9,937069744,1,263547.751418521,263553.960197503,OK,4,j,6.14722915290622,8,CFS,0,1,0.5,3#,2.86011634815235,2.34671662001737,j
9,937069744,2,263562.794150424,263575.503371006,OK,1,f,12.6071981594432,3,CATCH,0,0,0,,0,NaN,f
9,937069744,3,263580.337040796,263589.04598036,OK,0,j,8.63954055559589,19,CFS,0,1,0.727495707309101,2@,2.5316102440621,2.15022107250873,j
9,937069744,4,263598.529977742,263603.738700279,OK,5,j,5.12575408443809,14,CFS,0,1,0.877527328480149,3#,4.16927004843493,2.05995856853313,j
9,937069744,5,263609.222388271,263622.93168703,OK,8,j,13.6162513982854,17,CFS,0,1,1,2@,1.94531080617888,2,j
9,937069744,6,263629.557146212,263640.76626145,OK,2,j,11.1603455281002,9,CFS,0,1,1,3#,2.89951524991601,2,j
9,937069744,7,263644.591529383,263647.700081317,OK,1,f,3.02955878101056,2,CATCH,0,0,0,,0,NaN,f
9,937069744,8,263651.150320348,263656.059013425,OK,3,j,4.85435311886249,20,CFS,0,1,1,3#,1.6310706707579,2,j
9,937069744,9,263662.709466585,263667.418124528,OK,8,j,4.67051529180026,15,CFS,0,1,1,3#,4.69547494330032,2,j
9,937069744,10,263671.126727535,263677.735512494,OK,6,f,6.50863910740009,1,CFS,0,1,1,,1.4765647545603,2,j
9,937069744,11,263683.935945762,263701.645603844,OK,10,j,17.6580204155762,4,CFS,0,1,1,2@,3.95609187233478,2,j
9,937069744,12,263708.195975621,263718.705037915,OK,6,j,10.4370281784213,13,CFS,0,1,1,3#,2.2834358823295,2,j
9,937069744,13,263721.355222735,263726.763972861,OK,4,j,5.30931330850581,6,CFS,0,1,1,3#,3.47839105597556,2,j
9,937069744,14,263732.447666104,263738.356408986,OK,5,j,5.80815905303461,11,CFS,0,1,1,3#,1.22132319011189,2,j
9,937069744,15,263742.640045241,263745.248511753,OK,1,f,2.54338419024134,16,CATCH,0,0,0,,0,NaN,f
9,937069744,16,263749.315523167,263758.424485913,OK,10,j,9.04317138943588,12,CFS,0,1,1,2@,2.42633302409294,2,j
9,937069744,17,263762.274740277,263773.183847184,OK,1,f,10.8989615925821,10,CFS,0,1,1,,1.45357649023865,2,j
9,937069744,18,263776.525738932,263779.634283924,OK,1,f,3.09560278157005,18,CATCH,0,0,0,,0,NaN,f
9,937069744,19,263782.984526215,263785.293017298,OK,7,j,2.25257730402518,7,CFS,0,1,1,3#,2.06462363337344,2,j
9,937069744,20,263789.701675663,263791.71013487,OK,8,j,1.9670385196805,5,CFS,0,1,1,3#,1.21708626547482,2,j
