subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,item,tType,eyes_1,eyes_2,transparency,pas,RoboRT,meanRoboRT
5,894399589,1,1557030.02184877,1557036.23073099,OK,10,Return,6.11343199806288,2,CFS,0,1,0.5,3,2.30910606081776,2.34671662001737
5,894399589,2,1557048.73173554,1557066.24149434,SPACE,0,space,17.4102631825954,5,CFS,0,1,0.727495707309101,,3.06994186692321,2.15022107250873
5,894399589,3,1557070.71682901,1557099.92754557,SPACE,2,space,29.1836657198146,3,CFS,0,1,0.727495707309101,,1.3217238726757,2.15022107250873
5,894399589,4,1557102.77781165,1557138.68907999,OK,0,NO RESPONSE,NaN,1,CFS,0,1,0.727495707309101,,3.11067892689782,2.15022107250873
5,894399589,5,1557139.93084418,1557140.83922956,SPACE,1,space,0.815864904085174,4,CATCH,0,0,0,,0,NaN
