subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,name,list,tType_study,trial_test,item_test,pair_test,tType_test,name_test,roboBCFS_1,roboBCFS_2,gonogo_answer,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,meanRoboRT_1,meanRoboRT_2,response_cue,rt_cue,RoboRT_cue,response_noise,rt_noise,RoboRT_noise
18,1703763864,1,5683532.34416511,5683647.95094731,5683533.95511668,5683650.16222493,OK,OK,2,1,j,j,1.55208501871675,2.1941186869517,153,8,knife,1,CFS,12,85,25,CFS,foot stool,j,j,go,1,0,5683831.06669186,5683871.29992593,5683879.1844968,5683880.99554297,Return,Return,8,0.389091466211543,0.311560090151324,2@,2@,3.91074168269094,0.944942314584538,2.49102057197876,2.62827974973534,NO RESPONSE,40.2087146630511,2,Return,1.74641197919846,2
18,1703763864,2,5683545.28164262,5683654.84492968,5683548.8937409,5683657.55649345,OK,OK,0,0,f,f,3.53368731588125,2.67572309821844,50,80,dresser,1,Not Studied,9,53,23,Not Studied,floss,f,f,go,0,0,5683884.5675983,5683899.53626295,5683905.96993753,5683908.68153179,Return,OK,12,0,0,,,0,0,NaN,NaN, ,14.9541033906862,2,NO RESPONSE,NaN,2
18,1703763864,3,5683554.90720073,5683661.59881351,5683556.61820096,5683663.20975874,OK,OK,3,3,j,j,1.61969659850001,1.54551085270941,61,121,glass,1,CFS,10,56,99,CFS,clothes pin,j,j,go,1,0,5683911.83330778,5683915.88565963,5683919.51779462,5683921.42895011,Return,Return,2,0.368064756733626,0.29472321741209,3#,3#,4.16715461190116,4.9781976532169,2.52448232151727,2.66404832236378, ,4.02338295988739,2,Return,1.84259672835469,2
18,1703763864,4,5683561.9613066,5683670.16377731,5683565.17314203,5683672.67521419,OK,OK,0,0,f,f,3.14101585000753,2.45194097794592,56,99,clothes pin,1,Not Studied,3,184,181,Binocular,mailbox,f,f,go,0,0,5683923.8603506,5683934.95671374,5683938.87898193,5683940.18976127,Return,Return,0,0,0,,,0,0,NaN,NaN,chest,11.0831499127671,2,Return,1.29616011958569,2
18,1703763864,5,5683571.31669065,5683677.82818488,5683574.02825744,5683681.14011575,OK,OK,12,6,NO RESPONSE,NO RESPONSE,NaN,NaN,184,181,mailbox,1,Binocular,4,172,170,Not Studied,paint brush,z,z,go,1,1,5683942.77122659,5683951.22612322,5683955.52861603,5683956.73930113,Return,Return,0,1,1,,,0,0,NaN,NaN,chest,8.42725042905658,2,Return,1.14961267355829,2
18,1703763864,6,5683581.9628623,5683683.76161919,5683585.77505457,5683686.27306874,OK,OK,0,0,j,f,3.8021336151287,2.485266382806,53,23,floss,1,Not Studied,2,32,122,Binocular,chain,f,f,go,0,0,5683959.28075671,5683963.88345073,5683968.04584801,5683969.85690475,Return,Return,7,0,0,,,0,0,NaN,NaN,chains,4.57298108562827,2,Return,1.75157351326197,2
18,1703763864,7,5683596.1810096,5683690.26537866,5683598.9926673,5683693.47722646,OK,OK,11,7,NO RESPONSE,NO RESPONSE,NaN,NaN,32,122,chain,1,Binocular,6,141,155,CFS,purse,z,z,go,1,1,5683972.79859178,5684010.02017496,5684013.13194211,5684015.6433977,Return,Return,6,1,1,,,0,0,NaN,NaN,NO RESPONSE,37.1962672136724,2,Return,2.40664715133607,2
18,1703763864,8,5683604.42581335,5683697.3494833,5683607.43755086,5683700.5613625,OK,OK,9,7,NO RESPONSE,NO RESPONSE,NaN,NaN,143,128,high heel,1,Binocular,8,143,128,Binocular,high heel,z,z,nogo,1,1,5684018.41500703,5684022.0470738,5684026.12947484,5684029.44137794,Return,OK,6,1,1,,,0,0,NaN,NaN,boots,3.61910800263286,2,NO RESPONSE,NaN,2
18,1703763864,9,5683611.71002104,5683704.20341941,5683614.42158481,5683707.41526148,OK,OK,12,7,NO RESPONSE,NO RESPONSE,NaN,NaN,8,153,bed,1,Binocular,11,50,80,Not Studied,dresser,z,z,go,1,1,5684031.78272624,5684050.64366453,5684053.0350263,5684054.84607186,Return,Return,1,1,1,,,0,0,NaN,NaN,bed,18.849658372812,2,Return,1.76517098862678,2
18,1703763864,10,5683619.2243683,5683710.02680014,5683621.63574022,5683711.93787202,OK,OK,1,0,j,j,2.30649345275015,1.82652926351875,85,25,foot stool,1,CFS,1,61,121,Not Studied,glass,j,j,nogo,1,0,5684058.95843244,5684063.00048265,5684066.15263745,5684068.86419519,Return,OK,12,0.348174341803038,0.278796218217634,3#,3#,3.24527235871549,1.44226483750316,2.55850644027384,2.70041803344126,wine glass,4.02515901159495,2,NO RESPONSE,NaN,2
