subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,list,tType_study,trial_test,item_test,pair_test,tType_test,gonogo_answer,name,name_test,roboBCFS_1,roboBCFS_2,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,meanRoboRT_1,meanRoboRT_2,response_cue,rt_cue,RoboRT_cue,response_noise,rt_noise,RoboRT_noise
62,284390453,1,2700365.95846303,2700452.43213571,2700369.87087241,2700456.3445798,OK,OK,4,10,NO RESPONSE,NO RESPONSE,NaN,NaN,153,8,1,Binocular,6,184,181,Binocular,go,knife,mailbox,z,z,1,1,2700584.2438533,2700592.49896524,2700594.67032165,2700597.18182238,Return,Return,0,1,1,,,0,0,NaN,NaN,desk,8.24467193009332,1,Return,2.43413429986686,1
62,284390453,2,2700372.59263524,2700458.22572621,2700375.50438296,2700461.23756351,OK,OK,0,0,f,f,2.85243199812248,2.90547000290826,32,122,1,Not Studied,3,56,99,CFS,go,chain,clothes pin,f,f,0,0,2700599.28319969,2700603.51579615,2700605.81723432,2700608.42883128,Return,Return,2,0,0,,,0,0,NaN,NaN,flower,4.22111202776432,1,Return,2.5989328767173,1
62,284390453,3,2700379.28673081,2700463.84921934,2700381.99841646,2700467.8617005,OK,OK,0,0,f,f,2.63816818967462,3.94589100824669,143,128,1,Not Studied,9,32,122,Binocular,go,high heel,chain,f,f,0,0,2700610.17960977,2700614.05232562,2700616.5939127,2700618.7052223,Return,Return,8,0,0,,,0,0,NaN,NaN,chain,3.85248482273892,1,Return,2.06209279550239,1
62,284390453,4,2700384.36988353,2700472.39450748,2700388.28231918,2700476.30692109,OK,OK,0,10,NO RESPONSE,NO RESPONSE,NaN,NaN,61,121,1,Binocular,5,50,80,Not Studied,go,glass,dresser,z,z,1,1,2700621.43692225,2700626.24990492,2700628.56133604,2700629.57196803,Return,Return,3,1,1,,,0,0,NaN,NaN,drawer,4.79488335037604,1,Return,0.974450862966478,1
62,284390453,5,2700390.19349789,2700478.15809042,2700393.50556623,2700482.07049497,OK,OK,0,0,f,f,3.20314160222188,3.86074693826959,184,181,1,Not Studied,1,61,121,CFS,go,mailbox,glass,f,f,0,0,2700631.73332907,2700636.94651163,2700640.74889309,2700641.85958388,Return,Return,6,0,0,,,0,0,NaN,NaN,wine glass,5.19423623057082,1,Return,1.03463169885799,1
62,284390453,6,2700400.23976706,2700484.98235558,2700404.15209857,2700488.89473236,OK,OK,6,0,NO RESPONSE,NO RESPONSE,NaN,NaN,85,25,1,Binocular,12,153,8,Not Studied,go,foot stool,knife,z,z,1,1,2700643.87083408,2700651.14533155,2700654.60749624,2700657.7194334,Return,Return,6,1,1,,,0,0,NaN,NaN,pocketbook,7.25649625482038,1,Return,3.02375912806019,1
62,284390453,7,2700408.04455342,2700491.76650853,2700410.756259,2700495.27866279,OK,OK,6,7,f,j,2.68776231305674,3.4200514848344,53,23,1,CFS,10,8,153,Binocular,go,floss,bed,j,j,1,0,2700662.3322704,2700666.82507444,2700670.27723138,2700672.08835824,Return,Return,5,0.681585666193848,0.681585666193848,,1,1.62401688024886,2.93608714895152,2.18281015635791,2.18281015635791,chair,4.48273863550276,1,Return,1.77767149079591,1
62,284390453,8,2700413.4379069,2700505.87530125,2700417.15022494,2700508.68699318,OK,OK,2,5,f,j,3.60619675228372,2.73499169247225,56,99,1,CFS,2,172,170,Not Studied,nogo,clothes pin,paint brush,j,j,1,0,2700674.22966966,2700678.52234433,2700681.22400321,2700685.13645727,Return,OK,8,0.681585666193848,0.906994359609432,,1,0.697279724443434,1.10529862584597,2.18281015635791,2.04457813671376,bag,4.28101787203923,1,NO RESPONSE,NaN,1
62,284390453,9,2700420.77248107,2700516.53186639,2700424.68491852,2700520.44429992,OK,OK,3,0,NO RESPONSE,NO RESPONSE,NaN,NaN,141,155,1,Binocular,11,143,128,CFS,go,purse,high heel,z,z,1,1,2700686.91754728,2700690.40971229,2700692.77117705,2700694.08199963,Return,Return,1,1,1,,,0,0,NaN,NaN,belt,3.48093866510317,1,Return,1.24337304150686,1
62,284390453,10,2700426.78618626,2700524.51684933,2700430.49851426,2700528.52931329,OK,OK,0,3,f,j,3.64969277009368,3.9329724535346,50,80,1,CFS,4,53,23,CFS,nogo,dresser,floss,j,j,1,0,2700697.12385717,2700702.89748771,2700704.90873066,2700708.82115936,Return,OK,1,0.681585666193848,0.852042349315243,,2,3.25211000362558,2.33583904439233,2.18281015635791,2.07381218956121,clock,5.75437812693417,1,NO RESPONSE,NaN,1
62,284390453,11,2700433.46033152,2700535.74348745,2700437.9731236,2700539.55616192,OK,OK,2,4,f,f,4.47142173256725,3.7540916656144,172,170,1,CFS,8,141,155,Not Studied,go,paint brush,purse,j,j,1,0,2700710.93245628,2700716.36580786,2700718.93743872,2700720.6484775,Return,Return,6,0.681585666193848,1,,,2.04998729794949,2.81213665896543,2.18281015635791,2,pocketbook,5.40952695440501,1,Return,1.67653838172555,1
62,284390453,12,2700443.81677459,2700542.14775515,2700448.22951451,2700547.96135572,OK,OK,0,0,f,f,4.34672087198123,5.79771355725825,8,153,1,Not Studied,7,85,25,Binocular,nogo,bed,foot stool,f,f,0,0,2700722.79984466,2700730.63464975,2700733.09619957,2700737.0086343,Return,OK,6,0,0,,,0,0,NaN,NaN,stool,7.80582927260548,1,NO RESPONSE,NaN,1
62,284390453,13,2700746.3844463,2700843.02444042,2700750.29687741,2700846.93684618,OK,OK,4,4,NO RESPONSE,NO RESPONSE,NaN,NaN,4,34,2,Binocular,24,81,96,Binocular,go,bandana,stroller,z,z,1,1,2700939.84445001,2700948.4798067,2700951.11145147,2700953.12270378,Return,Return,2,1,1,,,0,0,NaN,NaN,carrige ,8.61273677647114,1,Return,1.9696504380554,1
62,284390453,14,2700757.65145803,2700848.78799046,2700760.96352064,2700852.80052626,OK,OK,6,1,j,j,3.20963242324069,3.94322289805859,147,146,2,CFS,14,147,146,CFS,go,hole punch,hole punch,j,j,1,0,2700954.93382188,2700959.6267227,2700962.93877897,2700964.64985336,Return,Return,10,1,0.860707976425058,1,1,1.41701323795727,2.17938872715794,2,2.06904178986308,hat,4.6831420972012,1,Return,1.61413467396051,1
62,284390453,15,2700768.49819943,2700859.61465447,2700771.40998547,2700862.42645145,OK,OK,0,0,f,f,2.810674673412,2.7563869827427,155,141,2,Not Studied,16,177,179,Binocular,go,lamp,paper towel,f,f,0,0,2700966.49096785,2700970.28334247,2700972.8049225,2700974.41589703,Return,Return,7,0,0,,,0,0,NaN,NaN,shirt,3.78176979674026,1,Return,1.52377391885966,1
62,284390453,16,2700774.00158927,2700864.8079317,2700776.91333276,2700869.32072801,OK,OK,0,0,f,f,2.86716380435973,4.41088591283187,45,165,2,Not Studied,18,155,141,Not Studied,go,cutting board,lamp,f,f,0,0,2700976.05691716,2700980.68981433,2700982.76109987,2700984.67228643,Return,Return,2,0,0,,,0,0,NaN,NaN,lamp,4.60763389104977,1,Return,1.88737672194839,1
