subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,list,tType_study,trial_test,item_test,pair_test,tType_test,gonogo_answer,name,name_test,roboBCFS_1,roboBCFS_2,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,meanRoboRT_1,meanRoboRT_2,response_cue,rt_cue,RoboRT_cue,response_noise,rt_noise,RoboRT_noise
56,283048164,1,2686934.65795307,2687033.74922302,2686937.26957268,2687037.3614566,OK,OK,3,10,j,j,2.52747377473861,3.51406802376732,53,23,1,CFS,6,8,153,Binocular,go,floss,bed,j,j,1,0,2687159.75713861,2687165.93094337,2687169.34305664,2687170.65386714,Return,Return,8,1,1,1,2,3.32173574895718,1.19045272366639,2,2,NO RESPONSE,6.15148610016331,1,Return,1.20544506935403,1
56,283048164,2,2686944.2338706,2687045.37643291,2686948.14631892,2687049.28882932,OK,OK,1,8,NO RESPONSE,NO RESPONSE,NaN,NaN,61,121,1,Binocular,8,141,155,CFS,go,glass,purse,z,z,1,1,2687173.49565719,2687179.20915217,2687181.73071439,2687183.44177248,Return,Return,3,1,1,,,0,0,NaN,NaN,NO RESPONSE,5.69271215703338,1,Return,1.64159788331017,1
56,283048164,3,2686951.37829265,2687051.43015342,2686953.48960074,2687053.44139908,OK,OK,5,1,j,j,2.09467820916325,1.96088120387867,172,170,1,CFS,4,153,8,Binocular,go,paint brush,knife,j,j,1,0,2687187.37421095,2687190.93640154,2687194.90886619,2687196.71998882,Return,Return,9,0.920044414629323,1,1,2,3.0473687567403,4.01546592261464,2.03797268078664,2,knife,3.5498715294525,1,Return,1.79117926862091,1
56,283048164,4,2686960.01363063,2687062.0967577,2686965.0267306,2687067.41006486,OK,OK,0,0,f,f,4.99512380966917,5.2459394261241,32,122,1,Not Studied,5,172,170,Not Studied,go,chain,paint brush,f,f,0,0,2687199.13148237,2687206.74618061,2687209.15770706,2687211.66923194,Return,Return,3,0,0,,,0,0,NaN,NaN,paintbrush,7.60029847547412,1,Return,2.49397615063936,1
56,283048164,5,2686968.54890619,2687073.12356588,2686972.06108248,2687075.53506064,OK,OK,9,9,f,j,3.45180377410725,2.32301305932924,50,80,1,CFS,12,32,122,CFS,nogo,dresser,chain,j,j,1,0,2687213.86058544,2687215.87177466,2687218.80363991,2687222.71607857,Return,OK,7,0.846481724890614,0.939413062813476,,1,4.32336176132255,0.99267612923073,2.07690664456404,2.02839032757804,NO RESPONSE,1.990971471183,1,NO RESPONSE,NaN,1
56,283048164,6,2686975.03292832,2687081.1285284,2686981.14669715,2687087.04217328,OK,OK,0,0,f,f,6.10351988859475,5.80580874579027,8,153,1,Not Studied,1,53,23,Not Studied,go,bed,floss,f,f,0,0,2687224.82705764,2687228.9599216,2687231.4514663,2687235.36391311,Return,OK,1,0,0,,,0,0,NaN,NaN,bag,4.12025058921427,1,NO RESPONSE,NaN,1
56,283048164,7,2686983.96839804,2687090.09406242,2686987.88086054,2687094.00650652,OK,OK,1,5,NO RESPONSE,NO RESPONSE,NaN,NaN,141,155,1,Binocular,2,85,25,Binocular,nogo,purse,foot stool,z,z,1,1,2687237.65532239,2687240.47707339,2687243.02858008,2687246.94107096,Return,OK,6,1,1,,,0,0,NaN,NaN,seat,2.8117450568825,1,NO RESPONSE,NaN,1
56,283048164,8,2686991.24294169,2687096.02773548,2686994.45492739,2687100.44045487,OK,OK,3,2,j,j,3.10930134681985,4.3543134694919,56,99,1,CFS,9,61,121,Not Studied,go,clothes pin,glass,j,j,1,0,2687248.73215243,2687253.72523599,2687256.34686244,2687257.35750258,Return,Return,8,0.846481724890614,0.882496902584595,2,2,1.94014792569098,3.88828307097172,2.07690664456404,2.05731799562274,wine glass,4.97462020395324,1,Return,0.903827601112425,1
56,283048164,9,2687001.66939253,2687106.46418442,2687005.58180976,2687110.37660044,OK,OK,2,0,NO RESPONSE,NO RESPONSE,NaN,NaN,153,8,1,Binocular,3,56,99,CFS,go,knife,clothes pin,z,z,1,1,2687259.78899805,2687261.27990553,2687263.65138015,2687264.96219307,Return,Return,0,1,1,,,0,0,NaN,NaN,NO RESPONSE,1.4617427024059,1,Return,1.29518732009456,1
56,283048164,10,2687007.48298676,2687112.34783321,2687012.29595736,2687118.96191325,OK,OK,0,0,f,f,4.76488847006112,6.53785854531452,143,128,1,Not Studied,10,143,128,CFS,go,high heel,high heel,f,f,0,0,2687266.73324666,2687268.9246382,2687272.63693873,2687274.24794858,Return,Return,7,0,0,,,0,0,NaN,NaN,NO RESPONSE,2.16527913277969,1,Return,1.53354139300063,1
56,283048164,11,2687017.38910908,2687122.09384388,2687022.7023939,2687128.00751532,OK,OK,0,0,f,f,5.21056606573984,5.86360401008278,184,181,1,Not Studied,11,184,181,Not Studied,nogo,mailbox,mailbox,f,f,0,0,2687276.54935928,2687277.94022124,2687280.64188736,2687284.55430942,Return,OK,8,0,0,,,0,0,NaN,NaN,NO RESPONSE,1.37293952750042,1,NO RESPONSE,NaN,1
56,283048164,12,2687025.19363825,2687131.53970561,2687029.10639839,2687135.45210654,OK,OK,0,10,NO RESPONSE,NO RESPONSE,NaN,NaN,85,25,1,Binocular,7,50,80,Binocular,go,foot stool,dresser,z,z,1,1,2687286.41547021,2687287.60619796,2687289.98766825,2687290.89826499,Return,Return,3,1,1,,,0,0,NaN,NaN,NO RESPONSE,1.17064614174888,1,Return,0.806419401895255,1
56,283048164,13,2687308.31901346,2687450.80710462,2687312.23142224,2687454.71952819,OK,OK,8,8,NO RESPONSE,NO RESPONSE,NaN,NaN,69,30,2,Binocular,16,147,146,Binocular,go,umbrella,hole punch,z,z,1,1,2687605.54274953,2687616.01926116,2687620.45196889,2687621.66273327,Return,Return,1,1,1,,,0,0,NaN,NaN,NO RESPONSE,10.4525898080319,1,Return,1.1273861755617,1
56,283048164,14,2687324.51903839,2687457.14101832,2687326.73035035,2687459.65257882,OK,OK,1,4,j,j,2.19427788676694,2.45768575044349,110,102,2,CFS,22,45,165,CFS,go,lazy chair,cutting board,j,j,1,0,2687623.48384766,2687625.75524114,2687628.69707942,2687630.40812876,Return,Return,6,1,1,1,0,2.40434060049148,3.74723364821776,2,2,ring,2.25525743514299,1,Return,1.63409101311117,1
56,283048164,15,2687331.07308128,2687466.27636355,2687335.1855814,2687470.08902866,OK,OK,0,0,f,f,4.0640557683073,3.7140829958953,177,179,2,Not Studied,17,107,64,Binocular,go,paper towel,ring,f,f,0,0,2687633.06976871,2687635.68138046,2687638.55316056,2687639.86398888,Return,Return,2,0,0,,,0,0,NaN,NaN,ring,2.59718210902065,1,Return,1.2496785223484,1
