subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,tType_study,correctDirection,eyes_1,eyes_2,eyePresent,RoboRT
37,14126439,1,2333048.26710923,2333060.99489553,OK,8,LeftArrow,12.7023086179979,1,\LEFT,0,1,right,3
37,14126439,2,2333064.61712242,2333069.93036899,OK,7,LeftArrow,5.26379287755117,1,\LEFT,0,1,right,3
37,14126439,3,2333072.66206627,2333077.07453958,OK,4,RightArrow,4.34639046806842,3,\RIGHT,0,1,right,3
37,14126439,4,2333079.97655372,2333083.58877843,OK,6,LeftArrow,3.55150320986286,2,\LEFT,1,0,left,3
37,14126439,5,2333086.01029678,2333092.52435603,OK,4,RightArrow,6.4211470768787,3,\RIGHT,0,1,right,3
37,14126439,6,2333094.68563148,2333098.19779938,OK,1,LeftArrow,3.4654887537472,2,\LEFT,1,0,left,3
37,14126439,7,2333100.54921614,2333102.76056316,OK,4,RightArrow,2.13757833605632,4,\RIGHT,1,0,left,3
37,14126439,8,2333104.83185521,2333108.94436878,OK,3,RightArrow,4.10241359844804,3,\RIGHT,0,1,right,3
37,14126439,9,2333111.16573337,2333113.17698729,OK,4,RightArrow,1.98437357600778,4,\RIGHT,1,0,left,3
37,14126439,10,2333115.62852304,2333117.73979453,OK,7,RightArrow,2.08928432362154,4,\RIGHT,1,0,left,3
37,14126439,11,2333124.94423476,2333127.055547,OK,0,RightArrow,2.06092464225367,3,\RIGHT,0,1,right,3
37,14126439,12,2333130.62775123,2333134.84033821,OK,10,LeftArrow,4.14495538454503,2,\LEFT,1,0,left,3
37,14126439,13,2333138.62265309,2333141.33430949,OK,9,LeftArrow,2.62963352026418,2,\LEFT,1,0,left,3
37,14126439,14,2333143.75580188,2333146.26733591,OK,4,LeftArrow,2.46414404176176,1,\LEFT,0,1,right,3
37,14126439,15,2333148.78891046,2333152.90143852,OK,6,RightArrow,4.07062528049573,3,\RIGHT,0,1,right,3
37,14126439,16,2333155.27293239,2333159.78565659,OK,4,LeftArrow,4.49813732551411,2,\LEFT,1,0,left,3
37,14126439,17,2333161.73685609,2333165.9494479,OK,0,LeftArrow,4.12981432443485,1,\LEFT,0,1,right,3
37,14126439,18,2333168.82123153,2333172.33340638,OK,2,LeftArrow,3.48502404801548,2,\LEFT,1,0,left,3
37,14126439,19,2333174.68485333,2333178.39708927,OK,7,RightArrow,3.70094579597935,3,\RIGHT,0,1,right,3
37,14126439,20,2333181.2488625,2333184.6609573,OK,10,RightArrow,3.3926053843461,3,\RIGHT,0,1,right,3
37,14126439,21,2333190.20437111,2333194.61711668,OK,1,RightArrow,4.38848914764822,3,\RIGHT,0,1,right,3
37,14126439,22,2333197.10861467,2333199.92037707,OK,5,LeftArrow,2.70782450120896,1,\LEFT,0,1,right,3
37,14126439,23,2333202.39186526,2333204.80334853,OK,5,LeftArrow,2.38429926149547,2,\LEFT,1,0,left,3
37,14126439,24,2333207.63511198,2333210.74703665,OK,4,RightArrow,3.04470751062036,3,\RIGHT,0,1,right,3
37,14126439,25,2333213.90896891,2333216.92081022,OK,9,LeftArrow,2.96234505623579,1,\LEFT,0,1,right,3
37,14126439,26,2333220.08274278,2333223.39480431,OK,10,LeftArrow,3.20422864239663,1,\LEFT,0,1,right,3
37,14126439,27,2333226.75680913,2333229.86878543,OK,10,LeftArrow,3.03376116557047,1,\LEFT,0,1,right,3
37,14126439,28,2333232.23024119,2333235.04193448,OK,4,RightArrow,2.79988397145644,4,\RIGHT,1,0,left,3
37,14126439,29,2333237.76363984,2333240.67540442,OK,7,LeftArrow,2.85022146254778,2,\LEFT,1,0,left,3
37,14126439,30,2333242.6266175,2333245.33830016,OK,0,RightArrow,2.60295872762799,4,\RIGHT,1,0,left,3
37,14126439,31,2333251.17188403,2333254.28378546,OK,7,RightArrow,3.07308469898999,4,\RIGHT,1,0,left,3
37,14126439,32,2333257.69589052,2333265.51068948,OK,10,RightArrow,7.78034958289936,3,\RIGHT,0,1,right,3
37,14126439,33,2333267.86215665,2333269.57320393,OK,4,RightArrow,1.6858222419396,4,\RIGHT,1,0,left,3
37,14126439,34,2333271.80456315,2333273.81581103,OK,0,RightArrow,1.94316050410271,4,\RIGHT,1,0,left,3
37,14126439,35,2333275.60690261,2333277.5181109,OK,0,RightArrow,1.90049405721948,4,\RIGHT,1,0,left,3
37,14126439,36,2333279.73944107,2333282.45109958,OK,4,LeftArrow,2.65570100396872,2,\LEFT,1,0,left,3
37,14126439,37,2333284.85258671,2333287.66429448,OK,7,LeftArrow,2.75019302871078,2,\LEFT,1,0,left,3
37,14126439,38,2333290.68621947,2333292.99763264,OK,12,LeftArrow,2.22025772603229,1,\LEFT,0,1,right,3
37,14126439,39,2333295.31902747,2333297.33032305,OK,4,RightArrow,1.96316667366773,4,\RIGHT,1,0,left,3
37,14126439,40,2333299.3014611,2333303.01376134,OK,2,LeftArrow,3.68435709504411,1,\LEFT,0,1,right,3
