subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,item,tType_study,eyes_1,eyes_2,transparency,pas,RoboRT,meanRoboRT,roboBCFS
1,1092338906,1,1815210.0244081,1815213.64966239,OK,1,j,3.61302519566379,3,CFS,0,1,0.5,2@,3.47920669892898,2.34671662001737,j
1,1092338906,2,1815216.01649249,1815218.33332111,OK,6,j,2.30478109046817,18,CFS,0,1,0.727495707309101,2@,1.70565381232714,2.15022107250873,j
1,1092338906,3,1815220.3834675,1815223.80036922,OK,3,j,3.4049880404491,7,CFS,0,1,0.626161358095932,2@,3.09023494666828,2.22617721685257,j
1,1092338906,4,1815225.94219072,1815227.85898904,OK,4,j,1.90468498272821,15,CFS,0,1,0.709533774296629,2@,1.51194049565329,2.16264425926926,j
1,1092338906,5,1815229.80912618,1815233.62606017,OK,2,j,3.80483316793107,6,CFS,0,1,0.637443242234078,2@,3.57745191932913,2.21695456449497,j
1,1092338906,6,1815235.46785667,1815235.58452122,OK,1,f,0.104661956429482,11,CATCH,0,0,0,,0,NaN,f
1,1092338906,7,1815238.19304864,1815241.60996072,OK,10,j,3.40500161447562,14,CFS,0,1,0.70009444073533,2@,2.51108568009712,2.16933796455339,j
1,1092338906,8,1815244.26013374,1815246.97698813,OK,9,j,2.70506131509319,10,CFS,0,1,0.768903321071731,2@,1.85379986709178,2.12304192407034,j
1,1092338906,9,1815248.82712226,1815250.74392153,OK,1,j,1.90462338761427,2,CFS,0,1,0.707425205941983,2@,1.81158498738925,2.16412942599438,j
1,1092338906,10,1815252.59404712,1815252.71072687,OK,1,f,0.104596894932911,1,CATCH,0,0,0,,0,NaN,f
1,1092338906,11,1815254.9858808,1815257.80274595,OK,4,j,2.80468554701656,8,CFS,0,1,0.65086260949492,2@,2.37597793764873,2.20625706298168,j
1,1092338906,12,1815259.55286615,1815262.5697404,OK,0,j,3.0047633186914,13,CFS,0,1,0.598822508556868,2@,2.93162203239592,2.24945116617671,j
1,1092338906,13,1815264.41987044,1815264.53654445,OK,1,f,0.104507081676275,20,CATCH,0,0,0,,0,NaN,f
1,1092338906,14,1815267.0450613,1815269.86192309,OK,9,j,2.80479120230302,9,CFS,0,1,0.645461291166424,2@,1.9580772558333,2.21052804213861,j
1,1092338906,15,1815271.71204652,1815271.8287156,OK,1,f,0.104498191503808,12,CATCH,0,0,0,,0,NaN,f
1,1092338906,16,1815274.23723315,1815276.05401708,OK,8,j,1.80473881820217,4,CFS,0,1,0.602919339896527,2@,1.12465456616896,2.24587640059343,j
1,1092338906,17,1815278.49585514,1815282.01276549,OK,7,j,3.50485963071696,5,CFS,0,1,0.563181302110861,2@,2.86531538082758,2.2819552390022,j
1,1092338906,18,1815284.66295234,1815289.87998167,OK,9,j,5.20501906122081,19,CFS,0,1,0.599503375463156,2@,4.4239552171766,2.24885486401825,j
1,1092338906,19,1815291.63010561,1815293.74691551,OK,0,j,2.10496335430071,16,CFS,0,1,0.638168021283083,2@,2.04772730650549,2.21636933883529,j
1,1092338906,20,1815296.19708779,1815299.91400816,OK,7,j,3.70479147392325,17,CFS,0,1,0.602392542778552,2@,3.03591764295816,2.24633429534989,j
