subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,list,tType_study,trial_test,item_test,pair_test,tType_test,gonogo_answer,name,name_test,roboBCFS_1,roboBCFS_2,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,meanRoboRT_1,meanRoboRT_2,response_cue,rt_cue,RoboRT_cue,response_noise,rt_noise,RoboRT_noise
55,282825837,1,755934.123948023,756099.688203098,755938.036414907,756106.002212242,OK,OK,5,10,j,j,3.8506028954871,6.24593373411335,203,201,1,CFS,9,208,202,CFS,nogo,bowling pin,hockey stick,j,j,1,0,756284.164085014,756287.876410874,756296.842378753,756300.75484292,Return,OK,0,0.5,1,3#,3#,1.69118396337015,3.30393998202005,2.34671662001737,2,NO RESPONSE,3.69693162757903,1,NO RESPONSE,NaN,1
55,282825837,2,755951.79508103,756111.335591858,755955.707560289,756115.24801437,OK,OK,5,6,NO RESPONSE,NO RESPONSE,NaN,NaN,205,204,1,Binocular,2,205,204,Binocular,nogo,cheese grater,cheese grater,z,z,1,1,756304.917442541,756312.382164544,756315.694241561,756319.606719613,Return,OK,2,1,1,,,0,0,NaN,NaN,NO RESPONSE,7.4383399101207,1,NO RESPONSE,NaN,1
55,282825837,3,755961.991502082,756117.999768483,755973.208604833,756123.813430049,OK,OK,7,6,j,j,11.1732786907814,5.77341953292489,204,205,1,CFS,5,201,203,CFS,go,bowtie,bellow,j,j,1,0,756322.158314893,756326.951304722,756329.452902854,756330.963874264,Return,Return,2,1,1,3#,3#,1.02639368121539,3.16337427843854,2,2,NO RESPONSE,4.78073903790209,1,Return,1.47806578408927,1
55,282825837,4,755982.944700294,756128.11610934,755986.857169592,756132.028588599,OK,OK,3,2,NO RESPONSE,NO RESPONSE,NaN,NaN,206,207,1,Binocular,1,203,201,CFS,nogo,frame,bowling pin,z,z,1,1,756334.786264964,756341.240302765,756344.832597378,756348.745052792,Return,OK,8,1,1,,,0,0,NaN,NaN,bowling pin,6.43206842045765,1,NO RESPONSE,NaN,1
55,282825837,5,755990.859671306,756134.830364611,756002.777184178,756141.544540194,OK,OK,0,10,j,f,11.8476284882054,6.62999478704296,201,203,1,CFS,4,206,207,Binocular,nogo,bellow,frame,j,j,1,0,756351.066513952,756354.578710259,756358.100940286,756362.013420451,Return,OK,9,1,1,3#,,4.26659502085862,1.61716091880879,2,2,frame,3.49516877660062,1,NO RESPONSE,NaN,1
55,282825837,6,756009.631522137,756145.196884992,756027.052491919,756154.112510712,OK,OK,0,0,f,f,17.3225831279997,8.87887998810038,198,193,1,Not Studied,6,198,193,Not Studied,nogo,chest,chest,f,f,0,0,756364.134743908,756368.907743571,756372.249849604,756376.162313168,Return,OK,7,0,0,,,0,0,NaN,NaN,NO RESPONSE,4.76223154796753,1,NO RESPONSE,NaN,1
55,282825837,7,756032.836122658,756156.714158378,756036.748600709,756160.626610773,OK,OK,6,2,NO RESPONSE,NO RESPONSE,NaN,NaN,199,195,1,Binocular,11,200,196,Not Studied,go,scroll,tape,z,z,1,1,756378.073519233,756387.649579873,756389.750865473,756390.961680736,Return,Return,1,1,1,,,0,0,NaN,NaN,cassette,9.55851604428608,1,Return,1.1930065510096,1
55,282825837,8,756039.140095064,756162.597839253,756050.157045623,756170.012524868,OK,OK,0,0,f,f,10.9408541504527,7.3890901375562,197,194,1,Not Studied,12,202,208,Binocular,go,pipe,zip tie,f,f,0,0,756393.293103776,756396.365031366,756399.336616631,756400.747816509,Return,Return,3,0,0,,,0,0,NaN,NaN,NO RESPONSE,3.05849446216598,1,Return,1.36685694137122,1
55,282825837,9,756053.599199983,756175.235810064,756058.612371409,756179.548546015,OK,OK,6,10,j,f,4.9533310252009,4.20666334836278,208,202,1,CFS,7,199,195,Binocular,go,hockey stick,scroll,j,j,1,0,756402.659010803,756404.490127316,756407.071774855,756408.282540616,Return,Return,9,1,1,3#,,5.1567387942859,1.5408014201679,2,2,NO RESPONSE,1.80418777454179,1,Return,1.18330939183943,1
55,282825837,10,756062.684874925,756181.74989956,756077.804455815,756191.165844786,OK,OK,0,0,f,f,15.0826996292453,9.33199202280957,207,206,1,Not Studied,10,207,206,Not Studied,nogo,axe,axe,f,f,0,0,756409.893552503,756413.786004771,756415.897330127,756419.809800935,Return,OK,1,0,0,,,0,0,NaN,NaN, ,3.86516463221051,1,NO RESPONSE,NaN,1
55,282825837,11,756080.386068944,756193.277169236,756089.701951053,756202.893225904,OK,OK,0,0,f,f,9.22093199100345,9.58016667421907,200,196,1,Not Studied,8,197,194,Not Studied,go,tape,pipe,f,f,0,0,756422.161280547,756425.083111953,756427.484642442,756428.59534569,Return,Return,6,0,0,,,0,0,NaN,NaN,NO RESPONSE,2.90888032922521,1,Return,1.0574171676999,1
55,282825837,12,756092.473693218,756206.265350088,756096.386130521,756210.177805199,OK,OK,4,8,NO RESPONSE,NO RESPONSE,NaN,NaN,202,208,1,Binocular,3,204,205,CFS,nogo,zip tie,bowtie,z,z,1,1,756430.246368697,756435.639762277,756437.691077895,756441.603529988,Return,OK,2,1,1,,,0,0,NaN,NaN,scarf,5.37526128697209,1,NO RESPONSE,NaN,1
