subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,item,tType,eyes_1,eyes_2,transparency,pas,RoboRT,meanRoboRT
0,892095662,1,1533893.2697713,1533898.1868264,OK,8,Return,4.90577061357908,4,CFS,0,1,0.5,2@,4.15604329956369,2.34671662001737
0,892095662,2,1533899.71190066,1533902.72881998,OK,1,Return,3.00558262434788,3,CFS,0,1,0.727495707309101,2@,2.86448410483187,2.15022107250873
0,892095662,3,1533904.22056573,1533904.73727134,OK,5,Return,0.505502031883225,2,CATCH,0,0,0,2@,0,NaN
0,892095662,4,1533906.2373782,1533909.35428883,OK,6,Return,3.1056539202109,1,CFS,0,1,0.877527328480149,2@,2.59710349240717,2.05995856853313
0,892095662,5,1533910.85438602,1533913.77128143,OK,2,Return,2.90575612499379,5,CFS,0,1,1,2@,2.65690864049857,2
