subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,tType_study,correctDirection,eyes_1,eyes_2,eyePresent,RoboRT
4,231224687,1,12184371.8437134,12184385.7624264,OK,6,RightArrow,13.8594215549529,3,\RIGHT,0,1,right,3
4,231224687,2,12184389.7149076,12184394.5279208,OK,5,RightArrow,4.75571784190834,4,\RIGHT,1,0,left,3
4,231224687,3,12184397.4497611,12184405.4647962,OK,7,RightArrow,7.96435560286045,4,\RIGHT,1,0,left,3
4,231224687,4,12184408.2465475,12184421.4648764,OK,0,LeftArrow,13.1108306590468,1,\LEFT,0,1,right,3
4,231224687,5,12184425.7475556,12184435.0634136,OK,1,RightArrow,9.23321518115699,4,\RIGHT,1,0,left,3
4,231224687,6,12184437.474938,12184444.8895946,OK,5,RightArrow,7.32130033895373,3,\RIGHT,0,1,right,3
4,231224687,7,12184447.851486,12184452.1641812,OK,7,LeftArrow,4.28850901685655,2,\LEFT,1,0,left,3
4,231224687,8,12184454.2554466,12184459.6688872,OK,1,LeftArrow,5.38820357620716,1,\LEFT,0,1,right,3
4,231224687,9,12184461.5200652,12184463.9315815,OK,0,RightArrow,2.37937359884381,4,\RIGHT,1,0,left,3
4,231224687,10,12184466.3531046,12184469.2649247,OK,6,LeftArrow,2.89006854593754,1,\LEFT,0,1,right,3
4,231224687,11,12184477.0197973,12184480.2318394,OK,9,RightArrow,3.1428996603936,3,\RIGHT,0,1,right,3
4,231224687,12,12184482.1630767,12184484.5745703,OK,3,RightArrow,2.31938903406262,3,\RIGHT,0,1,right,3
4,231224687,13,12184486.4957752,12184490.6083538,OK,4,RightArrow,4.08239048346877,3,\RIGHT,0,1,right,3
4,231224687,14,12184493.1499659,12184500.064336,OK,9,LeftArrow,6.81977102346718,2,\LEFT,1,0,left,3
4,231224687,15,12184502.2857136,12184506.8986208,OK,5,LeftArrow,4.56367873772979,2,\LEFT,1,0,left,3
4,231224687,16,12184509.560263,12184516.4746702,OK,9,LeftArrow,6.84072324074805,2,\LEFT,1,0,left,3
4,231224687,17,12184518.6459669,12184524.1594838,OK,5,LeftArrow,5.48263902589679,2,\LEFT,1,0,left,3
4,231224687,18,12184526.2208011,12184533.1351473,OK,3,LeftArrow,6.8753947801888,1,\LEFT,0,1,right,3
4,231224687,19,12184535.6266951,12184543.3415547,OK,8,RightArrow,7.61297393590212,4,\RIGHT,1,0,left,3
4,231224687,20,12184546.5435711,12184550.3559704,OK,8,LeftArrow,3.78382930532098,2,\LEFT,1,0,left,3
4,231224687,21,12184555.909453,12184558.8213038,OK,7,RightArrow,2.88150962814689,3,\RIGHT,0,1,right,3
4,231224687,22,12184561.3328753,12184564.2447041,OK,8,LeftArrow,2.86587085388601,2,\LEFT,1,0,left,3
4,231224687,23,12184566.596193,12184570.7087846,OK,7,LeftArrow,4.0342386867851,1,\LEFT,0,1,right,3
4,231224687,24,12184572.7300568,12184575.2416199,OK,4,RightArrow,2.49218740314245,3,\RIGHT,0,1,right,3
4,231224687,25,12184577.6931748,12184583.3067232,OK,8,RightArrow,5.568668294698,4,\RIGHT,1,0,left,3
4,231224687,26,12184585.7782819,12184588.4899806,OK,5,RightArrow,2.64332753047347,4,\RIGHT,1,0,left,3
4,231224687,27,12184590.9915413,12184593.6031983,OK,8,LeftArrow,2.57379066571593,1,\LEFT,0,1,right,3
4,231224687,28,12184596.2448578,12184602.3587178,OK,8,LeftArrow,6.08810568600893,2,\LEFT,1,0,left,3
4,231224687,29,12184604.5801096,12184612.9954083,OK,4,RightArrow,8.32834095880389,4,\RIGHT,1,0,left,3
4,231224687,30,12184615.5870367,12184623.6020992,OK,10,LeftArrow,7.92091838084161,2,\LEFT,1,0,left,3
4,231224687,31,12184631.0167408,12184638.7315965,OK,9,LeftArrow,7.62651124410331,1,\LEFT,0,1,right,3
4,231224687,32,12184641.1831581,12184645.3958253,OK,8,RightArrow,4.10778621584177,3,\RIGHT,0,1,right,3
4,231224687,33,12184648.1875745,12184650.8992776,OK,10,LeftArrow,2.60711022466421,1,\LEFT,0,1,right,3
4,231224687,34,12184653.4508843,12184663.0668749,OK,10,LeftArrow,9.59121940471232,2,\LEFT,1,0,left,3
4,231224687,35,12184665.4084096,12184672.0225774,OK,5,RightArrow,6.50527948327363,4,\RIGHT,1,0,left,3
4,231224687,36,12184674.3840652,12184677.7961954,OK,7,RightArrow,3.33728050626814,3,\RIGHT,0,1,right,3
4,231224687,37,12184680.4979117,12184684.2102572,OK,10,RightArrow,3.63921997509897,3,\RIGHT,0,1,right,3
4,231224687,38,12184687.9225846,12184693.6361764,OK,10,LeftArrow,5.65407726541162,1,\LEFT,0,1,right,3
4,231224687,39,12184696.0674085,12184699.9801848,OK,0,LeftArrow,3.87695835530758,1,\LEFT,0,1,right,3
4,231224687,40,12184701.9110986,12184706.1240586,OK,1,RightArrow,4.10500075481832,4,\RIGHT,1,0,left,3
