subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,item,tType_study,eyes_1,eyes_2,transparency,pas,RoboRT,meanRoboRT,roboBCFS
14,1496340987,1,2211550.63764561,2211580.4663394,OK,1,NO RESPONSE,NaN,12,CATCH,0,0,0,,0,NaN,f
14,1496340987,2,2211588.22118759,2211600.33877835,OK,1,f,12.0825946386904,11,CATCH,0,0,0,,0,NaN,f
14,1496340987,3,2211605.14179525,2211609.55453058,OK,4,j,4.38561470620334,2,CFS,0,1,0.5,2@,0.925757639470594,2.34671662001737,j
14,1496340987,4,2211617.70967983,2211627.92606867,OK,5,f,10.1287080748007,5,CFS,0,1,1,,1.81259438363431,2,j
14,1496340987,5,2211633.13933972,2211645.65718506,OK,6,j,12.4181281332858,15,CFS,0,1,1,2@,1.8502854720397,2,j
14,1496340987,6,2211654.10246099,2211664.01868643,OK,9,j,9.81400019768626,6,CFS,0,1,1,3#,1.45440566246486,2,j
14,1496340987,7,2211670.29261058,2211675.7059964,OK,12,j,5.31921384623274,14,CFS,0,1,1,3#,2.45460528179094,2,j
14,1496340987,8,2211682.62037122,2211691.03561219,OK,3,j,8.35873736254871,18,CFS,0,1,1,2@,1.44220096288026,2,j
14,1496340987,9,2211695.80862159,2211698.52030267,OK,1,j,2.65001196833327,8,CFS,0,1,1,2@,2.8573977765081,2,j
14,1496340987,10,2211703.77360978,2211709.28700498,OK,6,j,5.41249295603484,17,CFS,0,1,0.90483741803596,2@,3.1577362969939,2.04568180093028,j
14,1496340987,11,2211719.62351314,2211722.53533373,OK,9,j,2.81787077896297,19,CFS,0,1,1,2@,4.88158465840982,2,j
14,1496340987,12,2211726.45780046,2211728.36900408,OK,1,j,1.89523079060018,13,CFS,0,1,0.931062779704023,2@,1.48703901884832,2.03248971804528,j
14,1496340987,13,2211732.93184933,2211737.64481085,OK,9,j,4.68477626657113,7,CFS,0,1,0.866877899750182,3#,3.30964091490071,2.06568315727633,j
14,1496340987,14,2211742.78804409,2211745.69985714,OK,5,j,2.90005792398006,3,CFS,0,1,1,2@,1.55110474527013,2,j
14,1496340987,15,2211750.12263039,2211755.93627139,OK,6,j,5.77302932552993,10,CFS,0,1,0.945959468906766,3#,3.30006668466189,2.02520949557939,j
14,1496340987,16,2211759.95879097,2211762.27031175,OK,0,j,2.20845659961924,16,CFS,0,1,1,2@,3.03825179291215,2,j
14,1496340987,17,2211766.60295798,2211773.11704985,OK,6,j,6.45178435230628,9,CFS,0,1,0.955563036268284,2@,1.03971244788218,2.02059464435333,j
14,1496340987,18,2211777.43972889,2211790.05766843,OK,1,f,12.5421023447998,1,CATCH,0,0,0,,0,NaN,f
14,1496340987,19,2211792.77935271,2211794.89070369,OK,1,j,2.09813008923084,20,CFS,0,1,1,2@,1.67540447238536,2,j
14,1496340987,20,2211801.3647248,2211813.38226089,OK,1,f,11.9438906055875,4,CATCH,0,0,0,,0,NaN,f
