subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,tType_study,correctDirection,eyes_1,eyes_2,eyePresent,RoboRT
33,1870210846,1,5950207.57459223,5950228.80787301,OK,12,LeftArrow,21.1340088052675,1,\LEFT,0,1,right,3
33,1870210846,2,5950233.34075575,5950243.75729134,OK,2,LeftArrow,10.3750932328403,1,\LEFT,0,1,right,3
33,1870210846,3,5950247.56965945,5950276.49779939,OK,10,NO RESPONSE,NaN,2,\LEFT,1,0,left,3
33,1870210846,4,5950277.80860197,5950281.72106338,OK,1,RightArrow,3.80926935188472,4,\RIGHT,1,0,left,3
33,1870210846,5,5950284.29234013,5950287.3045296,OK,4,RightArrow,2.94122922234237,3,\RIGHT,0,1,right,3
33,1870210846,6,5950290.01624026,5950293.82865999,OK,8,RightArrow,3.71300045121461,3,\RIGHT,0,1,right,3
33,1870210846,7,5950295.74988703,5950299.76237776,OK,1,LeftArrow,3.98701696563512,1,\LEFT,0,1,right,3
33,1870210846,8,5950302.66420239,5950304.47532599,OK,11,RightArrow,1.70446663815528,4,\RIGHT,1,0,left,3
33,1870210846,9,5950306.79677048,5950313.31085329,OK,6,LeftArrow,6.4914159309119,2,\LEFT,1,0,left,3
33,1870210846,10,5950316.34275186,5950318.65417745,OK,12,RightArrow,2.20918163564056,4,\RIGHT,1,0,left,3
33,1870210846,11,5950328.38030311,5950331.59231486,OK,11,RightArrow,3.16294293384999,4,\RIGHT,1,0,left,3
33,1870210846,12,5950334.42406606,5950336.23524067,OK,8,RightArrow,1.78285413701087,3,\RIGHT,0,1,right,3
33,1870210846,13,5950339.09703016,5950341.50851495,OK,11,LeftArrow,2.37361237220466,1,\LEFT,0,1,right,3
33,1870210846,14,5950343.58983791,5950346.70181039,OK,3,RightArrow,3.00845895428211,3,\RIGHT,0,1,right,3
33,1870210846,15,5950349.25337925,5950354.86689281,OK,9,RightArrow,5.50452996604145,3,\RIGHT,0,1,right,3
33,1870210846,16,5950373.90880152,5950380.62303924,OK,0,LeftArrow,6.70374582801014,2,\LEFT,1,0,left,3
33,1870210846,17,5950383.65494988,5950386.96699728,OK,6,LeftArrow,3.30126060266048,1,\LEFT,0,1,right,3
33,1870210846,18,5950405.66871651,5950407.07963413,OK,4,LeftArrow,1.35047792922705,1,\LEFT,0,1,right,3
33,1870210846,19,5950408.91076473,5950411.32227487,OK,0,LeftArrow,2.30827280599624,2,\LEFT,1,0,left,3
33,1870210846,20,5950414.52428312,5950416.03524665,OK,12,RightArrow,1.47845251578838,4,\RIGHT,1,0,left,3
33,1870210846,21,5950423.28978348,5950424.50049759,OK,5,RightArrow,1.19244332611561,4,\RIGHT,1,0,left,3
33,1870210846,22,5950426.55181366,5950427.96268359,OK,3,RightArrow,1.35434096492827,4,\RIGHT,1,0,left,3
33,1870210846,23,5950430.65440263,5950434.36672363,OK,11,RightArrow,3.61139278486371,3,\RIGHT,0,1,right,3
33,1870210846,24,5950437.27853395,5950438.48928036,OK,0,RightArrow,1.13903123512864,4,\RIGHT,1,0,left,3
33,1870210846,25,5950440.74068584,5950442.55179857,OK,6,RightArrow,1.76465277466923,3,\RIGHT,0,1,right,3
33,1870210846,26,5950445.12345594,5950450.53685474,OK,9,LeftArrow,5.38947562873363,2,\LEFT,1,0,left,3
33,1870210846,27,5950453.24855272,5950455.86019694,OK,9,LeftArrow,2.56010418571532,2,\LEFT,1,0,left,3
33,1870210846,28,5950458.90207728,5950461.41364601,OK,10,LeftArrow,2.40226789563894,1,\LEFT,0,1,right,3
33,1870210846,29,5950463.83517264,5950466.74698689,OK,4,LeftArrow,2.85286810342222,1,\LEFT,0,1,right,3
33,1870210846,30,5950469.44867382,5950471.05966273,OK,8,RightArrow,1.51110630203038,4,\RIGHT,1,0,left,3
33,1870210846,31,5950498.53691541,5950499.74769774,OK,2,RightArrow,1.12539923004806,4,\RIGHT,1,0,left,3
33,1870210846,32,5950502.31929655,5950504.13040325,OK,10,RightArrow,1.74280359502882,3,\RIGHT,0,1,right,3
33,1870210846,33,5950506.13167704,5950514.7470859,OK,5,LeftArrow,8.52989415079355,2,\LEFT,1,0,left,3
33,1870210846,34,5950516.68825837,5950519.09981379,OK,2,LeftArrow,2.33300854638219,1,\LEFT,0,1,right,3
33,1870210846,35,5950521.29117319,5950524.50319731,OK,6,LeftArrow,3.20175982639194,2,\LEFT,1,0,left,3
33,1870210846,36,5950526.28428715,5950529.19613944,OK,1,RightArrow,2.84847532678396,3,\RIGHT,0,1,right,3
33,1870210846,37,5950531.24739484,5950533.85906502,OK,4,LeftArrow,2.55714095570147,2,\LEFT,1,0,left,3
33,1870210846,38,5950535.74023699,5950538.0516644,OK,2,LeftArrow,2.26407036185265,1,\LEFT,0,1,right,3
33,1870210846,39,5950540.4231409,5950542.93471929,OK,7,LeftArrow,2.49283913802356,2,\LEFT,1,0,left,3
33,1870210846,40,5950545.10612239,5950547.51758695,OK,5,RightArrow,2.32165035326034,3,\RIGHT,0,1,right,3
