subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,tType_study,correctDirection,eyes_1,eyes_2,eyePresent,RoboRT
3,231069807,1,238334.235143886,238363.163392575,OK,10,NO RESPONSE,NaN,3,\RIGHT,0,1,right,3
3,231069807,2,238364.984514609,238394.313014858,OK,6,NO RESPONSE,NaN,4,\RIGHT,1,0,left,3
3,231069807,3,238396.324253553,238407.841493736,OK,8,RightArrow,11.4211361004272,3,\RIGHT,0,1,right,3
3,231069807,4,238411.27364939,238440.301941877,OK,9,NO RESPONSE,NaN,4,\RIGHT,1,0,left,3
3,231069807,5,238441.612764415,238451.629106751,OK,1,LeftArrow,9.97043281036895,1,\LEFT,0,1,right,3
3,231069807,6,238454.080617786,238484.009469264,OK,0,NO RESPONSE,NaN,2,\LEFT,1,0,left,3
3,231069807,7,238485.72057898,238515.149103407,OK,5,NO RESPONSE,NaN,2,\LEFT,1,0,left,3
3,231069807,8,238516.660031954,238527.777038989,OK,3,RightArrow,11.0153791403282,3,\RIGHT,0,1,right,3
3,231069807,9,238530.648863287,238546.769002294,OK,4,LeftArrow,16.0576115576259,1,\LEFT,0,1,right,3
3,231069807,10,238549.200547914,238552.112399632,OK,1,RightArrow,2.89756496442715,3,\RIGHT,0,1,right,3
3,231069807,11,238558.716548106,238561.528300486,OK,9,RightArrow,2.78912980022142,3,\RIGHT,0,1,right,3
3,231069807,12,238564.520197988,238586.644104054,OK,9,LeftArrow,22.1043076987262,2,\LEFT,1,0,left,3
3,231069807,13,238589.365522775,238591.377134554,OK,4,RightArrow,1.90671849594219,3,\RIGHT,0,1,right,3
3,231069807,14,238594.128778492,238623.157112332,OK,9,NO RESPONSE,NaN,4,\RIGHT,1,0,left,3
3,231069807,15,238625.368506237,238654.296750096,OK,10,NO RESPONSE,NaN,4,\RIGHT,1,0,left,3
3,231069807,16,238655.507494426,238669.226124073,OK,0,LeftArrow,13.6648862683214,2,\LEFT,1,0,left,3
3,231069807,17,238671.717726519,238682.03422802,OK,3,LeftArrow,10.2460097997973,2,\LEFT,1,0,left,3
3,231069807,18,238683.97541692,238696.993567324,OK,0,LeftArrow,12.9315388286195,2,\LEFT,1,0,left,3
3,231069807,19,238699.675310579,238703.687861406,OK,9,RightArrow,3.98332653674879,3,\RIGHT,0,1,right,3
3,231069807,20,238706.029319373,238709.241341423,OK,4,RightArrow,3.1890125022328,4,\RIGHT,1,0,left,3
3,231069807,21,238714.464581945,238718.377076599,OK,9,LeftArrow,3.89725526867551,1,\LEFT,0,1,right,3
3,231069807,22,238721.018742026,238723.730466002,OK,9,LeftArrow,2.64678778205416,2,\LEFT,1,0,left,3
3,231069807,23,238726.362124875,238728.473470455,OK,6,RightArrow,2.08726235909853,3,\RIGHT,0,1,right,3
3,231069807,24,238731.115094226,238735.427854928,OK,9,LeftArrow,4.22995361505309,1,\LEFT,0,1,right,3
3,231069807,25,238737.429090391,238742.64235696,OK,3,RightArrow,5.19557950081071,3,\RIGHT,0,1,right,3
3,231069807,26,238744.783701371,238747.295324772,OK,4,LeftArrow,2.48073230666341,1,\LEFT,0,1,right,3
3,231069807,27,238749.276535054,238754.489840561,OK,3,LeftArrow,5.10756342799868,1,\LEFT,0,1,right,3
3,231069807,28,238756.44104839,238761.454228267,OK,3,RightArrow,4.92671107652131,4,\RIGHT,1,0,left,3
3,231069807,29,238763.325413554,238765.336643798,OK,2,RightArrow,1.98616088664858,3,\RIGHT,0,1,right,3
3,231069807,30,238767.668113926,238790.492486256,OK,6,LeftArrow,22.7382077913499,4,\RIGHT,1,0,left,3
3,231069807,31,238796.436261085,238799.448125209,OK,7,LeftArrow,2.97759716553264,1,\LEFT,0,1,right,3
3,231069807,32,238801.389382024,238809.104253668,OK,1,LeftArrow,7.67198210404604,1,\LEFT,0,1,right,3
3,231069807,33,238810.895334914,238840.824227142,OK,0,NO RESPONSE,NaN,2,\LEFT,1,0,left,3
3,231069807,34,238842.435238123,238846.747955963,OK,4,LeftArrow,4.23229444399476,1,\LEFT,0,1,right,3
3,231069807,35,238849.249556812,238856.864314931,OK,7,RightArrow,7.51347161378362,4,\RIGHT,1,0,left,3
3,231069807,36,238859.606041059,238868.121441782,OK,7,LeftArrow,8.50036659403122,2,\LEFT,1,0,left,3
3,231069807,37,238870.823099439,238878.13770443,OK,6,RightArrow,7.25085988861974,4,\RIGHT,1,0,left,3
3,231069807,38,238880.128994011,238887.343502683,OK,3,RightArrow,7.12050062045455,4,\RIGHT,1,0,left,3
3,231069807,39,238890.135269425,238892.246601723,OK,10,LeftArrow,2.08998049760703,1,\LEFT,0,1,right,3
3,231069807,40,238894.147795802,238902.062768022,OK,2,LeftArrow,7.85294523366611,2,\LEFT,1,0,left,3
