subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,tType_study,correctDirection,eyes_1,eyes_2,eyePresent,RoboRT
45,23063316,1,10352311.4297406,10352326.9899391,OK,0,LeftArrow,15.5021693911403,2,\LEFT,1,0,left,3
45,23063316,2,10352330.9925579,10352333.0038468,OK,6,LeftArrow,1.97902840748429,2,\LEFT,1,0,left,3
45,23063316,3,10352335.7556568,10352339.2680037,OK,4,LeftArrow,3.45569635182619,2,\LEFT,1,0,left,3
45,23063316,4,10352342.3900363,10352344.9016644,OK,1,LeftArrow,2.42911187000573,2,\LEFT,1,0,left,3
45,23063316,5,10352347.8135615,10352350.1250979,OK,6,LeftArrow,2.26132644712925,2,\LEFT,1,0,left,3
45,23063316,6,10352355.6186658,10352357.6299821,OK,11,RightArrow,1.99192914925516,4,\RIGHT,1,0,left,3
45,23063316,7,10352360.6319381,10352362.4431645,OK,12,LeftArrow,1.70640403777361,1,\LEFT,0,1,right,3
45,23063316,8,10352365.1549402,10352367.566508,OK,6,LeftArrow,2.39910290203989,1,\LEFT,0,1,right,3
45,23063316,9,10352369.5177983,10352370.8286374,OK,2,LeftArrow,1.21219713054597,1,\LEFT,0,1,right,3
45,23063316,10,10352372.5497729,10352373.8606237,OK,2,RightArrow,1.2679740767926,4,\RIGHT,1,0,left,3
45,23063316,11,10352377.4630059,10352378.6738028,OK,0,RightArrow,1.17063216306269,3,\RIGHT,0,1,right,3
45,23063316,12,10352381.2354628,10352384.5476403,OK,9,LeftArrow,3.22992625832558,1,\LEFT,0,1,right,3
45,23063316,13,10352386.5489518,10352387.559618,OK,5,RightArrow,0.964259820058942,2,\LEFT,1,0,left,3
45,23063316,14,10352389.1506346,10352390.3614152,OK,0,LeftArrow,1.1624626070261,4,\RIGHT,1,0,left,3
45,23063316,15,10352392.6629836,10352394.0738613,OK,7,RightArrow,1.32994467206299,3,\RIGHT,0,1,right,3
45,23063316,16,10352396.1752384,10352397.5861753,OK,1,RightArrow,1.36955154128373,4,\RIGHT,1,0,left,3
45,23063316,17,10352399.647544,10352400.758276,OK,5,LeftArrow,1.02510210126638,1,\LEFT,0,1,right,3
45,23063316,18,10352403.1698262,10352404.2805844,OK,9,RightArrow,1.05468032695353,3,\RIGHT,0,1,right,3
45,23063316,19,10352405.8916249,10352407.6027526,OK,2,RightArrow,1.66874107532203,3,\RIGHT,0,1,right,3
45,23063316,20,10352409.4639703,10352410.3745408,OK,5,LeftArrow,0.8322749491781,2,\LEFT,1,0,left,3
45,23063316,21,10352417.0989882,10352417.9095179,OK,12,RightArrow,0.788897071033716,3,\RIGHT,0,1,right,3
45,23063316,22,10352419.4004661,10352421.311741,OK,1,RightArrow,1.8152880705893,3,\RIGHT,0,1,right,3
45,23063316,23,10352424.0735323,10352425.0842272,OK,12,LeftArrow,0.942044910043478,2,\LEFT,1,0,left,3
45,23063316,24,10352427.6258878,10352428.5364885,OK,12,RightArrow,0.893508728593588,4,\RIGHT,1,0,left,3
45,23063316,25,10352430.617842,10352431.8286033,OK,7,RightArrow,1.17347679100931,4,\RIGHT,1,0,left,3
45,23063316,26,10352434.200192,10352435.5110622,OK,10,RightArrow,1.24694543518126,4,\RIGHT,1,0,left,3
45,23063316,27,10352437.8926204,10352440.0040273,OK,3,RightArrow,2.09029523842037,4,\RIGHT,1,0,left,3
45,23063316,28,10352442.4355923,10352443.7463918,OK,10,LeftArrow,1.20318572036922,1,\LEFT,0,1,right,3
45,23063316,29,10352445.5375984,10352446.748432,OK,4,RightArrow,1.17306718230248,3,\RIGHT,0,1,right,3
45,23063316,30,10352448.8397919,10352450.150666,OK,7,RightArrow,1.27070732414722,4,\RIGHT,1,0,left,3
45,23063316,31,10352455.2439952,10352455.7543284,OK,11,RightArrow,0.442239301279187,1,\LEFT,0,1,right,3
45,23063316,32,10352457.4654672,10352458.676242,OK,4,LeftArrow,1.10864919237792,1,\LEFT,0,1,right,3
45,23063316,33,10352462.0184774,10352463.4293826,OK,1,RightArrow,1.35543917492032,3,\RIGHT,0,1,right,3
45,23063316,34,10352464.9603805,10352466.1712114,OK,1,LeftArrow,1.18137890845537,1,\LEFT,0,1,right,3
45,23063316,35,10352468.8328877,10352469.143115,OK,12,RightArrow,0.26075866818428,2,\LEFT,1,0,left,3
45,23063316,36,10352471.1544431,10352472.2651627,OK,5,RightArrow,1.04303920082748,3,\RIGHT,0,1,right,3
45,23063316,37,10352474.6166968,10352475.6273512,OK,8,LeftArrow,0.996564652770758,2,\LEFT,1,0,left,3
45,23063316,38,10352477.6987467,10352478.5092701,OK,5,RightArrow,0.786491936072707,3,\RIGHT,0,1,right,3
45,23063316,39,10352481.2410292,10352481.5512389,OK,11,RightArrow,0.204030897468328,4,\RIGHT,1,0,left,3
45,23063316,40,10352484.2730394,10352484.5832123,OK,12,LeftArrow,0.259886022657156,1,\LEFT,0,1,right,3
