subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,name,list,tType_study,trial_test,item_test,pair_test,tType_test,name_test,roboBCFS_1,roboBCFS_2,gonogo_answer,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_cue,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,meanRoboRT_1,meanRoboRT_2,response_cue,rt_cue,RoboRT_cue,meanRoboRT_cue,response_noise,rt_noise,RoboRT_noise,meanRoboRT_noise
198,1109122621,1,1983038.74108386,1983090.18628112,1983038.85775068,1983090.30295771,OK,OK,0,0,f,f,0.104748361976817,0.104465888813138,124,100,magnifying glass,1,Not Studied,8,2,187,CFS,backpack,f,f,go,0,0,1983147.99027284,1983148.00694306,1983149.37370036,1983152.29057093,OK,OK,6,10,0,0,,,0,0,NaN,NaN,NO RESPONSE,0.00599935930222273,2,NaN,Return,2.90623965277337,2,NaN
198,1109122621,2,1983040.95789824,1983092.30309872,1983042.77469066,1983096.42005175,OK,OK,5,4,j,j,1.80469605210237,4.10490936948918,90,57,speakers,1,CFS,4,145,15,Not Studied,router,j,j,go,1,0,1983155.99916153,1983156.01582893,1983157.38259097,1983160.29945711,OK,OK,1,10,0.343644639395486,0.339375817125707,2@,2@,1.33806119428842,3.67052669007294,2.56660933584118,2.57437366987808,NO RESPONSE,0.00601270981132984,2,NaN,Return,2.90584298782051,2,NaN
198,1109122621,3,1983044.51647938,1983098.36185128,1983048.23339311,1983101.17870768,OK,OK,0,2,j,j,3.70486631756648,2.80482831504196,145,15,router,1,CFS,2,19,189,CFS,necklace,j,j,nogo,1,0,1983161.59121008,1983161.60787771,1983162.96630802,1983167.74164069,OK,OK,4,1,0.284891412365461,0.377756933442838,2@,2@,3.67594881580968,2.56108539024403,2.68618772539277,2.50875756710347,NO RESPONSE,0.00603606062941253,2,NaN,NO RESPONSE,NaN,2,NaN
198,1109122621,4,1983049.97518176,1983102.92049936,1983050.09185421,1983103.03716607,OK,OK,0,0,f,f,0.10462085925974,0.104648628970608,29,86,candlestick,1,Not Studied,12,90,57,Not Studied,speakers,f,f,go,0,0,1983169.0417261,1983169.05839896,1983170.42515417,1983172.84199003,OK,OK,5,4,0,0,,,0,0,NaN,NaN,NO RESPONSE,0.0059525731485337,2,NaN,Return,2.40584383625537,2,NaN
198,1109122621,5,1983051.70030183,1983104.63728051,1983051.81697444,1983104.753955,OK,OK,0,0,f,f,0.104632987407967,0.104509656317532,122,32,lure,1,Not Studied,7,62,123,CFS,watering pot,f,f,go,0,0,1983174.13374243,1983174.15041073,1983175.51717681,1983177.73399573,OK,OK,3,2,0,0,,,0,0,NaN,NaN,NO RESPONSE,0.0059898782055825,2,NaN,Return,2.20595234655775,2,NaN
198,1109122621,6,1983054.01713061,1983107.15412564,1983057.8340553,1983111.87111677,OK,OK,6,8,j,j,3.80490317288786,4.70491354400292,50,80,dresser,1,CFS,10,135,117,CFS,earring,j,j,go,1,0,1983179.02574638,1983179.04241581,1983180.43417783,1983182.75100963,OK,OK,6,3,0.330996598345417,0.343951601982852,2@,2@,3.26676920441453,3.94773410059348,2.58998996028992,2.56605585389944,NO RESPONSE,0.00594231020659208,2,NaN,Return,2.30585287651047,2,NaN
198,1109122621,7,1983060.17588439,1983113.71291075,1983064.19282948,1983118.22988734,OK,OK,6,1,NO RESPONSE,NO RESPONSE,NaN,NaN,135,117,earring,1,Binocular,6,122,32,Binocular,lure,z,z,go,1,1,1983184.04276475,1983184.05943135,1983185.42619345,1983187.64301216,OK,OK,4,2,1,1,,,0,0,NaN,NaN,NO RESPONSE,0.00595528958365321,2,NaN,Return,2.20593430520967,2,NaN
198,1109122621,8,1983066.45964935,1983120.1966866,1983070.27658156,1983124.31363406,OK,OK,8,5,NO RESPONSE,NO RESPONSE,NaN,NaN,28,137,candle,1,Binocular,9,124,100,Not Studied,magnifying glass,z,z,nogo,1,1,1983188.93476502,1983188.95143789,1983190.30986295,1983194.92684972,OK,ESCAPE,2,2,1,1,,,0,0,NaN,NaN,NO RESPONSE,0.00596754159778357,2,NaN,ESCAPE,4.51109354570508,2,NaN
198,1109122621,9,1983072.04337997,1983126.68046922,1983076.36033132,1983130.39738773,OK,OK,3,9,NO RESPONSE,NO RESPONSE,NaN,NaN,62,123,watering pot,1,Binocular,5,28,137,Binocular,candle,z,z,go,1,1,NaN,NaN,NaN,NaN,EMPTY,EMPTY,5,2,1,1,,,0,0,NaN,NaN,,NaN,2,NaN,,NaN,2,NaN
198,1109122621,10,1983077.92710598,1983132.26418331,1983082.44408388,1983136.48114059,OK,OK,1,4,NO RESPONSE,NO RESPONSE,NaN,NaN,19,189,necklace,1,Binocular,3,50,80,Not Studied,dresser,z,z,go,1,1,NaN,NaN,NaN,NaN,EMPTY,EMPTY,6,0,1,1,,,0,0,NaN,NaN,,NaN,2,NaN,,NaN,2,NaN
198,1109122621,11,1983083.91085622,1983137.94791229,1983084.02752433,1983138.06458929,OK,OK,0,0,f,f,0.104555126279593,0.104566333815455,2,187,backpack,1,Not Studied,1,74,58,Binocular,wheel,f,f,go,0,0,NaN,NaN,NaN,NaN,EMPTY,EMPTY,3,1,0,0,,,0,0,NaN,NaN,,NaN,2,NaN,,NaN,2,NaN
198,1109122621,12,1983086.12767362,1983140.66476682,1983088.44448966,1983144.0816692,OK,OK,5,10,j,j,2.30484676966444,3.40484186145477,74,58,wheel,1,CFS,11,29,86,Binocular,candlestick,j,j,nogo,1,0,NaN,NaN,NaN,NaN,EMPTY,EMPTY,2,4,0.384563182184285,0.373842389034476,2@,2@,1.80184340600579,2.49353012619202,2.49802513909362,2.51504475311228,,NaN,2,NaN,,NaN,2,NaN
