subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,item,pair,list,tType_study,trial_test,item_test,pair_test,tType_test,gonogo_answer,name,name_test,roboBCFS,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_noise,transparency,pas,RoboRT,response_cue,rt_cue,RoboRT_cue,response_noise,rt_noise,RoboRT_noise
6,231690444,1,244597.597744171,244608.714757847,OK,0,f,11.0705593147432,202,208,1,Not Studied,9,198,193,CFS,go,zip tie,chest,f,0,0,244835.127308795,244843.372532886,244850.717156631,244852.428213523,Return,Return,10,1,,0.1,draw,8.22524780943058,1,Return,1.62703667962342,1
6,231690444,2,244615.188803925,244619.801718359,OK,0,j,4.56698589073494,207,206,1,Not Studied,2,207,206,Not Studied,go,axe,axe,f,0,0,244855.059867265,244867.927987289,244870.599653056,244873.111257742,Return,Return,1,1,,0.1,knife,12.8514661799418,1,Return,2.45551564794732,1
6,231690444,3,244623.393981579,244628.30710136,OK,9,NO RESPONSE,NaN,206,207,1,Binocular,8,205,204,Binocular,nogo,frame,cheese grater,z,1,1,244875.332635864,244880.455873337,244884.298285294,244889.211364626,Return,OK,9,1,,0.1, ,5.10605026548728,1,NO RESPONSE,NaN,1
6,231690444,4,244632.509714515,244637.422818901,OK,4,NO RESPONSE,NaN,197,194,1,Binocular,10,199,195,CFS,nogo,pipe,scroll,z,1,1,244892.483380417,244895.005042668,244897.776786946,244902.68989103,Return,OK,2,1,,0.1,NO RESPONSE,2.4985971628048,1,NO RESPONSE,NaN,1
6,231690444,5,244643.49662821,244656.714957972,OK,3,j,13.1373023689957,201,203,1,CFS,4,197,194,Binocular,nogo,bellow,pipe,j,1,0,244905.701747608,244916.748724769,244920.180898232,244925.093959756,Return,OK,2,1,3,0.1,smoke,11.0311579270056,1,NO RESPONSE,NaN,1
6,231690444,6,244670.833851857,244678.448680005,OK,0,j,7.59893526241649,200,196,1,CFS,6,200,196,CFS,go,tape,tape,j,1,0,244927.355399406,244932.558677835,244935.140285228,244936.751308283,Return,Return,2,1,3,0.1,video tape,5.18472113346797,1,Return,1.51971563530969,1
6,231690444,7,244684.522500784,244694.73892317,OK,0,f,10.1654351783509,204,205,1,Not Studied,12,208,202,Binocular,go,bowtie,hockey stick,f,0,0,244939.042782082,244940.303546499,244942.855146609,244945.666931588,Return,Return,3,1,,0.1,NO RESPONSE,1.2489715294214,1,Return,2.7484078288544,1
6,231690444,8,244700.042248717,244704.955356725,OK,6,NO RESPONSE,NaN,205,204,1,Binocular,3,206,207,Binocular,nogo,cheese grater,frame,z,1,1,244948.038404385,244956.673853862,244958.515005302,244963.428132326,Return,OK,0,1,,0.1,photo frame,8.62049986582133,1,NO RESPONSE,NaN,1
6,231690444,9,244711.699613846,244720.415080432,OK,10,j,8.683084666176,198,193,1,CFS,7,204,205,Not Studied,go,chest,bowtie,j,1,0,244965.959733819,244967.970978551,244969.972240878,244971.383128645,Return,Return,1,1,3,0.1,NO RESPONSE,1.9866145637352,1,Return,1.31797119707335,1
6,231690444,10,244725.768449309,244732.682820248,OK,4,f,6.86169549662736,199,195,1,CFS,1,202,208,Not Studied,go,scroll,zip tie,j,1,0,244973.314325179,244976.566393967,244979.097986404,244980.408794152,Return,Return,7,1,,0.1,NO RESPONSE,3.23957863269607,1,Return,1.28780483975424,1
6,231690444,11,244737.075575722,244746.991850112,OK,0,f,9.84985401137965,203,201,1,Not Studied,5,201,203,CFS,go,bowling pin,bellow,f,0,0,244982.139907315,244990.27502008,244992.966740609,244993.9773578,Return,Return,7,1,,0.1,rope,8.10931806868757,1,Return,0.94641931654769,1
6,231690444,12,244750.634127384,244755.547219394,OK,2,NO RESPONSE,NaN,208,202,1,Binocular,11,203,201,Not Studied,nogo,hockey stick,bowling pin,z,1,1,244995.648390593,245000.231238279,245002.502730665,245007.415757778,Return,OK,3,1,,0.1,glass ,4.56033739328268,1,NO RESPONSE,NaN,1
