subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,tType_study,correctDirection,eyes_1,eyes_2,eyePresent,RoboRT
15,1496674527,1,3612668.52830393,3612698.08580071,OK,4,NO RESPONSE,NaN,4,\RIGHT,1,0,left,3
15,1496674527,2,3612699.98688849,3612729.21415782,OK,7,NO RESPONSE,NaN,3,\RIGHT,0,1,right,3
15,1496674527,3,3612730.82511361,3612760.35253706,OK,4,NO RESPONSE,NaN,4,\RIGHT,1,0,left,3
15,1496674527,4,3612761.96349648,3612791.4908997,OK,4,NO RESPONSE,NaN,4,\RIGHT,1,0,left,3
15,1496674527,5,3612793.50213525,3612807.7304903,OK,8,LeftArrow,14.2056775069796,1,\LEFT,0,1,right,3
15,1496674527,6,3612814.01416404,3612843.7416368,OK,2,NO RESPONSE,NaN,2,\LEFT,1,0,left,3
15,1496674527,7,3612845.25252372,3612853.36729452,OK,3,RightArrow,8.01247220020741,3,\RIGHT,0,1,right,3
15,1496674527,8,3612857.33962055,3612869.35665452,OK,3,RightArrow,11.9964406541549,3,\RIGHT,0,1,right,3
15,1496674527,9,3612873.16889086,3612902.79617491,OK,3,NO RESPONSE,NaN,2,\LEFT,1,0,left,3
15,1496674527,10,3612905.00745766,3612933.93429849,OK,10,NO RESPONSE,NaN,2,\LEFT,1,0,left,3
15,1496674527,11,3612950.00365201,3612978.73035387,OK,12,NO RESPONSE,NaN,4,\RIGHT,1,0,left,3
15,1496674527,12,3612980.441339,3613009.86840259,OK,5,NO RESPONSE,NaN,2,\LEFT,1,0,left,3
15,1496674527,13,3613011.97961133,3613041.00642988,OK,9,NO RESPONSE,NaN,2,\LEFT,1,0,left,3
15,1496674527,14,3613042.71743615,3613054.93455415,OK,5,LeftArrow,12.1432389328256,1,\LEFT,0,1,right,3
15,1496674527,15,3613069.04269344,3613097.96946514,OK,10,NO RESPONSE,NaN,2,\LEFT,1,0,left,3
15,1496674527,16,3613100.28080833,3613113.59850442,OK,11,RightArrow,13.2081722496077,3,\RIGHT,0,1,right,3
15,1496674527,17,3613119.21175212,3613122.9239063,OK,7,LeftArrow,3.70065572625026,1,\LEFT,0,1,right,3
15,1496674527,18,3613128.29703939,3613136.21161599,OK,11,RightArrow,7.80653752153739,3,\RIGHT,0,1,right,3
15,1496674527,19,3613140.31399307,3613148.42869053,OK,5,LeftArrow,8.04482355387881,2,\LEFT,1,0,left,3
15,1496674527,20,3613152.85124487,3613161.16607405,OK,7,RightArrow,8.29087543254718,3,\RIGHT,0,1,right,3
15,1496674527,21,3613190.0127828,3613195.52593958,OK,1,LeftArrow,5.42322563938797,1,\LEFT,0,1,right,3
15,1496674527,22,3613199.22809155,3613212.04550059,OK,8,RightArrow,12.7508720275946,2,\LEFT,1,0,left,3
15,1496674527,23,3613216.94829681,3613246.57556849,OK,3,NO RESPONSE,NaN,4,\RIGHT,1,0,left,3
15,1496674527,24,3613247.88627478,3613258.20222652,OK,1,LeftArrow,10.2738308971748,1,\LEFT,0,1,right,3
15,1496674527,25,3613261.5741788,3613273.19091854,OK,1,RightArrow,11.5850162152201,3,\RIGHT,0,1,right,3
15,1496674527,26,3613276.73293192,3613306.15996502,OK,5,NO RESPONSE,NaN,4,\RIGHT,1,0,left,3
15,1496674527,27,3613307.37065918,3613315.18520674,OK,0,LeftArrow,7.71390668395907,1,\LEFT,0,1,right,3
15,1496674527,28,3613319.63777736,3613324.95085223,OK,10,RightArrow,5.29414742300287,3,\RIGHT,0,1,right,3
15,1496674527,29,3613328.30277443,3613334.81655845,OK,0,RightArrow,6.45263039041311,3,\RIGHT,0,1,right,3
15,1496674527,30,3613338.64878592,3613354.06767104,OK,8,LeftArrow,15.3693796619773,2,\LEFT,1,0,left,3
15,1496674527,31,3613364.94395207,3613371.55776754,OK,11,LeftArrow,6.55318101448938,1,\LEFT,0,1,right,3
15,1496674527,32,3613374.42943759,3613379.2422088,OK,0,RightArrow,4.73926702607423,3,\RIGHT,0,1,right,3
15,1496674527,33,3613382.87431451,3613384.8854595,OK,8,LeftArrow,1.94999710191041,1,\LEFT,0,1,right,3
15,1496674527,34,3613387.89722961,3613407.91878883,OK,4,RightArrow,19.9176046974026,4,\RIGHT,1,0,left,3
15,1496674527,35,3613410.93054234,3613416.64383236,OK,0,LeftArrow,5.68378233676776,1,\LEFT,0,1,right,3
15,1496674527,36,3613419.89570711,3613432.91323279,OK,5,RightArrow,12.9656344400719,4,\RIGHT,1,0,left,3
15,1496674527,37,3613435.81490917,3613454.53573322,OK,2,RightArrow,18.6610353616998,4,\RIGHT,1,0,left,3
15,1496674527,38,3613457.96771656,3613469.88461102,OK,4,LeftArrow,11.8433368508704,2,\LEFT,1,0,left,3
15,1496674527,39,3613474.2671701,3613478.37953219,OK,12,LeftArrow,4.02333164727315,1,\LEFT,0,1,right,3
15,1496674527,40,3613481.12109987,3613493.33819192,OK,2,RightArrow,12.1204777713865,4,\RIGHT,1,0,left,3
