subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,item,tType_study,eyes_1,eyes_2,transparency,pas,RoboRT,meanRoboRT,roboBCFS
38,14350450,1,10265215.6215345,10265221.5354507,OK,11,j,5.80829150229692,4,CFS,0,1,0.5,3,4.27718614504549,2.34671662001737,j
38,14350450,2,10265231.5319831,10265240.1476708,OK,9,j,8.59305746294558,10,CFS,0,1,1,1,2.92739901390161,2,j
38,14350450,3,10265247.6725785,10265260.1907972,OK,1,f,12.4755598567426,5,CATCH,0,0,0,,0,NaN,f
38,14350450,4,10265264.0133206,10265275.8310676,OK,1,f,11.7261259742081,15,CATCH,0,0,0,,0,NaN,f
38,14350450,5,10265279.6135829,10265287.1285049,OK,11,f,7.45339927822351,18,CFS,0,1,1,,2.40608186576186,2,j
38,14350450,6,10265290.9009563,10265294.5133668,OK,10,j,3.54969679377973,8,CFS,0,1,1,3,1.91455348403983,2,j
38,14350450,7,10265299.2861638,10265310.5038347,OK,1,f,11.1397665496916,13,CATCH,0,0,0,,0,NaN,f
38,14350450,8,10265313.0655472,10265316.5778201,OK,1,j,3.42408335953951,14,CFS,0,1,1,3,2.72279874530673,2,j
38,14350450,9,10265321.1608296,10265324.8733078,OK,11,j,3.64046382158995,16,CFS,0,1,1,2,4.97053946160488,2,j
38,14350450,10,10265331.1073917,10265338.9225116,OK,1,f,7.79723415337503,11,CATCH,0,0,0,,0,NaN,f
38,14350450,11,10265343.4154749,10265348.6289003,OK,2,j,5.11277457140386,1,CFS,0,1,1,3,1.54359195457568,2,j
38,14350450,12,10265353.8523033,10265357.3646045,OK,4,j,3.44353272393346,3,CFS,0,1,1,3,2.64192782059357,2,j
38,14350450,13,10265362.4379337,10265365.9502776,OK,10,j,3.47353203035891,6,CFS,0,1,1,3,2.87592201833526,2,j
38,14350450,14,10265370.1029334,10265372.2143907,OK,10,j,2.00827580504119,12,CFS,0,1,1,3,3.32214073315489,2,j
38,14350450,15,10265376.3971427,10265378.7086244,OK,11,j,2.2177725918591,2,CFS,0,1,0.90483741803596,3,1.31290949588038,2.04568180093028,j
38,14350450,16,10265383.3216616,10265386.0334337,OK,11,j,2.60485977493227,9,CFS,0,1,0.818730753077982,3,1.59049869537727,2.09275481981804,j
38,14350450,17,10265389.5357622,10265392.8479129,OK,2,j,3.25454328767955,20,CFS,0,1,0.740818220681718,3,3.00279902786787,2.14126142555782,j
38,14350450,18,10265396.5603814,10265399.9726038,OK,10,j,3.35753823630512,17,CFS,0,1,1,3,1.95669406684947,2,j
38,14350450,19,10265403.26475,10265407.3774847,OK,5,j,4.06088061444461,7,CFS,0,1,1,3,2.17013926032566,2,j
38,14350450,20,10265411.0198445,10265413.2313398,OK,3,j,2.12950970605016,19,CFS,0,1,1,3,2.14497669039111,2,j
