subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,list,tType_study,trial_test,item_test,pair_test,tType_test,gonogo_answer,name,name_test,roboBCFS_1,roboBCFS_2,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,meanRoboRT_1,meanRoboRT_2,response_cue,rt_cue,RoboRT_cue,response_noise,rt_noise,RoboRT_noise
67,317360535,1,1101257.41446557,1101412.85236327,1101261.32693456,1101416.76483498,OK,OK,5,3,NO RESPONSE,NO RESPONSE,NaN,NaN,199,195,1,Binocular,4,202,208,Binocular,nogo,scroll,zip tie,z,z,1,1,1101586.55174258,1101598.52928843,1101601.99145379,1101605.90393757,Return,OK,4,1,1,,,0,0,NaN,NaN,stick,11.9541928004473,1,NO RESPONSE,NaN,1
67,317360535,2,1101264.40887263,1101420.21695877,1101268.32135068,1101424.12947003,OK,OK,0,10,NO RESPONSE,NO RESPONSE,NaN,NaN,204,205,1,Binocular,9,207,206,Not Studied,go,bowtie,axe,z,z,1,1,1101609.21602576,1101618.37177857,1101621.96404903,1101624.87588415,Return,Return,8,1,1,,,0,0,NaN,NaN,paddle ,9.14492070302367,1,Return,2.80451437388547,1
67,317360535,3,1101276.95677269,1101427.53161387,1101281.16943557,1101431.24395361,OK,OK,1,8,j,j,4.18903876282275,3.61471767118201,203,201,1,CFS,11,198,193,Binocular,nogo,bowling pin,chest,j,j,0,1,1101627.41748223,1101642.15675796,1101645.64896199,1101649.56142676,Return,OK,10,0.5,1,1!,2@,0.93061681512791,3.52658414203332,2.34671662001737,2,chess,14.7262407373637,1,NO RESPONSE,NaN,1
67,317360535,4,1101293.8875231,1101437.85811166,1101297.7999112,1101441.77057643,OK,OK,4,8,NO RESPONSE,NO RESPONSE,NaN,NaN,202,208,1,Binocular,1,199,195,Binocular,go,zip tie,scroll,z,z,1,1,1101651.61271823,1101665.41140363,1101668.81323657,1101671.92551395,Return,Return,5,1,1,,,0,0,NaN,NaN,board,13.7858804096468,1,Return,3.05710445344448,1
67,317360535,5,1101302.94314397,1101449.04516004,1101310.85809385,1101455.45920362,OK,OK,2,0,f,f,7.88922340329736,6.30797973624431,208,202,1,CFS,10,206,207,Not Studied,go,hockey stick,frame,j,j,0,1,1101674.34703219,1101678.13941711,1101681.32142222,1101683.83301363,Return,Return,10,1,1,,,1.66165705607981,3.4151850237632,2,2,frame,3.77895240136422,1,Return,2.44424646580592,1
67,317360535,6,1101316.61175624,1101459.16152595,1101333.33231681,1101470.47861666,OK,OK,0,0,f,f,16.6514292941429,11.2388717052527,200,196,1,Not Studied,5,208,202,CFS,nogo,tape,hockey stick,f,f,0,0,1101687.07506681,1101693.54913764,1101695.8605853,1101699.77304253,Return,OK,2,0,0,,,0,0,NaN,NaN,stick,6.4501379292924,1,NO RESPONSE,NaN,1
67,317360535,7,1101338.55556005,1101474.34109062,1101347.87144156,1101477.25292604,OK,OK,7,10,j,j,9.29885186185129,2.89096929039806,205,204,1,CFS,8,201,203,CFS,go,cheese grater,bellow,j,j,0,1,1101701.63421764,1101721.27658818,1101723.8982248,1101727.41044315,Return,Return,5,1,1,1!,2@,1.18676014370303,1.66074553238915,2,2,script,19.6255977717228,1,Return,3.47333583072759,1
67,317360535,8,1101354.60570359,1101484.01718238,1101359.01846734,1101487.92965288,OK,OK,0,6,j,j,4.32822194485925,3.80629346403293,201,203,1,CFS,3,203,201,CFS,go,bellow,bowling pin,j,j,0,1,1101729.69188504,1101737.87672359,1101739.98805377,1101742.39988693,Return,Return,0,1,0.90483741803596,3#,2@,2.33326103708202,2.38019429996393,2,2.04568180093028,bowling pin ,8.16710741445422,1,Return,2.38273443235084,1
67,317360535,9,1101364.6820279,1101492.4424873,1101377.40004208,1101501.65827701,OK,OK,0,0,f,f,12.667015200248,9.14832162111998,207,206,1,Not Studied,6,200,196,Not Studied,go,axe,tape,f,f,0,0,1101744.42115964,1101748.4937187,1101750.91524298,1101753.42683076,Return,Return,3,0,0,,,0,0,NaN,NaN,tape,4.05333256465383,1,Return,2.4230211393442,1
67,317360535,10,1101380.21180744,1101505.60079283,1101391.02862603,1101512.41506896,OK,OK,0,0,f,f,10.8004765573423,6.7495153080672,206,207,1,Not Studied,12,197,194,Not Studied,nogo,frame,pipe,f,f,0,0,1101756.30865467,1101763.6031895,1101766.37497483,1101770.28744172,Return,OK,6,0,0,,,0,0,NaN,NaN,light,7.27700472902507,1,NO RESPONSE,NaN,1
67,317360535,11,1101394.85103182,1101516.38757003,1101398.76345494,1101520.30004959,OK,OK,1,4,NO RESPONSE,NO RESPONSE,NaN,NaN,198,193,1,Binocular,2,204,205,Binocular,go,chest,bowtie,z,z,1,1,1101772.1286167,1101776.5113626,1101778.44257604,1101780.75403125,Return,Return,0,1,1,,,0,0,NaN,NaN,scarf,4.368448282592,1,Return,2.26228512590751,1
67,317360535,12,1101402.17564276,1101522.25125893,1101409.39019098,1101531.8673165,OK,OK,0,0,f,f,7.13977721822448,9.60199599806219,197,194,1,Not Studied,7,205,204,CFS,go,pipe,cheese grater,f,f,0,0,1101783.77593996,1101792.03112503,1101794.32259098,1101797.23440828,Return,Return,5,0,0,,,0,0,NaN,NaN,plant,8.23235119134188,1,Return,2.90143736847676,1
