subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,name,list,tType_study,trial_test,item_test,pair_test,tType_test,name_test,roboBCFS_1,roboBCFS_2,gonogo_answer,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_cue,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,meanRoboRT_1,meanRoboRT_2,response_cue,rt_cue,RoboRT_cue,meanRoboRT_cue,response_noise,rt_noise,RoboRT_noise,meanRoboRT_noise
2,1092789366,1,1819714.44095285,1819766.5779041,1819714.55762577,1819766.69457777,OK,OK,0,0,f,f,0.10451465123333,0.104211142286658,139,14,bobby pin,1,Not Studied,11,31,47,CFS,cell phone,f,f,nogo,0,0,1819822.79014234,1819822.80680861,1819824.16523747,1819828.88222555,OK,OK,7,9,0,0,,,0,0,NaN,NaN,NO RESPONSE,0.00582916615530849,2,NaN,NO RESPONSE,NaN,2,NaN
2,1092789366,2,1819716.15773992,1819768.29469131,1819716.27441466,1819768.41136093,OK,OK,0,0,f,f,0.104401755146682,0.104214320890605,124,100,magnifying glass,1,Not Studied,3,102,110,Not Studied,saddle,f,f,go,0,0,1819830.1656537,1819830.18232282,1819831.54908039,1819833.56589215,OK,OK,4,0,0,0,,,0,0,NaN,NaN,NO RESPONSE,0.00555569352582097,2,NaN,Return,2.0055541661568,2,NaN
2,1092789366,3,1819717.97452927,1819770.61151508,1819720.0913436,1819774.52845433,OK,OK,1,6,j,j,2.10460385587066,3.90464710746892,107,64,ring,1,CFS,9,124,100,Binocular,magnifying glass,j,j,go,0,1,1819834.84930716,1819834.86597961,1819836.25773996,1819838.47455916,OK,OK,6,2,0.613599813989639,0.613063684872176,2@,2@,2.00899522191243,3.34065883591884,2.23670355495866,2.23715904393317,NO RESPONSE,0.00562360300682485,2,NaN,Return,2.20553973806091,2,NaN
2,1092789366,4,1819721.93314124,1819777.17030864,1819726.45011686,1819780.88723151,OK,OK,1,9,NO RESPONSE,NO RESPONSE,NaN,NaN,85,25,foot stool,1,Binocular,5,33,157,CFS,office chair,z,z,go,1,1,1819839.75798127,1819839.77465025,1819841.14141504,1819843.55824909,OK,OK,2,4,1,1,,,0,0,NaN,NaN,NO RESPONSE,0.00561877340078354,2,NaN,Return,2.40557678346522,2,NaN
2,1092789366,5,1819727.91689075,1819782.35400177,1819728.03355673,1819782.47067423,OK,OK,0,0,f,f,0.104294002056122,0.104193025501445,89,72,sponge,1,Not Studied,10,85,25,Not Studied,foot stool,f,f,go,0,0,1819844.8500026,1819844.86666964,1819846.23343713,1819849.15030091,OK,OK,5,10,0,0,,,0,0,NaN,NaN,NO RESPONSE,0.00573619757778943,2,NaN,Return,2.90554116270505,2,NaN
2,1092789366,6,1819729.6336748,1819784.57081842,1819734.25065756,1819788.68777372,OK,OK,0,5,NO RESPONSE,NO RESPONSE,NaN,NaN,146,147,hinge,1,Binocular,7,2,187,CFS,backpack,z,z,go,1,1,1819850.44205956,1819850.45872311,1819851.82549031,1819854.54234044,OK,OK,8,8,1,1,,,0,0,NaN,NaN,NO RESPONSE,0.00551992212422192,2,NaN,Return,2.70550095709041,2,NaN
2,1092789366,7,1819736.21746465,1819790.75458459,1819740.03439315,1819793.57144218,OK,OK,5,6,j,j,3.80523657612503,2.80452905548736,31,47,cell phone,1,CFS,1,146,147,Not Studied,hinge,j,j,nogo,0,1,1819855.83409849,1819855.85076915,1819857.20919332,1819861.92618335,OK,OK,3,4,0.573157832815535,0.646802019248972,2@,2@,3.35070860178323,2.21328463108691,2.27259283492257,2.20946356551438,NO RESPONSE,0.00558754149824381,2,NaN,NO RESPONSE,NaN,2,NaN
2,1092789366,8,1819742.17620955,1819795.3132325,1819746.89320838,1819797.83007444,OK,OK,4,0,j,j,4.70483751781285,2.50447341916151,2,187,backpack,1,CFS,6,117,135,CFS,plane,j,j,nogo,0,1,1819863.20960955,1819863.22628065,1819864.58470619,1819869.30169881,OK,OK,6,10,0.610123337117506,0.615257112536099,2@,2@,4.30658459111936,2.43264802990071,2.23966636951783,2.23529879883822,NO RESPONSE,0.00562285748310387,2,NaN,NO RESPONSE,NaN,2,NaN
2,1092789366,9,1819749.3350448,1819799.57186249,1819753.25197663,1819804.18884179,OK,OK,7,0,NO RESPONSE,NO RESPONSE,NaN,NaN,33,157,office chair,1,Binocular,4,107,64,Not Studied,ring,z,z,nogo,1,1,1819870.59345759,1819870.61012508,1819871.9685491,1819876.68554578,OK,OK,0,6,1,1,,,0,0,NaN,NaN,NO RESPONSE,0.00564429443329573,2,NaN,NO RESPONSE,NaN,2,NaN
2,1092789366,10,1819755.018766,1819806.05564674,1819757.03557428,1819811.07265846,OK,OK,3,4,j,j,2.00459264521487,5.00471488689072,102,110,saddle,1,CFS,2,89,72,Binocular,sponge,j,j,go,0,1,1819877.97730233,1819877.99397449,1819879.36041334,1819881.4775456,OK,OK,10,1,0.649472911618059,0.585250669077685,2@,2@,1.65573269413498,4.60891596003052,2.20735152348935,2.26152448171264,NO RESPONSE,0.00553561793640256,2,NaN,Return,2.10587213980034,2,NaN
2,1092789366,11,1819759.77743313,1819813.71450837,1819763.39434917,1819817.43142808,OK,OK,10,9,NO RESPONSE,NO RESPONSE,NaN,NaN,115,118,pot,1,Binocular,12,139,14,Binocular,bobby pin,z,z,nogo,1,1,1819882.76096832,1819882.77763792,1819884.13606785,1819888.85305335,OK,OK,1,5,1,1,,,0,0,NaN,NaN,NO RESPONSE,0.00563961919397116,2,NaN,NO RESPONSE,NaN,2,NaN
