subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,item,tType_study,eyes_1,eyes_2,transparency,pas,RoboRT,meanRoboRT,roboBCFS
198,1109122163,1,1983034.34912377,1983034.46577626,OK,1,f,0.10481410077773,2,CATCH,0,0,0,,0,NaN,f
198,1109122163,2,1983036.07422959,1983036.48259031,ESCAPE,0,ESCAPE,0.339640652993694,4,CFS,0,1,0.5,,1.16546045226598,2.34671662001737,j
198,1109122163,3,NaN,NaN,EMPTY,1,,NaN,15,CATCH,0,0,NaN,,NaN,NaN,f
198,1109122163,4,NaN,NaN,EMPTY,8,,NaN,5,CFS,0,1,NaN,,NaN,NaN,j
198,1109122163,5,NaN,NaN,EMPTY,6,,NaN,7,CFS,0,1,NaN,,NaN,NaN,j
198,1109122163,6,NaN,NaN,EMPTY,8,,NaN,8,CFS,0,1,NaN,,NaN,NaN,j
198,1109122163,7,NaN,NaN,EMPTY,8,,NaN,3,CFS,0,1,NaN,,NaN,NaN,j
198,1109122163,8,NaN,NaN,EMPTY,10,,NaN,9,CFS,0,1,NaN,,NaN,NaN,j
198,1109122163,9,NaN,NaN,EMPTY,4,,NaN,13,CFS,0,1,NaN,,NaN,NaN,j
198,1109122163,10,NaN,NaN,EMPTY,8,,NaN,14,CFS,0,1,NaN,,NaN,NaN,j
198,1109122163,11,NaN,NaN,EMPTY,2,,NaN,17,CFS,0,1,NaN,,NaN,NaN,j
198,1109122163,12,NaN,NaN,EMPTY,1,,NaN,10,CFS,0,1,NaN,,NaN,NaN,j
198,1109122163,13,NaN,NaN,EMPTY,3,,NaN,19,CFS,0,1,NaN,,NaN,NaN,j
198,1109122163,14,NaN,NaN,EMPTY,6,,NaN,18,CFS,0,1,NaN,,NaN,NaN,j
198,1109122163,15,NaN,NaN,EMPTY,9,,NaN,12,CFS,0,1,NaN,,NaN,NaN,j
198,1109122163,16,NaN,NaN,EMPTY,1,,NaN,6,CFS,0,1,NaN,,NaN,NaN,j
198,1109122163,17,NaN,NaN,EMPTY,1,,NaN,16,CATCH,0,0,NaN,,NaN,NaN,f
198,1109122163,18,NaN,NaN,EMPTY,2,,NaN,11,CFS,0,1,NaN,,NaN,NaN,j
198,1109122163,19,NaN,NaN,EMPTY,8,,NaN,20,CFS,0,1,NaN,,NaN,NaN,j
198,1109122163,20,NaN,NaN,EMPTY,1,,NaN,1,CATCH,0,0,NaN,,NaN,NaN,f
