subject,seed,dominantEye,sex,ethnicity,race,trial,item,tStart,tEnd,exitFlag,jitter,tType,eyes_1,eyes_2,transparency,pas,response,rt,RoboRT,meanRoboRT
2,770427665,Right,,rather not say,rather not say,1,99,334674.690711754,334679.357854549,OK,7,CFS,1,0,0.6731973263793,2@,Return,4.67236129089724,4.15777878418796,2.18907348447831
2,770427665,Right,,rather not say,rather not say,2,94,334680.808022562,334685.558526361,OK,4,CFS,1,0,0.590953271612442,2@,Return,4.75570659787627,4.46020306277766,2.25640763650484
2,770427665,Right,,rather not say,rather not say,3,64,334687.000353474,334689.875631182,OK,6,CFS,1,0,0.58818109843688,2@,Return,2.88052246539155,2.37703531419851,2.25888700325662
2,770427665,Right,,rather not say,rather not say,4,83,334691.292461857,334695.042842197,OK,3,CFS,1,0,0.585734664196018,2@,Return,3.75545967917424,3.49582264531201,2.26108768874841
2,770427665,Right,,rather not say,rather not say,5,14,334696.459654761,334699.459950278,OK,0,CFS,1,0,0.583575693556081,2@,Return,3.00555717886891,2.95840754506675,2.26303973564289
2,770427665,Right,,rather not say,rather not say,6,22,334700.885116118,334703.635416465,OK,1,CFS,1,0,0.581670408653565,2@,Return,2.7553603684064,2.65680523935399,2.26477022549291
2,770427665,Right,,rather not say,rather not say,7,53,334705.060553327,334707.935859712,OK,1,CFS,1,0,0.579989000628553,2@,Return,2.88050012796884,2.76559960394709,2.26630350954517
2,770427665,Right,,rather not say,rather not say,8,30,334709.352678615,334712.978064689,OK,7,CFS,1,0,0.5785051632545,2@,Return,3.63062570028706,3.08487539520404,2.26766143573177
2,770427665,Right,,rather not say,rather not say,9,17,334714.403205777,334716.403416775,OK,4,CFS,1,0,0.577195681367959,2@,Return,2.00542073970428,1.65254996831429,2.26886356790773
2,770427665,Right,,rather not say,rather not say,10,81,334717.803564141,334721.803968327,OK,3,CFS,1,0,0.576040067659095,2@,Return,4.00560607964871,3.75642193242122,2.2699273946053
2,770427665,Right,,rather not say,rather not say,11,28,334723.479151373,334723.729193331,CAUGHT,3,NULL,0,0,0,,Return,0.255233286763541,0,NaN
2,770427665,Right,,rather not say,rather not say,12,59,334725.154330796,334728.654667064,OK,8,CFS,1,0,0.575020242140439,2@,Return,3.50543673807988,2.92355469129166,2.27086852554295
2,770427665,Right,,rather not say,rather not say,13,1,334730.079818415,334733.455199056,OK,3,CFS,1,0,0.574120249279048,2@,Return,3.38056321599288,3.14142395982146,2.27170087488276
2,770427665,Right,,rather not say,rather not say,14,3,334734.880369726,334738.255699957,OK,6,CFS,1,0,0.573326008366522,2@,Return,3.3805070706876,2.94462528933879,2.27243683080814
2,770427665,Right,,rather not say,rather not say,15,86,334739.697508657,334741.072656265,OK,7,CFS,1,0,0.572625093221312,2@,Return,1.38044609565986,0.784874951593903,2.27308741142654
2,770427665,Right,,rather not say,rather not say,16,31,334742.497814559,334745.373117321,OK,5,CFS,1,0,0.57200653777669,2@,Return,2.88043492694851,2.51075987630257,2.27366240731501
2,770427665,Right,,rather not say,rather not say,17,93,334746.81493719,334749.815174751,OK,4,CFS,1,0,0.571460664512734,2@,Return,3.00547809246928,2.65363609188916,2.27417051124625
2,770427665,Right,,rather not say,rather not say,18,54,334751.23209387,334754.857432553,OK,7,CFS,1,0,0.570978933048089,2@,Return,3.63054963247851,3.13271825924365,2.27461943577795
2,770427665,Right,,rather not say,rather not say,19,84,334756.31592909,334759.566239399,OK,3,CFS,1,0,0.570553806522662,2@,Return,3.25551159854513,2.99130436294345,2.27501601947602
2,770427665,Right,,rather not say,rather not say,20,75,334760.9997561,334765.12518866,OK,3,CFS,1,0,0.570178633680767,2@,Return,4.13077240262646,3.82644118793701,2.27536632258739
2,770427665,Right,,rather not say,rather not say,21,56,334766.775349912,334771.025773417,OK,7,CFS,1,0,0.56984754480986,2@,Return,4.25564803765155,3.73335679237959,2.27567571299009
2,770427665,Right,,rather not say,rather not say,22,26,334772.425962439,334772.925976325,CAUGHT,7,NULL,0,0,0,,Return,0.50517653778661,0,NaN
2,770427665,Right,,rather not say,rather not say,23,47,334774.342807302,334774.592867673,CAUGHT,2,NULL,0,0,0,,Return,0.255271018890198,0,NaN
2,770427665,Right,,rather not say,rather not say,24,65,334776.017998498,334780.018386987,OK,1,CFS,1,0,0.569555359906804,2@,Return,4.00560245738598,3.83531181758614,2.27594894323787
2,770427665,Right,,rather not say,rather not say,25,27,334781.443493362,334783.943800953,OK,6,CFS,1,0,0.569297507634876,2@,Return,2.50547929987079,1.97559193583735,2.27619021948882
2,770427665,Right,,rather not say,rather not say,26,34,334785.360621668,334789.361055737,OK,3,CFS,1,0,0.569069953803575,2@,Return,4.00580681418069,3.70655566854788,2.2764032630697
2,770427665,Right,,rather not say,rather not say,27,25,334790.794538027,334794.294921686,OK,4,CFS,1,0,0.56886913825228,2@,Return,3.50559521280229,3.20822255395071,2.27659136538206
