subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,item,tType_study,eyes_1,eyes_2,transparency,pas,RoboRT,meanRoboRT,roboBCFS
43,22895850,1,85558.7978804841,85570.3150431413,OK,5,j,11.4276775882463,2,CFS,0,1,0.5,3#,2.75457594422198,2.34671662001737,j
43,22895850,2,85584.7640336123,85587.2755868695,OK,9,j,2.47711867067846,13,CFS,0,1,1,3#,3.75462140465459,2,j
43,22895850,3,85595.4406652677,85605.9571855742,OK,11,f,10.4561290762795,11,CFS,0,1,0.90483741803596,,2.84667312326437,2.04568180093028,j
43,22895850,4,85610.4699897248,85626.9902382614,OK,9,j,16.4984336664202,7,CFS,0,1,0.90483741803596,1!,2.69533729127604,2.04568180093028,j
43,22895850,5,85633.9745619458,85652.3959615217,OK,0,j,18.3532805164868,4,CFS,0,1,1,3#,3.10280127091269,2,j
43,22895850,6,85658.4497236805,85668.8661719037,OK,0,j,10.3498049403133,10,CFS,0,1,1,3#,2.15885287222024,2,j
43,22895850,7,85674.8398901604,85704.6683121873,OK,1,NO RESPONSE,NaN,6,CATCH,0,0,0,,0,NaN,f
43,22895850,8,85711.5926065674,85719.1072209517,OK,9,f,7.42190850607585,5,CFS,0,1,1,,3.19982370409857,2,j
43,22895850,9,85723.1497368415,85729.2635210599,OK,7,j,6.06451972210198,20,CFS,0,1,1,3#,3.01492019442361,2,j
43,22895850,10,85734.2065939353,85737.0183344643,OK,11,j,2.77552287590515,19,CFS,0,1,1,3#,3.43167347782194,2,j
43,22895850,11,85745.4936048674,85751.9075552277,OK,6,j,6.31224312008999,15,CFS,0,1,0.931062779704023,1!,2.5045097788003,2.03248971804528,j
43,22895850,12,85757.2308179226,85774.0512362233,OK,1,j,16.7745668962452,12,CATCH,0,0,0,,0,NaN,f
43,22895850,13,85777.7134995074,85784.427650723,OK,4,j,6.61971449201519,9,CFS,0,1,1,3#,2.63578576587523,2,j
43,22895850,14,85787.749661317,85799.4669596889,OK,1,f,11.7031253018504,14,CATCH,0,0,0,,0,NaN,f
43,22895850,15,85803.1992567085,85807.9121754439,OK,7,j,4.62940137019905,8,CFS,0,1,1,3#,2.01742843212665,2,j
43,22895850,16,85811.9746944608,85817.8883477943,OK,5,j,5.82179476653982,1,CFS,0,1,1,3#,2.77561479113023,2,j
43,22895850,17,85821.6506523724,85830.3660629335,OK,1,f,8.6335386159044,17,CATCH,0,0,0,,0,NaN,f
43,22895850,18,85834.1383797911,85839.1514764407,OK,8,j,4.95363966540026,16,CFS,0,1,1,3#,2.99223947504049,2,j
43,22895850,19,85843.0338939614,85848.147105558,OK,3,j,5.07396179462376,3,CFS,0,1,1,3#,0.919979268179605,2,j
43,22895850,20,85851.789016165,85855.0012720235,OK,1,j,3.17468981220736,18,CFS,0,1,1,3#,2.29226624094872,2,j
