subject,seed,dominantEye,sex,ethnicity,race,trial,item,tStart,tEnd,exitFlag,jitter,tType,eyes_1,eyes_2,transparency,pas,response,rt,RoboRT,meanRoboRT
2,772989789,Right,Female,Not Hispanic or Latino,Asian,1,5,1817085.27551805,1817108.52813414,SPACE,6,CFS,1,0,0.606530659712633,,space,23.1514271199703,2.09922487136084,2.24275136409242
2,772989789,Right,Female,Not Hispanic or Latino,Asian,2,48,1817111.92847813,1817168.05906164,OK,2,CFS,1,0,0.472366552741015,,NO RESPONSE,NaN,3.84264728902035,2.3784840742878
2,772989789,Right,Female,Not Hispanic or Latino,Asian,3,87,1817169.30086412,1817191.92810444,CAUGHT,2,NULL,0,0,0,,Return,22.5236842113081,0,NaN
2,772989789,Right,Female,Not Hispanic or Latino,Asian,4,94,1817195.60346993,1817208.60476096,OK,8,CFS,1,0,0.416862019678508,1,Return,12.9085630215704,1.58887450623896,2.45026470225274
2,772989789,Right,Female,Not Hispanic or Latino,Asian,5,2,1817216.75557894,1817272.51112256,OK,1,CFS,1,0,0.367879441171442,1,Return,55.6425627276767,1.0274608228704,2.52478821136401
2,772989789,Right,Female,Not Hispanic or Latino,Asian,6,52,1817277.53659963,1817333.66720608,OK,8,CFS,1,0,0.32465246735835,,NO RESPONSE,NaN,3.62158947603057,2.60215941258796
2,772989789,Right,Female,Not Hispanic or Latino,Asian,7,84,1817334.90899196,1817362.16170313,SPACE,0,CFS,1,0,0.28650479686019,,space,27.2065076078288,2.95170617139274,2.6824871219273
2,772989789,Right,Female,Not Hispanic or Latino,Asian,8,63,1817365.92872747,1817402.30735941,OK,1,CFS,1,0,0.252839595804746,1,Return,36.2816082534846,3.03040752815713,2.76588431346151
2,772989789,Right,Female,Not Hispanic or Latino,Asian,9,42,1817408.07459866,1817436.95246737,OK,6,CFS,1,0,0.22313016014843,2,Return,28.8546449730638,4.20724950072131,2.85246827823525
2,772989789,Right,Female,Not Hispanic or Latino,Asian,10,19,1817440.51948844,1817459.27134794,OK,3,CFS,1,0,0.196911675204194,2,Return,18.7450692919083,1.04556130700156,2.94236078921826
2,772989789,Right,Female,Not Hispanic or Latino,Asian,11,4,1817467.50550023,1817487.00743587,CAUGHT,7,NULL,0,0,0,,Return,19.4703424018808,0,NaN
2,772989789,Right,Female,Not Hispanic or Latino,Asian,12,47,1817489.549359,1817511.80156517,OK,0,CFS,1,0,0.173773943450445,2,Return,22.1777170849964,2.26026158766439,3.03568827256864
2,772989789,Right,Female,Not Hispanic or Latino,Asian,13,30,1817517.50213456,1817558.7562243,CAUGHT,5,NULL,0,0,0,,Return,41.1436241967604,0,NaN
