subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,name,list,tType_study,trial_test,item_test,pair_test,tType_test,name_test,roboBCFS_1,roboBCFS_2,gonogo_answer,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,meanRoboRT_1,meanRoboRT_2,response_cue,rt_cue,RoboRT_cue,response_noise,rt_noise,RoboRT_noise
21,1749868849,1,4746751.43514233,4746867.58791786,4746755.7478716,4746871.40032098,OK,OK,0,0,f,f,4.21018618158996,3.73919682763517,53,23,floss,1,Not Studied,8,56,99,CFS,clothes pin,f,f,nogo,0,0,4747051.77328348,4747061.86960128,4747072.03596565,4747074.94780978,Return,OK,10,0,0,,,0,0,NaN,NaN,NO RESPONSE,10.0797506375238,2,NO RESPONSE,NaN,2
21,1749868849,2,4746759.73032978,4746879.79552898,4746761.74163666,4746881.90689264,OK,OK,10,0,j,j,1.97862924728543,2.00306917820126,153,8,knife,1,CFS,5,143,128,Not Studied,high heel,j,j,nogo,0,1,4747077.74955047,4747083.50314992,4747090.90778973,4747094.01973655,Return,OK,8,1,0.846481724890614,2@,2@,1.94881454607795,1.21048556969735,2,2.07690664456404,NO RESPONSE,5.74232758302242,2,NO RESPONSE,NaN,2
21,1749868849,3,4746771.04745605,4746894.55478625,4746774.25946659,4746897.56669712,OK,OK,7,9,NO RESPONSE,NO RESPONSE,NaN,NaN,32,122,chain,1,Binocular,6,184,181,CFS,mailbox,z,z,go,1,1,4747096.25113743,4747108.33871194,4747111.31058495,4747114.02225124,Return,Return,1,1,1,,,0,0,NaN,NaN,wall,12.0714311366901,2,Return,2.61977567337453,2
21,1749868849,4,4746779.46272902,4746901.25902288,4746783.87546164,4746904.57109563,OK,OK,0,0,f,f,4.32508416194469,3.29833087790757,50,80,dresser,1,Not Studied,4,50,80,Binocular,dresser,f,f,go,0,0,4747116.52380983,4747128.50134699,4747133.67455211,4747135.28560562,Return,Return,10,0,0,,,0,0,NaN,NaN,wall,11.9497080985457,2,Return,1.5586873171851,2
21,1749868849,5,4746788.74850971,4746907.90314853,4746791.86049698,4746911.11519168,OK,OK,8,7,NO RESPONSE,NO RESPONSE,NaN,NaN,143,128,high heel,1,Binocular,2,153,8,Not Studied,knife,z,z,go,1,1,4747137.33688637,4747147.91347773,4747151.72586788,4747153.73713793,Return,Return,4,1,1,,,0,0,NaN,NaN,needle,10.5516168577597,2,Return,1.97036558762193,2
21,1749868849,6,4746796.22322385,4746913.98695931,4746797.83421669,4746915.59797177,OK,OK,4,5,j,j,1.5638374267146,1.58583541680127,141,155,purse,1,CFS,10,32,122,Binocular,chain,j,j,nogo,0,1,4747155.85851354,4747159.32064732,4747165.68467273,4747169.49700704,Return,OK,1,0.959189457109138,0.811936346150635,2@,2@,3.20197726366865,3.64328103671565,2.01886767731095,2.09674168837679,chain,3.44537312630564,2,NO RESPONSE,NaN,2
21,1749868849,7,4746807.03998353,4746922.07205385,4746809.75167699,4746924.78372345,OK,OK,12,12,NO RESPONSE,NO RESPONSE,NaN,NaN,184,181,mailbox,1,Binocular,3,172,170,CFS,paint brush,z,z,go,1,1,4747172.00856943,4747184.46639615,4747189.68967162,4747192.10115188,Return,Return,12,1,1,,,0,0,NaN,NaN,tree,12.4300003712997,2,Return,2.34855969250202,2
21,1749868849,8,4746814.31452798,4746928.35597396,4746818.42710053,4746932.36850241,OK,OK,0,0,f,f,4.08743505366147,3.943971500732,56,99,clothes pin,1,Not Studied,1,53,23,Binocular,floss,f,f,go,0,0,4747195.0930482,4747214.09495074,4747217.75727956,4747219.66844998,Return,Return,7,0,0,,,0,0,NaN,NaN,box,18.9839426558465,2,Return,1.89542125537992,2
21,1749868849,9,4746823.69041809,4746934.79001515,4746825.10128741,4746936.10084098,OK,OK,9,0,j,j,1.35916749481112,1.24574041366577,61,121,glass,1,CFS,11,85,25,Not Studied,foot stool,j,j,go,0,1,4747221.56962292,4747228.24381886,4747232.31638071,4747233.32696769,Return,Return,12,0.920044414629323,0.778800783071405,2@,2@,2.59393108329942,1.41525160858248,2.03797268078664,2.11682622632695,screw,6.65861369669437,2,Return,0.999574395827949,2
21,1749868849,10,4746841.00127379,4746941.5041916,4746842.4121413,4746942.81507447,OK,OK,12,12,j,j,1.34347900748253,1.25920579954982,85,25,foot stool,1,CFS,9,141,155,Not Studied,purse,j,j,go,0,1,4747235.21819659,4747258.39272833,4747262.88547088,4747264.89679164,Return,Return,10,0.882496902584595,0.747017500310432,2@,2@,1.54188504919734,5.80435199520499,2.05731799562274,2.13716339666443,dresser,23.1524389674887,2,Return,1.9569201245904,2
21,1749868849,11,4746848.65604377,4746948.80845708,4746852.06817451,4746952.62116085,OK,OK,0,0,f,f,3.3041284494102,3.70639694854617,172,170,paint brush,1,Not Studied,7,61,121,Binocular,glass,f,f,go,0,0,4747267.08811119,4747272.51153492,4747278.63533074,4747280.14632295,Return,Return,10,0,0,,,0,0,NaN,NaN,table,5.39380743168294,2,Return,1.48625314235687,2
