subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,item,tType_study,eyes_1,eyes_2,transparency,pas,RoboRT,meanRoboRT,roboBCFS
25,1816765438,1,5415718.62544436,5415722.03756695,OK,1,j,3.36970556899905,6,CFS,0,1,0.5,3#,3.17518138665135,2.34671662001737,j
25,1816765438,2,5415739.08825638,5415741.59986375,OK,8,j,2.42581134196371,19,CFS,0,1,1,2@,2.07978487440005,2,j
25,1816765438,3,5415748.4741346,5415750.28531011,OK,0,j,1.75148319918662,20,CFS,0,1,0.90483741803596,2@,2.84024072735324,2.04568180093028,j
25,1816765438,4,5415757.05952751,5415759.3710017,OK,3,j,2.27766101341695,17,CFS,0,1,0.818730753077982,3#,1.95234251394169,2.09275481981804,j
25,1816765438,5,5415767.05579668,5415769.36728053,OK,8,j,2.22478409670293,15,CFS,0,1,0.740818220681718,2@,1.13373407146753,2.14126142555782,j
25,1816765438,6,5415774.48043293,5415777.19213906,OK,1,j,2.67176183965057,3,CFS,0,1,0.670320046035639,2@,1.34026869624819,2.19124527736906,j
25,1816765438,7,5415781.39476942,5415786.4079559,OK,1,f,4.99694983754307,14,CATCH,0,0,0,,0,NaN,f
25,1816765438,8,5415791.2209606,5415794.13280112,OK,12,j,2.80229759775102,5,CFS,0,1,0.606530659712634,3#,3.60358748221695,2.24275136409242,j
25,1816765438,9,5415798.12525797,5415801.03711508,OK,4,j,2.89765582699329,2,CFS,0,1,0.548811636094027,3#,1.9746565950002,2.29582604468272,j
25,1816765438,10,5415805.84009485,5415809.25228023,OK,1,j,3.35040820296854,7,CFS,0,1,0.49658530379141,3#,3.95192737718467,2.35051708993511,j
25,1816765438,11,5415821.539971,5415822.95085149,OK,11,j,1.38584471400827,18,CFS,0,1,0.693040620086442,2@,4.42355963201242,2.17441710568831,j
25,1816765438,12,5415826.09278529,5415829.00463124,OK,2,j,2.84869446698576,9,CFS,0,1,0.645264326185482,2@,3.12054406301877,2.21068466545764,j
25,1816765438,13,5415832.46678584,5415835.07841829,OK,0,j,2.57837165147066,1,CFS,0,1,0.600781597182098,2@,2.65639151444856,2.24773777375438,j
25,1816765438,14,5415839.23104138,5415840.74196597,OK,11,f,1.44580174889416,13,CFS,0,1,0.559365383867387,,4.42821678867176,2.28559344541195,j
25,1816765438,15,5415845.40492928,5415849.61756102,OK,1,f,4.13547125458717,16,CATCH,0,0,0,,0,NaN,f
25,1816765438,16,5415852.66947082,5415856.58190296,OK,1,f,3.87854590732604,10,CATCH,0,0,0,,0,NaN,f
25,1816765438,17,5415859.46370277,5415861.47496588,OK,0,j,1.90804629959166,11,CFS,0,1,0.559365383867387,3#,2.92428211262929,2.28559344541195,j
25,1816765438,18,5415866.30800477,5415868.71954087,OK,11,j,2.35133245680481,12,CFS,0,1,0.520804289173777,3#,2.005738281541,2.32426906380191,j
25,1816765438,19,5415873.32210705,5415876.9346879,OK,1,f,3.57683404348791,4,CATCH,0,0,0,,0,NaN,f
25,1816765438,20,5415880.44685338,5415881.75770547,OK,8,j,1.27583634946495,8,CFS,0,1,0.484901489159914,3#,1.30961955817338,2.36378238881634,j
