subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,list,tType_study,trial_test,item_test,pair_test,tType_test,gonogo_answer,name,name_test,roboBCFS_1,roboBCFS_2,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,response_cue,rt_cue,RoboRT_cue,response_noise,rt_noise,RoboRT_noise
9,232050847,1,12192656.0562489,12192793.7229781,12192663.2708122,12192799.3365325,OK,OK,0,0,f,f,7.12321399897337,5.60211855359375,56,99,1,Not Studied,4,184,181,CFS,nogo,clothes pin,mailbox,f,f,0,0,12192974.0165003,12192979.5196819,12192984.0728832,12192988.9859951,Return,OK,5,1,1,,,0.1,0.1,mailbox,5.48408940806985,1,NO RESPONSE,NaN,1
9,232050847,2,12192667.8636951,12192802.5985842,12192676.0788836,12192809.5129307,OK,OK,4,4,j,j,8.20315709523857,6.85412049107254,153,8,1,CFS,12,53,23,Not Studied,nogo,knife,floss,j,j,0,1,12192991.387493,12193000.3828406,12193004.4457311,12193009.3588262,Return,OK,10,1,1,2,1,0.1,0.1,mailbox,8.98415173962712,1,NO RESPONSE,NaN,1
9,232050847,3,12192687.1658658,12192815.3466037,12192692.0789567,12192820.2597084,OK,OK,6,0,NO RESPONSE,NO RESPONSE,NaN,NaN,8,153,1,Binocular,9,50,80,CFS,go,bed,dresser,z,z,1,1,12193011.6702832,12193020.9458318,12193023.8579567,12193024.9686588,Return,Return,6,1,1,,,0.1,0.1,tree,9.26036495342851,1,Return,1.0646248832345,1
9,232050847,4,12192696.5418201,12192822.5511523,12192701.3548019,12192827.8644869,OK,OK,5,3,j,j,4.7078932505101,5.26054213754833,85,25,1,CFS,11,56,99,Binocular,go,foot stool,clothes pin,j,j,0,1,12193027.5502407,12193040.9684058,12193043.9506031,12193046.0619354,Return,Return,1,1,1,2,2,0.1,0.1,clothespin,13.4034719821066,1,Return,2.03496372699738,1
9,232050847,5,12192709.5299496,12192834.8789158,12192716.5443728,12192839.6919768,OK,OK,0,0,f,f,6.99898820370436,4.76432897895575,50,80,1,Not Studied,3,172,170,Not Studied,go,dresser,paint brush,f,f,0,0,12193048.6835615,12193055.2974661,12193057.719292,12193059.5304404,Return,Return,6,1,1,,,0.1,0.1,book,6.59744624048471,1,Return,1.721570616588,1
9,232050847,6,12192719.5162272,12192842.1535009,12192726.2304421,12192846.7663945,OK,OK,0,0,f,f,6.67626223340631,4.55327069573104,53,23,1,Not Studied,2,32,122,Binocular,nogo,floss,chain,f,f,0,0,12193061.7718465,12193065.0936365,12193067.8656731,12193072.7787872,Return,OK,6,1,1,,,0.1,0.1,chain,3.30873106233776,1,NO RESPONSE,NaN,1
9,232050847,7,12192730.3130632,12192849.8183234,12192735.2261628,12192854.7314109,OK,OK,1,0,NO RESPONSE,NO RESPONSE,NaN,NaN,143,128,1,Binocular,10,141,155,CFS,go,high heel,purse,z,z,1,1,12193075.0902023,12193079.8129028,12193082.4848947,12193084.2960386,Return,Return,8,1,1,,,0.1,0.1,boot,4.7096385397017,1,Return,1.77891913428903,1
9,232050847,8,12192738.268057,12192856.8024159,12192745.682717,12192866.2186459,OK,OK,7,1,j,j,7.34758410975337,9.39950237236917,141,155,1,CFS,7,61,121,Binocular,go,purse,glass,j,j,0,1,12193086.1671782,12193091.8604647,12193094.5224562,12193095.4330574,Return,Return,7,1,1,1,1,0.1,0.1,wine glass,5.68010446429253,1,Return,0.804767638444901,1
9,232050847,9,12192753.2374426,12192874.1336395,12192758.1505874,12192879.0467422,OK,OK,6,2,NO RESPONSE,NO RESPONSE,NaN,NaN,184,181,1,Binocular,1,8,153,Not Studied,go,mailbox,bed,z,z,1,1,12193097.7044833,12193100.0856628,12193103.1379029,12193104.1485527,Return,Return,10,1,1,,,0.1,0.1,bed,2.36644964665174,1,Return,0.996887940913439,1
9,232050847,10,12192761.0524097,12192881.9085356,12192767.3663763,12192885.5208129,OK,OK,0,0,f,f,6.29815096594393,3.50856933183968,172,170,1,Not Studied,5,143,128,Not Studied,go,paint brush,high heel,f,f,0,0,12193105.9797088,12193108.9212305,12193111.2730432,12193112.1836139,Return,Return,4,1,1,,,0.1,0.1,boot,2.92281157523394,1,Return,0.845475545153022,1
