subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,tType_study,correctDirection,eyes_1,eyes_2,eyePresent,RoboRT
46,23103282,1,1794925.21170241,1794938.54004392,OK,1,LeftArrow,13.2913177297451,2,\LEFT,1,0,left,3
46,23103282,2,1794941.87213481,1794948.68639838,OK,11,LeftArrow,6.74216480646282,1,\LEFT,0,1,right,3
46,23103282,3,1794951.03787284,1794966.75771312,OK,3,LeftArrow,15.655522033805,1,\LEFT,0,1,right,3
46,23103282,4,1794969.91969393,1794971.9309552,OK,12,LeftArrow,1.95741270342842,1,\LEFT,0,1,right,3
46,23103282,5,1794974.12233074,1794979.33559731,OK,3,RightArrow,5.19453177391551,3,\RIGHT,0,1,right,3
46,23103282,6,1794981.80714738,1794985.91971217,OK,5,RightArrow,4.10137133067474,3,\RIGHT,0,1,right,3
46,23103282,7,1794988.59139512,1794991.4031481,OK,8,RightArrow,2.78902353625745,3,\RIGHT,0,1,right,3
46,23103282,8,1794993.99478036,1794996.10609467,OK,8,RightArrow,2.07319182227366,4,\RIGHT,1,0,left,3
46,23103282,9,1794998.28746967,1795002.60016009,OK,5,LeftArrow,4.21211181324907,2,\LEFT,1,0,left,3
46,23103282,10,1795006.25245437,1795008.1636519,OK,12,RightArrow,1.89496653852984,4,\RIGHT,1,0,left,3
46,23103282,11,1795014.18742266,1795016.39881036,OK,3,LeftArrow,2.16750072874129,2,\LEFT,1,0,left,3
46,23103282,12,1795018.07986297,1795019.79092714,OK,0,RightArrow,1.69899465586059,4,\RIGHT,1,0,left,3
46,23103282,13,1795021.71214153,1795023.4232059,OK,2,RightArrow,1.69846672401764,4,\RIGHT,1,0,left,3
46,23103282,14,1795025.82472337,1795027.93603708,OK,8,LeftArrow,2.03362312377431,2,\LEFT,1,0,left,3
46,23103282,15,1795030.14742593,1795032.05861002,OK,6,LeftArrow,1.85499428980984,1,\LEFT,0,1,right,3
46,23103282,16,1795034.21996898,1795035.93104241,OK,5,LeftArrow,1.65400809282437,1,\LEFT,0,1,right,3
46,23103282,17,1795038.13241678,1795039.74342709,OK,6,RightArrow,1.50133510259911,4,\RIGHT,1,0,left,3
46,23103282,18,1795041.84474553,1795043.75593866,OK,6,RightArrow,1.88496856461279,4,\RIGHT,1,0,left,3
46,23103282,19,1795045.97733919,1795047.2881534,OK,7,RightArrow,1.25607692357153,4,\RIGHT,1,0,left,3
46,23103282,20,1795049.20936419,1795051.42074805,OK,3,LeftArrow,2.18392465100624,2,\LEFT,1,0,left,3
46,23103282,21,1795057.01425072,1795058.82537901,OK,11,RightArrow,1.77053458662704,3,\RIGHT,0,1,right,3
46,23103282,22,1795061.28692708,1795063.69843314,OK,10,RightArrow,2.32967472448945,4,\RIGHT,1,0,left,3
46,23103282,23,1795065.44953677,1795069.56211065,OK,1,RightArrow,4.08685987512581,3,\RIGHT,0,1,right,3
46,23103282,24,1795071.89356459,1795073.40450875,OK,6,LeftArrow,1.43465554364957,1,\LEFT,0,1,right,3
46,23103282,25,1795076.13622086,1795078.64779767,OK,12,LeftArrow,2.48769622156397,2,\LEFT,1,0,left,3
46,23103282,26,1795081.28945617,1795083.40077258,OK,12,LeftArrow,2.03830575407483,2,\LEFT,1,0,left,3
46,23103282,27,1795085.17188445,1795089.68471347,OK,2,LeftArrow,4.4114806028083,1,\LEFT,0,1,right,3
46,23103282,28,1795091.43581031,1795093.54712885,OK,1,RightArrow,2.01938235852867,3,\RIGHT,0,1,right,3
46,23103282,29,1795095.41830519,1795096.92924383,OK,4,LeftArrow,1.42882011644542,1,\LEFT,0,1,right,3
46,23103282,30,1795098.51023983,1795101.82230695,OK,1,RightArrow,3.2164612240158,3,\RIGHT,0,1,right,3
46,23103282,31,1795105.84483911,1795107.55590178,OK,6,LeftArrow,1.64154891995713,2,\LEFT,1,0,left,3
46,23103282,32,1795109.31700478,1795111.22820464,OK,4,RightArrow,1.84921520086937,4,\RIGHT,1,0,left,3
46,23103282,33,1795113.88987008,1795122.90551858,OK,11,RightArrow,8.93990019103512,3,\RIGHT,0,1,right,3
46,23103282,34,1795124.48651119,1795136.80422231,OK,1,RightArrow,12.2944747549482,3,\RIGHT,0,1,right,3
46,23103282,35,1795139.10567053,1795141.31705271,OK,8,LeftArrow,2.17097107181326,2,\LEFT,1,0,left,3
46,23103282,36,1795143.37833944,1795144.78922328,OK,6,RightArrow,1.35434786253609,4,\RIGHT,1,0,left,3
46,23103282,37,1795147.26077478,1795150.87303034,OK,9,LeftArrow,3.56744490028359,2,\LEFT,1,0,left,3
46,23103282,38,1795152.82425533,1795155.0356382,OK,5,LeftArrow,2.17978610470891,1,\LEFT,0,1,right,3
46,23103282,39,1795156.6166355,1795159.22827093,OK,1,LeftArrow,2.53133054682985,1,\LEFT,0,1,right,3
46,23103282,40,1795160.69918675,1795162.41025799,OK,1,RightArrow,1.63267487916164,3,\RIGHT,0,1,right,3
