subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,item,tType_study,eyes_1,eyes_2,transparency,pas,RoboRT,meanRoboRT,roboBCFS
40,14631367,1,2338139.90901902,2338156.02892081,OK,3,j,16.0511156427674,18,CFS,0,1,0.5,3#,3.78557867818766,2.34671662001737,j
40,14631367,2,2338172.34895161,2338181.96483134,OK,3,j,9.52154224971309,7,CFS,0,1,1,2@,4.70610395781435,2,j
40,14631367,3,2338190.17988046,2338191.89096215,OK,7,j,1.60997416824102,16,CFS,0,1,1,2@,2.02548885255644,2,j
40,14631367,4,2338201.57692626,2338213.3941804,OK,1,f,11.7074499134906,15,CATCH,0,0,0,,0,NaN,f
40,14631367,5,2338218.187125,2338222.79993438,OK,6,j,4.57672583404928,9,CFS,0,1,0.90483741803596,1!,2.48352133005275,2.04568180093028,j
40,14631367,6,2338228.93369108,2338231.0450172,OK,5,j,2.04559975955635,20,CFS,0,1,1,3#,3.0790022062339,2,j
40,14631367,7,2338237.01865965,2338242.6321518,OK,6,f,5.55991739127785,13,CFS,0,1,0.931062779704023,,0.829181715778542,2.03248971804528,j
40,14631367,8,2338247.73528741,2338254.04913434,OK,12,j,6.21853299345821,17,CFS,0,1,0.931062779704023,2@,2.47947684583074,2.03248971804528,j
40,14631367,9,2338259.18230969,2338269.19848275,OK,1,f,9.98648466728628,12,CATCH,0,0,0,,0,NaN,f
40,14631367,10,2338273.20091078,2338279.81500541,OK,10,j,6.53521967213601,5,CFS,0,1,1,2@,3.48632076563201,2,j
40,14631367,11,2338289.88115949,2338291.89240526,OK,7,j,1.99815453030169,19,CFS,0,1,1,2@,2.68579069885297,2,j
40,14631367,12,2338299.89736757,2338302.20877169,OK,3,j,2.20534606603906,6,CFS,0,1,0.945959468906766,3#,2.02619531457702,2.02520949557939,j
40,14631367,13,2338308.47259203,2338315.6870278,OK,1,f,7.18118472257629,1,CATCH,0,0,0,,0,NaN,f
40,14631367,14,2338319.38932888,2338322.20103001,OK,4,j,2.76811225432903,4,CFS,0,1,0.89483931681437,2@,1.60434749034844,2.05084267027036,j
40,14631367,15,2338327.28417816,2338337.10017181,OK,1,f,9.74430044507608,3,CATCH,0,0,0,,0,NaN,f
40,14631367,16,2338340.26215749,2338346.27585423,OK,7,j,5.94171226024628,8,CFS,0,1,0.846481724890614,2@,1.93685261799421,2.07690664456404,j
40,14631367,17,2338353.05001361,2338361.3650975,OK,5,j,8.28089742828161,2,CFS,0,1,1,2@,1.62726024161827,2,j
40,14631367,18,2338366.73842597,2338369.95036762,OK,1,j,3.15991684840992,14,CFS,0,1,1,2@,2.72586136664078,2,j
40,14631367,19,2338373.7627156,2338387.38104358,OK,1,f,13.5904841506854,11,CFS,0,1,1,,3.26353216464924,2,j
40,14631367,20,2338393.58490096,2338403.00071688,OK,8,f,9.34330442268401,10,CFS,0,1,1,,2.57591910544237,2,j
