subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,tType_study,correctDirection,eyes_1,eyes_2,eyePresent,RoboRT
2,1092768171,1,1819502.89296364,1819506.50986712,OK,7,RightArrow,3.60594835598022,3,\RIGHT,0,1,right,3
2,1092768171,2,1819508.58500787,1819512.10191621,OK,6,RightArrow,3.50586675177328,4,\RIGHT,1,0,left,3
2,1092768171,3,1819514.26040494,1819517.87732009,OK,7,RightArrow,3.60579342138954,3,\RIGHT,0,1,right,3
2,1092768171,4,1819519.93580139,1819523.45270504,OK,6,RightArrow,3.50601615337655,3,\RIGHT,0,1,right,3
2,1092768171,5,1819525.21115923,1819528.52805226,OK,3,LeftArrow,3.30598938907497,1,\LEFT,0,1,right,3
2,1092768171,6,1819530.08650308,1819533.20337824,OK,1,RightArrow,3.10597860394046,3,\RIGHT,0,1,right,3
2,1092768171,7,1819535.16184833,1819538.67876074,OK,5,RightArrow,3.50582268228754,4,\RIGHT,1,0,left,3
2,1092768171,8,1819540.7372357,1819544.25414555,OK,6,LeftArrow,3.50593134085648,2,\LEFT,1,0,left,3
2,1092768171,9,1819546.61264338,1819550.42957491,OK,9,RightArrow,3.80611948133446,4,\RIGHT,1,0,left,3
2,1092768171,10,1819552.88807518,1819556.80501486,OK,10,LeftArrow,3.90637290826999,1,\LEFT,0,1,right,3
2,1092768171,11,1819558.6301435,1819561.74702016,OK,1,LeftArrow,3.10598675976507,2,\LEFT,1,0,left,3
2,1092768171,12,1819564.00551602,1819567.72243618,OK,8,LeftArrow,3.70597335183993,2,\LEFT,1,0,left,3
2,1092768171,13,1819569.48088976,1819572.79778642,OK,3,RightArrow,3.30600554030389,3,\RIGHT,0,1,right,3
2,1092768171,14,1819575.05628363,1819578.77320047,OK,8,LeftArrow,3.7059768200852,2,\LEFT,1,0,left,3
2,1092768171,15,1819580.73167538,1819584.24858509,OK,5,LeftArrow,3.50602100137621,2,\LEFT,1,0,left,3
2,1092768171,16,1819586.20705202,1819589.72395913,OK,5,RightArrow,3.50606369739398,4,\RIGHT,1,0,left,3
2,1092768171,17,1819592.08245909,1819595.89939121,OK,9,LeftArrow,3.80598682328127,1,\LEFT,0,1,right,3
2,1092768171,18,1819597.85785463,1819601.37477191,OK,5,LeftArrow,3.50604955269955,1,\LEFT,0,1,right,3
2,1092768171,19,1819603.53325278,1819607.15016642,OK,7,LeftArrow,3.60600261250511,1,\LEFT,0,1,right,3
2,1092768171,20,1819609.50867031,1819613.32560228,OK,9,RightArrow,3.80596961220726,4,\RIGHT,1,0,left,3
