subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,tType,correctDirection,eyes_1,eyes_2,eyePresent,RoboRT
3,928238773,1,109191.3570235,109200.565693464,OK,6,RightArrow,9.12610678368947,4,\RIGHT,1,0,left,3
3,928238773,2,109205.632542987,109207.940955841,OK,5,LeftArrow,2.21010432306502,1,\LEFT,0,1,right,3
3,928238773,3,109213.12448498,109215.532921438,OK,6,RightArrow,2.36565923468152,3,\RIGHT,0,1,right,3
3,928238773,4,109221.141431365,109225.049924871,OK,8,LeftArrow,3.85211975449056,1,\LEFT,0,1,right,3
3,928238773,5,109232.458503497,109235.466946656,OK,3,RightArrow,2.99822848204349,3,\RIGHT,0,1,right,3
3,928238773,6,109240.600474256,109242.908882582,OK,5,RightArrow,2.24789449250966,3,\RIGHT,0,1,right,3
3,928238773,7,109295.619034899,109298.627501601,OK,5,LeftArrow,2.93773185333703,2,\LEFT,1,0,left,3
3,928238773,8,109303.594300053,109304.702675357,OK,7,RightArrow,1.09007907689374,4,\RIGHT,1,0,left,3
3,928238773,9,109308.111113626,109311.219551413,OK,10,RightArrow,3.09276397248323,4,\RIGHT,1,0,left,3
3,928238773,10,109314.086306036,109316.7947303,OK,0,LeftArrow,2.63736070689629,1,\LEFT,0,1,right,3
3,928238773,11,109324.919975623,109326.628401094,OK,0,LeftArrow,1.65097474236973,1,\LEFT,0,1,right,3
3,928238773,12,109329.370118667,109330.478486123,OK,7,RightArrow,1.01656002545496,4,\RIGHT,1,0,left,3
3,928238773,13,109336.636993967,109341.445475642,OK,5,LeftArrow,4.79692651143705,2,\LEFT,1,0,left,3
3,928238773,14,109345.753929848,109347.562314329,OK,5,RightArrow,1.70372939392109,4,\RIGHT,1,0,left,3
3,928238773,15,109353.345838397,109355.054189614,OK,0,LeftArrow,1.67931299272459,2,\LEFT,1,0,left,3
3,928238773,16,109357.587595511,109359.09593061,OK,6,LeftArrow,1.40527947967348,2,\LEFT,1,0,left,3
3,928238773,17,109363.571093741,109365.37948124,OK,10,LeftArrow,1.79728208277083,2,\LEFT,1,0,left,3
3,928238773,18,109367.937896962,109372.846344588,OK,4,RightArrow,4.85406332310231,3,\RIGHT,0,1,right,3
3,928238773,19,109376.088095363,109380.596553916,OK,10,RightArrow,4.47937988118792,3,\RIGHT,0,1,right,3
3,928238773,20,109385.630012031,109386.638373995,OK,6,LeftArrow,0.977068969368702,1,\LEFT,0,1,right,3
