subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,tType_study,correctDirection,eyes_1,eyes_2,eyePresent,RoboRT
3,1093144944,1,1823270.22419965,1823273.74110244,OK,5,RightArrow,3.50582155073062,3,\RIGHT,0,1,right,3
3,1093144944,2,1823276.11627105,1823279.93317887,OK,9,LeftArrow,3.80590825737454,1,\LEFT,0,1,right,3
3,1093144944,3,1823282.09168524,1823285.70860435,OK,7,RightArrow,3.6058694133535,3,\RIGHT,0,1,right,3
3,1093144944,4,1823287.66707457,1823291.18398594,OK,5,RightArrow,3.50585112487897,3,\RIGHT,0,1,right,3
3,1093144944,5,1823293.34246938,1823296.959393,OK,7,LeftArrow,3.60569795151241,2,\LEFT,1,0,left,3
3,1093144944,6,1823298.7178437,1823302.03475121,OK,3,RightArrow,3.30579777201638,4,\RIGHT,1,0,left,3
3,1093144944,7,1823303.99321377,1823307.51012544,OK,5,LeftArrow,3.5057537695393,1,\LEFT,0,1,right,3
3,1093144944,8,1823309.56861123,1823313.08551408,OK,6,LeftArrow,3.50596069474705,2,\LEFT,1,0,left,3
3,1093144944,9,1823314.94397643,1823318.3608834,OK,4,RightArrow,3.40592783782631,4,\RIGHT,1,0,left,3
3,1093144944,10,1823320.31935242,1823323.83626759,OK,5,RightArrow,3.50591896031983,4,\RIGHT,1,0,left,3
3,1093144944,11,1823326.16143073,1823329.67834121,OK,6,LeftArrow,3.50583459762856,2,\LEFT,1,0,left,3
3,1093144944,12,1823331.9368408,1823335.65376566,OK,8,RightArrow,3.70601515518501,3,\RIGHT,0,1,right,3
3,1093144944,13,1823337.21220996,1823340.32909481,OK,1,RightArrow,3.1059419340454,4,\RIGHT,1,0,left,3
3,1093144944,14,1823342.6875979,1823346.50453066,OK,9,LeftArrow,3.80599617562257,1,\LEFT,0,1,right,3
3,1093144944,15,1823348.56270109,1823352.07992511,OK,6,RightArrow,3.50630963523872,3,\RIGHT,0,1,right,3
3,1093144944,16,1823353.93838941,1823357.35529534,OK,4,LeftArrow,3.40597508009523,2,\LEFT,1,0,left,3
3,1093144944,17,1823359.11375702,1823362.43065342,OK,3,LeftArrow,3.30594487860799,1,\LEFT,0,1,right,3
3,1093144944,18,1823364.08910468,1823367.30599002,OK,2,LeftArrow,3.20595509768464,1,\LEFT,0,1,right,3
3,1093144944,19,1823369.16445598,1823372.58136958,OK,4,RightArrow,3.40602699760348,4,\RIGHT,1,0,left,3
3,1093144944,20,1823374.53983482,1823378.05674562,OK,5,LeftArrow,3.50598628516309,2,\LEFT,1,0,left,3
