subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,list,tType_study,trial_test,item_test,pair_test,tType_test,gonogo_answer,name,name_test,roboBCFS_1,roboBCFS_2,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,response_cue,rt_cue,RoboRT_cue,response_noise,rt_noise,RoboRT_noise
54,282677845,1,12698896.3342134,12699175.0298531,12698915.055999,12699204.9587165,OK,OK,0,0,f,NO RESPONSE,18.6127158571035,NaN,53,23,1,Not Studied,2,184,181,CFS,go,floss,mailbox,f,f,0,0,12699537.9985285,12699542.8812745,12699546.9041721,12699548.715307,Return,Return,2,1,1,,,0.1,0.1,NO RESPONSE,4.87091051787138,1,Return,1.74903280287981,1
54,282677845,2,12698919.0785425,12699235.9582456,12698923.9916732,12699240.8713349,OK,OK,1,2,NO RESPONSE,NO RESPONSE,NaN,NaN,32,122,1,Binocular,12,53,23,Not Studied,go,chain,floss,z,z,1,1,12699555.5095751,12699563.3041484,12699566.3364003,12699571.2494734,Return,OK,1,1,1,,,0.1,0.1,NO RESPONSE,7.77492899633944,1,NO RESPONSE,NaN,1
54,282677845,3,12698927.0435764,12699245.1039868,12698931.9566754,12699250.0170825,OK,OK,7,10,NO RESPONSE,NO RESPONSE,NaN,NaN,8,153,1,Binocular,4,50,80,CFS,go,bed,dresser,z,z,1,1,12699574.5215241,12699577.6431875,12699580.4352572,12699581.9462414,Return,Return,5,1,1,,,0.1,0.1, ,3.10628542304039,1,Return,1.48045152798295,1
54,282677845,4,12698934.7684287,12699253.6593995,12698951.2888794,12699269.3793051,OK,OK,4,7,f,f,16.4168381430209,15.6389452926815,153,8,1,CFS,11,8,153,Binocular,go,knife,bed,j,j,0,1,12699583.7173167,12699585.438104,12699587.6598408,12699588.9706507,Return,Return,2,1,1,,,0.1,0.1, ,1.70211616903543,1,Return,1.23153720423579,1
54,282677845,5,12698959.5640642,12699274.332457,12698989.4929269,12699304.2612729,OK,OK,0,0,NO RESPONSE,NO RESPONSE,NaN,NaN,50,80,1,Not Studied,3,85,25,Not Studied,go,dresser,foot stool,f,f,0,0,12699591.7223388,12699594.0435251,12699597.2458768,12699598.8568501,Return,Return,10,1,1,,,0.1,0.1,NO RESPONSE,2.30472251214087,1,Return,1.51702471449971,1
54,282677845,6,12698995.9670079,12699308.6940653,12699013.1879062,12699338.6228909,OK,OK,3,7,f,NO RESPONSE,17.1112882625312,NaN,141,155,1,CFS,8,56,99,Binocular,go,purse,clothes pin,j,j,0,1,12699602.8593796,12699604.7602764,12699606.891943,12699609.603604,Return,Return,1,1,1,,,0.1,0.1,NO RESPONSE,1.88710378855467,1,Return,2.63845871388912,1
54,282677845,7,12699016.1397309,12699343.2358355,12699040.0648099,12699373.1646865,OK,OK,0,10,f,NO RESPONSE,23.8813520632684,NaN,61,121,1,CFS,10,143,128,CFS,go,glass,high heel,j,j,0,1,12699618.7394008,12699620.1299516,12699622.5317933,12699623.4423833,Return,Return,7,1,1,,,0.1,0.1,NO RESPONSE,1.37444229796529,1,Return,0.869962712749839,1
54,282677845,8,12699043.907232,12699381.0796853,12699070.1337612,12699397.9002837,OK,OK,9,2,j,j,26.1205046065152,16.7326224986464,85,25,1,CFS,5,141,155,Binocular,nogo,foot stool,purse,j,j,0,1,12699625.6337239,12699628.5553124,12699630.8170314,12699635.7301033,Return,OK,3,1,1,3#,3#,0.1,0.1,NO RESPONSE,2.90373866818845,1,NO RESPONSE,NaN,1
54,282677845,9,12699092.1676467,12699406.5657488,12699122.0965076,12699436.4945946,OK,OK,0,0,NO RESPONSE,NO RESPONSE,NaN,NaN,172,170,1,Not Studied,9,172,170,Not Studied,go,paint brush,paint brush,f,f,0,0,12699637.7914229,12699639.4421134,12699642.1541634,12699643.9652527,Return,Return,10,1,1,,,0.1,0.1,NO RESPONSE,1.63351171649992,1,Return,1.71062135882676,1
54,282677845,10,12699125.2985298,12699439.9767794,12699155.2273814,12699462.7011101,OK,OK,0,0,NO RESPONSE,f,NaN,22.6885353978723,56,99,1,Not Studied,6,61,121,Not Studied,nogo,clothes pin,glass,f,f,0,0,12699645.8264636,12699648.3177174,12699651.0998102,12699656.012904,Return,OK,8,1,1,,,0.1,0.1, ,2.47802617587149,1,NO RESPONSE,NaN,1
54,282677845,11,12699159.8402403,12699468.1045127,12699164.7533704,12699473.0175954,OK,OK,3,7,NO RESPONSE,NO RESPONSE,NaN,NaN,143,128,1,Binocular,7,153,8,Binocular,go,high heel,knife,z,z,1,1,12699657.7139432,12699660.6454649,12699663.3775553,12699666.9898277,Return,Return,10,1,1,,,0.1,0.1,NO RESPONSE,2.91796086728573,1,Return,3.55815792642534,1
54,282677845,12,12699167.6151798,12699476.5998523,12699172.5282794,12699481.5129489,OK,OK,5,8,NO RESPONSE,NO RESPONSE,NaN,NaN,184,181,1,Binocular,1,32,122,CFS,nogo,mailbox,chain,z,z,1,1,12699669.5914461,12699670.5020253,12699672.3531952,12699677.266302,Return,OK,2,1,1,,,0.1,0.1,NO RESPONSE,0.89599896594882,1,NO RESPONSE,NaN,1
54,282677845,13,12699688.1631908,12699796.1212097,12699691.9755747,12699800.4339176,OK,OK,7,2,j,j,3.76335461251438,4.28825667127967,4,34,2,CFS,17,110,102,CFS,go,bandana,lazy chair,j,j,0,1,12699947.0863103,12699950.9484132,12699953.2902359,12699955.1013816,Return,Return,6,1,1,3#,3#,0.1,0.1,NO RESPONSE,3.85200694575906,1,Return,1.76000831834972,1
54,282677845,14,12699698.1194261,12699805.8372695,12699700.2307675,12699808.849226,OK,OK,4,5,j,j,2.08676457218826,2.90783988498151,107,64,2,CFS,15,147,146,Not Studied,go,ring,hole punch,j,j,0,1,12699957.0525724,12699959.8440557,12699964.2871389,12699966.298416,Return,Return,5,1,1,3#,3#,0.1,0.1,NO RESPONSE,2.78135052509606,1,Return,1.90657121501863,1
54,282677845,15,12699704.9237247,12699813.3520572,12699708.6360892,12699820.2664218,OK,OK,0,0,f,f,3.67407232150435,6.83252412825823,81,96,2,Not Studied,21,107,64,CFS,go,stroller,ring,f,f,0,0,12699967.899444,12699970.0704747,12699972.6824471,12699975.2940977,Return,Return,9,1,1,,,0.1,0.1,NO RESPONSE,2.15801593661308,1,Return,2.5268012881279,1
54,282677845,16,12699711.3777989,12699823.2682963,12699717.0913741,12699837.387206,OK,OK,0,0,f,f,5.65151607990265,14.0434815939516,147,146,2,Not Studied,14,155,141,Binocular,go,hole punch,lamp,f,f,0,0,12699976.8750736,12699977.8356957,12699979.6368348,12699980.6474523,Return,Return,2,1,1,,,0.1,0.1,NO RESPONSE,0.941995562985539,1,Return,0.964179927483201,1
54,282677845,17,12699719.5029118,12699839.6486051,12699723.8156399,12699850.1652534,OK,OK,0,0,f,f,4.23019790090621,10.486514762044,110,102,2,Not Studied,13,4,34,Not Studied,go,lazy chair,bandana,f,f,0,0,12699982.4085461,12699984.0192591,12699986.2209505,12699987.7319702,Return,Return,6,1,1,,,0.1,0.1, ,1.59226349927485,1,Return,1.44378929771483,1
54,282677845,18,12699727.55801,12699852.8369429,12699732.4711045,12699857.7500416,OK,OK,10,1,NO RESPONSE,NO RESPONSE,NaN,NaN,155,141,2,Binocular,16,177,179,Binocular,go,lamp,paper towel,z,z,1,1,12699989.2528882,12699990.5233635,12699993.2754209,12699994.5862507,Return,Return,7,1,1,,,0.1,0.1, ,1.25958557985723,1,Return,1.23696564882994,1
54,282677845,19,12699734.3822813,12699860.3117031,12699738.8951302,12699873.9301854,OK,OK,1,7,f,f,4.47811582498252,13.5743620656431,16,13,2,CFS,22,161,163,CFS,go,book,pen,j,j,0,1,12699996.1572345,12699999.2388655,12700001.3404937,12700003.4518327,Return,Return,3,1,1,,,0.1,0.1,NO RESPONSE,3.06685161963105,1,Return,2.09145590476692,1
54,282677845,20,12699741.4867737,12699876.5118519,12699746.3998791,12699881.4249437,OK,OK,4,2,NO RESPONSE,NO RESPONSE,NaN,NaN,45,165,2,Binocular,23,69,30,Binocular,nogo,cutting board,umbrella,z,z,1,1,12700005.1028525,12700006.9136828,12700008.8652306,12700013.7783019,Return,OK,4,1,1,,,0.1,0.1,NO RESPONSE,1.80087530054152,1,NO RESPONSE,NaN,1
54,282677845,21,12699748.2710435,12699883.3961799,12699760.9890637,12699901.8177601,OK,OK,0,0,f,f,12.6203185170889,18.3125186581165,161,163,2,Not Studied,19,81,96,Not Studied,go,pen,stroller,f,f,0,0,12700016.3199366,12700018.0106737,12700020.5222817,12700021.7333466,Return,Return,10,1,1,,,0.1,0.1,NO RESPONSE,1.67126814648509,1,Return,1.19675458408892,1
54,282677845,22,12699765.5719527,12699905.6502015,12699770.4850405,12699910.5633168,OK,OK,5,10,NO RESPONSE,NO RESPONSE,NaN,NaN,25,85,2,Binocular,24,16,13,Not Studied,nogo,calculator,book,z,z,1,1,12700023.2442674,12700024.3049495,12700026.2759316,12700031.1892965,Return,OK,3,1,1,,,0.1,0.1,NO RESPONSE,1.05065170675516,1,NO RESPONSE,NaN,1
54,282677845,23,12699773.1267139,12699913.2450374,12699783.0429727,12699931.4664847,OK,OK,4,1,f,f,9.86758263781667,18.126278668642,69,30,2,CFS,20,45,165,Binocular,go,umbrella,cutting board,j,j,0,1,12700034.9416445,12700036.0920668,12700037.7934619,12700039.404491,Return,Return,1,1,1,,,0.1,0.1,NO RESPONSE,1.13670723512769,1,Return,1.54884408600628,1
54,282677845,24,12699787.6758366,12699934.2382159,12699792.588977,12699939.1513224,OK,OK,6,2,NO RESPONSE,NO RESPONSE,NaN,NaN,177,179,2,Binocular,18,25,85,CFS,nogo,paper towel,calculator,z,z,1,1,12700041.0154939,12700042.2162133,12700045.268168,12700050.181267,Return,OK,10,1,1,,,0.1,0.1, ,1.18254476040602,1,NO RESPONSE,NaN,1
54,282677845,25,12700087.9050466,12700238.0496484,12700092.8181471,12700242.9627383,OK,OK,9,5,NO RESPONSE,NO RESPONSE,NaN,NaN,52,26,3,Binocular,30,113,76,CFS,go,deoderant,radio,z,z,1,1,12700333.509749,12700337.6520715,12700339.4335104,12700340.7443231,Return,Return,1,1,1,,,0.1,0.1,NO RESPONSE,4.13048251345754,1,Return,1.20667483843863,1
54,282677845,26,12700094.7493676,12700245.2942233,12700099.6624146,12700250.2073169,OK,OK,1,2,NO RESPONSE,NO RESPONSE,NaN,NaN,113,76,3,Binocular,25,174,131,Not Studied,go,radio,paint tray,z,z,1,1,12700342.4954163,12700343.3959363,12700345.2968868,12700346.8081755,Return,Return,2,1,1,,,0.1,0.1,NO RESPONSE,0.888568660244346,1,Return,1.44701123051345,1
54,282677845,27,12700101.9639294,12700252.838958,12700107.6775074,12700255.650744,OK,OK,3,1,j,j,5.65508755296469,2.74924771860242,97,151,3,CFS,35,163,161,CFS,go,scissors,moccosin,j,j,0,1,12700348.42914,12700352.3213043,12700354.7331522,12700357.8451209,Return,Return,6,1,1,3#,3#,0.1,0.1,NO RESPONSE,3.87439052946866,1,Return,3.01828025467694,1
54,282677845,28,12700113.2009759,12700260.5738275,12700141.9290792,12700266.8877763,OK,OK,0,0,f,f,28.656466094777,6.2137492634356,95,66,3,Not Studied,33,121,61,Binocular,go,shoe,mug,f,f,0,0,12700359.6762755,12700360.5464857,12700363.1384746,12700364.6494348,Return,Return,10,1,1,,,0.1,0.1,NO RESPONSE,0.850946854799986,1,Return,1.41257302090526,1
54,282677845,29,12700144.7508548,12700269.4094253,12700160.3706942,12700276.2236943,OK,OK,0,0,f,f,15.6017167940736,6.74577887356281,78,98,3,Not Studied,31,122,32,Not Studied,go,sweater,lure,f,f,0,0,12700367.7713361,12700368.6115447,12700370.5231124,12700372.4342557,Return,Return,2,1,1,,,0.1,0.1,NO RESPONSE,0.827391795814037,1,Return,1.80346455797553,1
54,282677845,30,12700162.6921582,12700278.3850393,12700180.0130604,12700285.9998548,OK,OK,0,0,f,f,17.2355472613126,7.53771160729229,122,32,3,Not Studied,29,52,26,Binocular,go,lure,deoderant,f,f,0,0,12700374.6656954,12700376.0362336,12700378.3180087,12700379.8289647,Return,Return,7,1,1,,,0.1,0.1,NO RESPONSE,1.35677690990269,1,Return,1.46437326259911,1
