subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,tType_study,correctDirection,eyes_1,eyes_2,eyePresent,RoboRT
200,1150885668,1,155753.876880851,155754.885276745,ESCAPE,6,Escape,0.94325957482215,3,\RIGHT,0,1,right,3
200,1150885668,2,NaN,NaN,EMPTY,6,,NaN,3,\RIGHT,0,1,right,3
200,1150885668,3,NaN,NaN,EMPTY,6,,NaN,2,\LEFT,1,0,left,3
200,1150885668,4,NaN,NaN,EMPTY,7,,NaN,4,\RIGHT,1,0,left,3
200,1150885668,5,NaN,NaN,EMPTY,3,,NaN,4,\RIGHT,1,0,left,3
200,1150885668,6,NaN,NaN,EMPTY,10,,NaN,1,\LEFT,0,1,right,3
200,1150885668,7,NaN,NaN,EMPTY,8,,NaN,2,\LEFT,1,0,left,3
200,1150885668,8,NaN,NaN,EMPTY,8,,NaN,3,\RIGHT,0,1,right,3
200,1150885668,9,NaN,NaN,EMPTY,6,,NaN,2,\LEFT,1,0,left,3
200,1150885668,10,NaN,NaN,EMPTY,5,,NaN,1,\LEFT,0,1,right,3
200,1150885668,11,NaN,NaN,EMPTY,3,,NaN,4,\RIGHT,1,0,left,3
200,1150885668,12,NaN,NaN,EMPTY,5,,NaN,1,\LEFT,0,1,right,3
200,1150885668,13,NaN,NaN,EMPTY,2,,NaN,3,\RIGHT,0,1,right,3
200,1150885668,14,NaN,NaN,EMPTY,3,,NaN,1,\LEFT,0,1,right,3
200,1150885668,15,NaN,NaN,EMPTY,4,,NaN,2,\LEFT,1,0,left,3
200,1150885668,16,NaN,NaN,EMPTY,4,,NaN,4,\RIGHT,1,0,left,3
200,1150885668,17,NaN,NaN,EMPTY,2,,NaN,3,\RIGHT,0,1,right,3
200,1150885668,18,NaN,NaN,EMPTY,10,,NaN,4,\RIGHT,1,0,left,3
200,1150885668,19,NaN,NaN,EMPTY,2,,NaN,2,\LEFT,1,0,left,3
200,1150885668,20,NaN,NaN,EMPTY,0,,NaN,1,\LEFT,0,1,right,3
