subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,item,tType,eyes_1,eyes_2,transparency,pas,RoboRT,meanRoboRT
3,894076960,1,1553826.07408864,1553847.18409193,SPACE,8,space,21.089885025518,4,CFS,0,1,0.5,,2.97706811245799,2.34671662001737
3,894076960,2,1553850.10905246,1553878.92002439,SPACE,7,space,28.7095194256399,1,CATCH,0,0,0,,0,NaN
3,894076960,3,1553883.24537521,1553897.75491124,SPACE,9,space,14.4763488897588,2,CFS,0,1,0.5,,3.48717693051764,2.34671662001737
3,894076960,4,1553900.66317739,1553922.17354954,OK,4,Return,21.4494842903223,3,CFS,0,1,0.5,2,2.85370732204573,2.34671662001737
3,894076960,5,1553938.49987353,1553974.41115666,OK,1,NO RESPONSE,NaN,5,CFS,0,1,0.5,,3.64704533908056,2.34671662001737
