subject,seed,dominantEye,sex,ethnicity,race,trial,item,tStart,tEnd,exitFlag,jitter,tType,eyes_1,eyes_2,transparency,pas,response,rt,RoboRT,meanRoboRT
3,773034252,Right,Female,Not Hispanic or Latino,White,1,90,360794.708361607,360800.750637823,OK,1,CFS,1,0,0.606530659712633,2@,Return,5.9636872621486,4.36240354911804,2.24275136409242
3,773034252,Right,Female,Not Hispanic or Latino,White,2,73,360808.876490869,360817.377376818,OK,4,CFS,1,0,0.472366552741015,2@,Return,8.49908929882804,4.43959940523892,2.3784840742878
3,773034252,Right,Female,Not Hispanic or Latino,White,3,66,360822.09454992,360835.220957175,SPACE,6,CFS,1,0,0.416862019678508,,space,13.0087456894689,2.97211992049019,2.45026470225274
3,773034252,Right,Female,Not Hispanic or Latino,White,4,68,360838.796324414,360846.547123126,OK,5,CFS,1,0,0.367879441171442,3#,Return,7.67473599629011,3.21958546842821,2.52478821136401
3,773034252,Right,Female,Not Hispanic or Latino,White,5,48,360849.447421119,360861.948739628,SPACE,4,CFS,1,0,0.32465246735835,,space,12.3912335427594,3.21116490953579,2.60215941258796
3,773034252,Right,Female,Not Hispanic or Latino,White,6,24,360864.657387094,360873.158252818,OK,2,CFS,1,0,0.28650479686019,2@,Return,8.43712328304537,3.4008713782694,2.6824871219273
3,773034252,Right,Female,Not Hispanic or Latino,White,7,67,360876.441965364,360885.192907156,SPACE,7,NULL,0,0,0,,space,8.66023631748976,0,NaN
3,773034252,Right,Female,Not Hispanic or Latino,White,8,32,360888.868263769,360898.244205864,SPACE,8,NULL,0,0,0,,space,9.28175228927284,0,NaN
3,773034252,Right,Female,Not Hispanic or Latino,White,9,10,360900.544498483,360912.170721002,SPACE,5,CFS,1,0,0.252839595804746,,space,11.509223528381,3.83235455756684,2.76588431346151
3,773034252,Right,Female,Not Hispanic or Latino,White,10,15,360915.246028775,360919.621461336,OK,2,CFS,1,0,0.22313016014843,2@,Return,4.33554131328128,3.52060932770987,2.85246827823525
3,773034252,Right,Female,Not Hispanic or Latino,White,11,43,360927.338976139,360935.214824959,SPACE,6,CFS,1,0,0.196911675204194,,space,7.78625568695134,3.97721685526596,2.94236078921826
3,773034252,Right,Female,Not Hispanic or Latino,White,12,25,360937.465043805,360942.465575375,OK,0,CFS,1,0,0.173773943450445,1!,Return,4.93206296005519,3.87014019540865,3.03568827256864
3,773034252,Right,Female,Not Hispanic or Latino,White,13,80,360944.590793617,360957.967206004,SPACE,7,NULL,0,0,0,,space,13.3500047693378,0,NaN
3,773034252,Right,Female,Not Hispanic or Latino,White,14,3,360959.99244121,360966.368096541,SPACE,4,CFS,1,0,0.153354966844928,,space,6.29218173451955,1.17138355891201,3.13258198544045
3,773034252,Right,Female,Not Hispanic or Latino,White,15,99,360968.626668361,360973.752224683,OK,7,CFS,1,0,0.135335283236613,1!,Return,5.01781768590445,1.37416571807081,3.23317820058576
3,773034252,Right,Female,Not Hispanic or Latino,White,16,83,360976.177463572,360982.928201007,OK,1,CFS,1,0,0.11943296826672,2@,Return,6.70673399680527,3.95961691991945,3.33761839801065
3,773034252,Right,Female,Not Hispanic or Latino,White,17,35,360985.895189373,360991.770807575,OK,0,CFS,1,0,0.105399224561864,0),Return,5.7649020535755,1.99698329692122,3.44604946395477
3,773034252,Right,Female,Not Hispanic or Latino,White,18,29,360995.179473937,361004.930533151,OK,4,CFS,1,0,0.0930144892106635,1!,Return,9.72835416946327,3.0885197232565,3.55862389747432
3,773034252,Right,Female,Not Hispanic or Latino,White,19,36,361007.464143066,361020.715519833,OK,1,CFS,1,0,0.0820849986238988,1!,Return,13.1553160558688,3.79960101519547,3.67550002491901
3,773034252,Right,Female,Not Hispanic or Latino,White,20,12,361022.390705596,361032.016718324,OK,0,CFS,1,0,0.0724397570342515,0),Return,9.56453300378053,5.05038738666094,3.79684222260455
3,773034252,Right,Female,Not Hispanic or Latino,White,21,21,361037.992333448,361042.242797703,CAUGHT,3,NULL,0,0,0,,Return,4.21869506215444,0,NaN
3,773034252,Right,Female,Not Hispanic or Latino,White,22,11,361048.410133083,361066.161981652,CAUGHT,5,NULL,0,0,0,,Return,17.7204394910368,0,NaN
3,773034252,Right,Female,Not Hispanic or Latino,White,23,51,361068.587269744,361107.591363824,SPACE,7,CFS,1,0,0.0666666666666667,,space,38.9103775863186,5.71268280899792,3.88001507126398
3,773034252,Right,Female,Not Hispanic or Latino,White,24,30,361110.024974704,361114.77548122,OK,3,CFS,1,0,0.0666666666666667,1!,Return,4.64054168760777,4.96490438023563,3.88001507126398
3,773034252,Right,Female,Not Hispanic or Latino,White,25,20,361117.400741722,361125.276600504,OK,6,CFS,1,0,0.0666666666666667,2@,Return,7.80059930594871,4.73095101152243,3.88001507126398
3,773034252,Right,Female,Not Hispanic or Latino,White,26,31,361127.126770087,361132.752361726,SPACE,7,CFS,1,0,0.0666666666666667,,Return,5.52240288670873,5.59846894652958,3.88001507126398
3,773034252,Right,Female,Not Hispanic or Latino,White,27,37,361134.794271185,361136.91950935,OK,1,CFS,1,0,0.0666666666666667,2@,Return,2.06275869108504,4.18070550404906,3.88001507126398
3,773034252,Right,Female,Not Hispanic or Latino,White,28,69,361138.569663659,361161.197041383,OK,5,CFS,1,0,0.0666666666666667,2@,Return,22.5429104162031,4.56547518217386,3.88001507126398
3,773034252,Right,Female,Not Hispanic or Latino,White,29,94,361163.605646468,361169.231255615,OK,6,CFS,1,0,0.0666666666666667,1!,Return,5.61076927534305,6.6577510352039,3.88001507126398
3,773034252,Right,Female,Not Hispanic or Latino,White,30,18,361171.656481524,361180.657432976,SPACE,7,CFS,1,0,0.0666666666666667,,space,8.89571671612794,3.50150863265208,3.88001507126398
3,773034252,Right,Female,Not Hispanic or Latino,White,31,82,361185.132912565,361206.885193997,CAUGHT,2,NULL,0,0,0,,Return,21.698761060019,0,NaN
3,773034252,Right,Female,Not Hispanic or Latino,White,32,14,361209.318822083,361209.94388487,SPACE,3,CFS,1,0,0.0666666666666667,,space,0.57674159144517,4.9034948737387,3.88001507126398
3,773034252,Right,Female,Not Hispanic or Latino,White,33,78,361211.677382373,361212.17744214,SPACE,8,CFS,1,0,0.0666666666666667,,space,0.378164663969073,3.36049903587291,3.88001507126398
3,773034252,Right,Female,Not Hispanic or Latino,White,34,62,361213.860966086,361214.236017703,SPACE,2,NULL,0,0,0,,space,0.322525259340182,0,NaN
3,773034252,Right,Female,Not Hispanic or Latino,White,35,74,361215.936169416,361217.436354756,SPACE,2,CFS,1,0,0.0666666666666667,,space,1.41520004638005,5.61673484347963,3.88001507126398
3,773034252,Right,Female,Not Hispanic or Latino,White,36,96,361219.119858176,361219.744932432,SPACE,3,NULL,0,0,0,,space,0.511488056101371,0,NaN
3,773034252,Right,Female,Not Hispanic or Latino,White,37,8,361221.836749645,361226.33727729,OK,6,CFS,1,0,0.0666666666666667,2@,Return,4.38648926356109,4.11461163889565,3.88001507126398
3,773034252,Right,Female,Not Hispanic or Latino,White,38,38,361228.670850499,361230.67109138,SPACE,1,CFS,1,0,0.0666666666666667,,space,1.88830613810569,4.39598232586556,3.88001507126398
3,773034252,Right,Female,Not Hispanic or Latino,White,39,65,361232.579601078,361233.079628849,CAUGHT,4,NULL,0,0,0,,Return,0.48349840863375,0,NaN
3,773034252,Right,Female,Not Hispanic or Latino,White,40,50,361235.354881262,361244.9809118,OK,8,CFS,1,0,0.0666666666666667,2@,Return,9.58797669183696,4.42478911346265,3.88001507126398
3,773034252,Right,Female,Not Hispanic or Latino,White,41,45,361248.781316408,361250.531507182,SPACE,4,CFS,1,0,0.0666666666666667,,space,1.72141539322911,3.81747173839319,3.88001507126398
3,773034252,Right,Female,Not Hispanic or Latino,White,42,79,361252.548382773,361253.048434089,SPACE,3,CFS,1,0,0.0666666666666667,,space,0.426310781855136,2.07771156639099,3.88001507126398
3,773034252,Right,Female,Not Hispanic or Latino,White,43,41,361254.873625345,361255.373694772,SPACE,5,CFS,1,0,0.0666666666666667,,space,0.389029386395123,5.48716541894462,3.88001507126398
