subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,item,tType_study,eyes_1,eyes_2,transparency,pas,RoboRT,meanRoboRT,roboBCFS
197,1109145015,1,1983262.85043718,1983263.96718501,ESCAPE,1,ESCAPE,1.00675802724436,4,CFS,0,1,0.5,,4.05837168311723,2.34671662001737,j
197,1109145015,2,NaN,NaN,EMPTY,5,,NaN,1,CFS,0,1,NaN,,NaN,NaN,j
197,1109145015,3,NaN,NaN,EMPTY,0,,NaN,16,CFS,0,1,NaN,,NaN,NaN,j
197,1109145015,4,NaN,NaN,EMPTY,0,,NaN,5,CFS,0,1,NaN,,NaN,NaN,j
197,1109145015,5,NaN,NaN,EMPTY,10,,NaN,7,CFS,0,1,NaN,,NaN,NaN,j
197,1109145015,6,NaN,NaN,EMPTY,0,,NaN,19,CFS,0,1,NaN,,NaN,NaN,j
197,1109145015,7,NaN,NaN,EMPTY,1,,NaN,6,CATCH,0,0,NaN,,NaN,NaN,f
197,1109145015,8,NaN,NaN,EMPTY,4,,NaN,10,CFS,0,1,NaN,,NaN,NaN,j
197,1109145015,9,NaN,NaN,EMPTY,7,,NaN,14,CFS,0,1,NaN,,NaN,NaN,j
197,1109145015,10,NaN,NaN,EMPTY,2,,NaN,12,CFS,0,1,NaN,,NaN,NaN,j
197,1109145015,11,NaN,NaN,EMPTY,10,,NaN,17,CFS,0,1,NaN,,NaN,NaN,j
197,1109145015,12,NaN,NaN,EMPTY,1,,NaN,9,CATCH,0,0,NaN,,NaN,NaN,f
197,1109145015,13,NaN,NaN,EMPTY,1,,NaN,18,CATCH,0,0,NaN,,NaN,NaN,f
197,1109145015,14,NaN,NaN,EMPTY,7,,NaN,3,CFS,0,1,NaN,,NaN,NaN,j
197,1109145015,15,NaN,NaN,EMPTY,8,,NaN,11,CFS,0,1,NaN,,NaN,NaN,j
197,1109145015,16,NaN,NaN,EMPTY,1,,NaN,2,CFS,0,1,NaN,,NaN,NaN,j
197,1109145015,17,NaN,NaN,EMPTY,1,,NaN,13,CATCH,0,0,NaN,,NaN,NaN,f
197,1109145015,18,NaN,NaN,EMPTY,2,,NaN,15,CFS,0,1,NaN,,NaN,NaN,j
197,1109145015,19,NaN,NaN,EMPTY,10,,NaN,8,CFS,0,1,NaN,,NaN,NaN,j
197,1109145015,20,NaN,NaN,EMPTY,5,,NaN,20,CFS,0,1,NaN,,NaN,NaN,j
