subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,tType,correctDirection,eyes_1,eyes_2,eyePresent,RoboRT
12,945419653,1,81906.3659704971,81925.2760139938,OK,6,RightArrow,18.8628804457694,4,\RIGHT,1,0,left,3
12,945419653,2,81927.8179061182,81932.2266392787,OK,0,RightArrow,4.38667839863047,4,\RIGHT,1,0,left,3
12,945419653,3,81934.6101901965,81937.9188273683,OK,0,LeftArrow,3.21816721955838,1,\LEFT,0,1,right,3
12,945419653,4,81940.5523941332,81947.6613717932,OK,4,LeftArrow,7.08361853245879,1,\LEFT,0,1,right,3
12,945419653,5,81950.3283009699,81956.4371699634,OK,0,RightArrow,6.05937897122931,3,\RIGHT,0,1,right,3
12,945419653,6,81959.6874233675,81964.1961658854,OK,8,LeftArrow,4.41198711698235,2,\LEFT,1,0,left,3
12,945419653,7,81967.4631687137,81970.6718309391,OK,10,LeftArrow,3.17997035820736,2,\LEFT,1,0,left,3
12,945419653,8,81973.4470468383,81975.3555475733,OK,7,RightArrow,1.87587333114061,3,\RIGHT,0,1,right,3
12,945419653,9,81977.7390993966,81981.247749548,OK,2,RightArrow,3.42360356064455,4,\RIGHT,1,0,left,3
12,945419653,10,81985.0314314692,81987.5399913671,OK,9,LeftArrow,2.46701973200834,1,\LEFT,0,1,right,3
12,945419653,11,81996.2491169342,81999.7577691985,OK,0,RightArrow,3.43292684032349,3,\RIGHT,0,1,right,3
12,945419653,12,82002.2663309075,82004.4748669591,OK,4,RightArrow,2.1035029837949,4,\RIGHT,1,0,left,3
12,945419653,13,82006.8250775003,82009.0336141556,OK,1,LeftArrow,2.18460105829581,2,\LEFT,1,0,left,3
12,945419653,14,82010.950452626,82012.7589518517,OK,1,RightArrow,1.78704424234456,3,\RIGHT,0,1,right,3
12,945419653,15,82014.5591226995,82015.867567592,OK,1,RightArrow,1.27428317873273,3,\RIGHT,0,1,right,3
12,945419653,16,82017.8344140614,82019.2428737447,OK,3,LeftArrow,1.39876240986632,1,\LEFT,0,1,right,3
12,945419653,17,82021.79310451,82025.1017374558,OK,8,LeftArrow,3.27196797962824,2,\LEFT,1,0,left,3
12,945419653,18,82027.4352858079,82029.2437808077,OK,6,LeftArrow,1.78160759940511,1,\LEFT,0,1,right,3
12,945419653,19,82031.4856502933,82032.6940972987,OK,6,RightArrow,1.19501945430238,4,\RIGHT,1,0,left,3
12,945419653,20,82035.2359903287,82036.7444617841,OK,9,LeftArrow,1.4766276574228,2,\LEFT,1,0,left,3
