subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,tType_study,correctDirection,eyes_1,eyes_2,eyePresent,RoboRT
28,1819545865,1,5443502.93725571,5443532.16557836,OK,7,NO RESPONSE,NaN,2,\LEFT,1,0,left,3
28,1819545865,2,5443533.39633872,5443563.32508688,OK,0,NO RESPONSE,NaN,1,\LEFT,0,1,right,3
28,1819545865,3,5443564.83604739,5443594.46463276,OK,3,NO RESPONSE,NaN,3,\RIGHT,0,1,right,3
28,1819545865,4,5443596.77604115,5443625.60410077,OK,11,NO RESPONSE,NaN,4,\RIGHT,1,0,left,3
28,1819545865,5,5443627.01499454,5443656.74361737,OK,2,NO RESPONSE,NaN,3,\RIGHT,0,1,right,3
28,1819545865,6,5443658.05444048,5443687.88311708,OK,1,NO RESPONSE,NaN,2,\LEFT,1,0,left,3
28,1819545865,7,5443689.59422525,5443719.02261829,OK,5,NO RESPONSE,NaN,1,\LEFT,0,1,right,3
28,1819545865,8,5443720.73374548,5443750.16212644,OK,5,NO RESPONSE,NaN,1,\LEFT,0,1,right,3
28,1819545865,9,5443752.37349948,5443781.30163187,OK,10,NO RESPONSE,NaN,3,\RIGHT,0,1,right,3
28,1819545865,10,5443783.11278656,5443812.44117565,OK,6,NO RESPONSE,NaN,2,\LEFT,1,0,left,3
28,1819545865,11,5443821.69692681,5443851.02531227,OK,6,NO RESPONSE,NaN,2,\LEFT,1,0,left,3
28,1819545865,12,5443852.23606079,5443882.16481559,OK,0,NO RESPONSE,NaN,4,\RIGHT,1,0,left,3
28,1819545865,13,5443883.67576493,5443913.30429869,OK,3,NO RESPONSE,NaN,2,\LEFT,1,0,left,3
28,1819545865,14,5443914.51504842,5443944.44381741,OK,0,NO RESPONSE,NaN,4,\RIGHT,1,0,left,3
28,1819545865,15,5443946.5551385,5443975.58332345,OK,9,NO RESPONSE,NaN,4,\RIGHT,1,0,left,3
28,1819545865,16,5443977.99483057,5444006.72282617,OK,12,NO RESPONSE,NaN,3,\RIGHT,0,1,right,3
28,1819545865,17,5444008.5339718,5444037.86231862,OK,6,NO RESPONSE,NaN,4,\RIGHT,1,0,left,3
28,1819545865,18,5444039.17313962,5444069.0017809,OK,1,NO RESPONSE,NaN,3,\RIGHT,0,1,right,3
28,1819545865,19,5444070.81295792,5444100.14126852,OK,6,NO RESPONSE,NaN,4,\RIGHT,1,0,left,3
28,1819545865,20,5444101.95248207,5444131.28082527,OK,6,NO RESPONSE,NaN,2,\LEFT,1,0,left,3
28,1819545865,21,5444140.36649996,5444169.29462933,OK,10,NO RESPONSE,NaN,1,\LEFT,0,1,right,3
28,1819545865,22,5444171.10571972,5444200.43411877,OK,6,NO RESPONSE,NaN,2,\LEFT,1,0,left,3
28,1819545865,23,5444202.34528103,5444231.5736239,OK,7,NO RESPONSE,NaN,4,\RIGHT,1,0,left,3
28,1819545865,24,5444232.78438873,5444262.71312723,OK,0,NO RESPONSE,NaN,2,\LEFT,1,0,left,3
28,1819545865,25,5444264.42418469,5444293.85260882,OK,5,NO RESPONSE,NaN,3,\RIGHT,0,1,right,3
28,1819545865,26,5444296.16406309,5444324.99211606,OK,11,NO RESPONSE,NaN,3,\RIGHT,0,1,right,3
28,1819545865,27,5444327.00338793,5444356.13161124,OK,8,NO RESPONSE,NaN,3,\RIGHT,0,1,right,3
28,1819545865,28,5444357.74263516,5444387.27111365,OK,4,NO RESPONSE,NaN,1,\LEFT,0,1,right,3
28,1819545865,29,5444388.9822004,5444418.41059675,OK,5,NO RESPONSE,NaN,3,\RIGHT,0,1,right,3
28,1819545865,30,5444420.82215248,5444449.550152,OK,12,NO RESPONSE,NaN,1,\LEFT,0,1,right,3
28,1819545865,31,5444457.03480746,5444485.86289394,OK,11,NO RESPONSE,NaN,2,\LEFT,1,0,left,3
28,1819545865,32,5444488.07424737,5444517.00236074,OK,10,NO RESPONSE,NaN,4,\RIGHT,1,0,left,3
28,1819545865,33,5444518.21314609,5444548.1418375,OK,0,NO RESPONSE,NaN,1,\LEFT,0,1,right,3
28,1819545865,34,5444549.65280496,5444579.28135683,OK,3,NO RESPONSE,NaN,3,\RIGHT,0,1,right,3
28,1819545865,35,5444580.49210082,5444610.42087494,OK,0,NO RESPONSE,NaN,1,\LEFT,0,1,right,3
28,1819545865,36,5444611.93178444,5444641.56035411,OK,3,NO RESPONSE,NaN,4,\RIGHT,1,0,left,3
28,1819545865,37,5444643.8717942,5444672.69984748,OK,11,NO RESPONSE,NaN,1,\LEFT,0,1,right,3
28,1819545865,38,5444674.11070623,5444703.83936559,OK,2,NO RESPONSE,NaN,2,\LEFT,1,0,left,3
28,1819545865,39,5444705.15015097,5444734.97884326,OK,1,NO RESPONSE,NaN,4,\RIGHT,1,0,left,3
28,1819545865,40,5444736.48978234,5444766.11833119,OK,3,NO RESPONSE,NaN,1,\LEFT,0,1,right,3
