subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,list,tType_study,trial_test,item_test,pair_test,tType_test,gonogo_answer,name,name_test,roboBCFS_1,roboBCFS_2,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,meanRoboRT_1,meanRoboRT_2,response_cue,rt_cue,RoboRT_cue,response_noise,rt_noise,RoboRT_noise
62,284329374,1,2699799.33733102,2699915.06891355,2699803.24971656,2699918.98134315,OK,OK,8,9,NO RESPONSE,NO RESPONSE,NaN,NaN,200,196,1,Binocular,6,206,207,Not Studied,nogo,tape,frame,z,z,1,1,2700122.91736255,2700129.46170376,2700134.41479073,2700138.3272137,Return,OK,7,1,1,,,0,0,NaN,NaN,frame,6.53267868701369,1,NO RESPONSE,NaN,1
62,284329374,2,2699810.12397248,2699923.12394169,2699820.14016648,2699927.93688542,OK,OK,0,0,f,f,9.96443979069591,4.74630316300318,201,203,1,Not Studied,5,199,195,Binocular,nogo,bellow,scroll,f,f,0,0,2700140.55860364,2700146.09201734,2700149.03385502,2700152.94628825,Return,OK,6,0,0,,,0,0,NaN,NaN,scroll,5.50705831125379,1,NO RESPONSE,NaN,1
62,284329374,3,2699825.30339148,2699936.24202978,2699828.91560212,2699940.45464847,OK,OK,0,0,f,f,3.56894252402708,4.13993284292519,202,208,1,Not Studied,9,198,193,CFS,nogo,zip tie,chest,f,f,0,0,2700155.12762977,2700164.01311597,2700168.44588376,2700172.35829375,Return,OK,4,0,0,,,0,0,NaN,NaN,wood,8.85769999818876,1,NO RESPONSE,NaN,1
62,284329374,4,2699832.5578668,2699943.64662168,2699835.86992066,2699945.75791528,OK,OK,6,3,j,j,3.21820726199076,2.00722735095769,203,201,1,CFS,1,200,196,Binocular,go,bowling pin,tape,j,j,1,0,2700174.31952662,2700178.39203497,2700182.91486136,2700183.82542731,Return,Return,7,0.5,0.90483741803596,1,1,3.82202621757147,1.79401993107896,2.34671662001737,2.04568180093028,tape,4.05753023410216,1,Return,0.886051571462303,1
62,284329374,5,2699845.19568484,2699952.57216092,2699849.10810449,2699956.48456547,OK,OK,6,1,NO RESPONSE,NO RESPONSE,NaN,NaN,199,195,1,Binocular,4,203,201,CFS,go,scroll,bowling pin,z,z,1,1,2700186.38700846,2700193.37135991,2700196.56334067,2700197.47391688,Return,Return,1,1,1,,,0,0,NaN,NaN,bowling pin,6.95769571140409,1,Return,0.845323276240379,1
62,284329374,6,2699854.2212862,2699958.47553272,2699858.834125,2699962.48828706,OK,OK,0,0,f,f,4.52233678009361,3.98594767227769,206,207,1,Not Studied,10,205,204,Not Studied,nogo,frame,cheese grater,f,f,0,0,2700199.73530804,2700209.20114995,2700213.00321085,2700216.91594141,Return,OK,4,0,0,,,0,0,NaN,NaN,pipe,9.44907921692356,1,NO RESPONSE,NaN,1
62,284329374,7,2699862.0460944,2699966.11053534,2699865.95854332,2699970.02294895,OK,OK,5,7,NO RESPONSE,NO RESPONSE,NaN,NaN,197,194,1,Binocular,8,204,205,CFS,go,pipe,bowtie,z,z,1,1,2700219.14732169,2700224.40058144,2700229.13352624,2700230.24420737,Return,Return,0,1,1,,,0,0,NaN,NaN,flag,5.22878914512694,1,Return,1.07448189333081,1
62,284329374,8,2699873.77337517,2699974.49572541,2699877.48563435,2699978.20799878,OK,OK,10,7,f,f,3.68987410189584,3.65344001725316,204,205,1,CFS,11,208,202,Binocular,go,bowtie,hockey stick,j,j,1,0,2700233.15598316,2700242.85202872,2700246.2441298,2700247.45489358,Return,Return,8,1,0.818730753077982,,,1.37155219664768,1.42386068833188,2,2.09275481981804,grass,9.66767074214295,1,Return,1.1635368168354,1
62,284329374,9,2699881.19797774,2699982.87090743,2699882.80897522,2699984.38182649,OK,OK,10,9,j,j,1.55317353876308,1.470115900971,198,193,1,CFS,7,197,194,Binocular,nogo,chest,pipe,j,j,1,0,2700249.69630757,2700255.67997864,2700258.78192223,2700262.69435063,Return,OK,8,1,0.818730753077982,1,1,1.22032042146267,1.69929296908596,2,2.09275481981804,pipe,5.95913586905226,1,NO RESPONSE,NaN,1
62,284329374,10,2699890.39362213,2699992.10662961,2699894.80640069,2699995.1184965,OK,OK,0,0,f,f,4.39727580547333,2.92214636923745,205,204,1,Not Studied,2,201,203,Not Studied,go,cheese grater,bellow,f,f,0,0,2700270.18900566,2700282.18644743,2700287.12954204,2700288.34024062,Return,Return,10,0,0,,,0,0,NaN,NaN,leg,11.9778850846924,1,Return,1.10124690877274,1
62,284329374,11,2699899.96957377,2700000.52184234,2699903.88198556,2700004.43422184,OK,OK,7,2,NO RESPONSE,NO RESPONSE,NaN,NaN,208,202,1,Binocular,3,202,208,Not Studied,nogo,hockey stick,zip tie,z,z,1,1,2700291.2220994,2700299.69699852,2700301.76858953,2700305.68103212,Return,OK,0,1,1,,,0,0,NaN,NaN,hockey stick,8.45645327027887,1,NO RESPONSE,NaN,1
62,284329374,12,2699907.74438185,2700008.52679731,2699910.95637962,2700010.6381048,OK,OK,5,6,f,j,3.19816368632019,2.04572070064023,207,206,1,CFS,12,207,206,CFS,go,axe,axe,j,j,1,0,2700307.50220446,2700315.56718451,2700318.09877259,2700319.60971157,Return,Return,7,0.90483741803596,0.740818220681718,,1,4.06390404185339,4.17084246423469,2.04568180093028,2.14126142555782,pipe,8.04794327029958,1,Return,1.49937847722322,1
