subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,item,pair,list,tType_study,trial_test,item_test,pair_test,tType_test,gonogo_answer,name,name_test,roboBCFS,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_noise,transparency,pas,RoboRT,response_cue,rt_cue,RoboRT_cue,response_noise,rt_noise,RoboRT_noise
8,231949663,1,247185.556862221,247190.469971436,OK,10,NO RESPONSE,NaN,207,206,1,Binocular,12,204,205,Not Studied,nogo,axe,bowtie,z,1,1,247425.798100714,247432.372238282,247437.265295453,247442.178412215,Return,OK,8,1,,0.1,NO RESPONSE,6.54541977809276,1,NO RESPONSE,NaN,1
8,231949663,2,247194.592556315,247199.505584032,OK,8,NO RESPONSE,NaN,199,195,1,Binocular,4,200,196,Not Studied,go,scroll,tape,z,1,1,247444.649968351,247452.775060981,247459.439253301,247462.651277767,Return,Return,6,1,,0.1,casette ,8.10052041560994,1,Return,3.18284967771615,1
8,231949663,3,247211.383103894,247213.794610751,OK,10,j,2.39530125758029,203,201,1,CFS,9,197,194,Not Studied,nogo,bowling pin,pipe,j,0,1,247464.78265245,247476.820202304,247480.782714027,247485.695830487,Return,OK,10,1,3#,0.1,pipe  ,12.0146356894693,1,NO RESPONSE,NaN,1
8,231949663,4,247225.782180663,247233.697147449,OK,0,f,7.81923669355456,200,196,1,Not Studied,7,206,207,CFS,go,tape,frame,f,0,0,247487.956910033,247491.099195606,247494.53136756,247497.543213271,Return,Return,9,1,,0.1,frame ,3.11964276927756,1,Return,2.99295004512533,1
8,231949663,5,247238.089927674,247243.003027834,OK,10,NO RESPONSE,NaN,208,202,1,Binocular,5,208,202,Binocular,go,hockey stick,hockey stick,z,1,1,247499.414430554,247504.53736135,247507.289383201,247508.500162545,Return,Return,3,1,,0.1,hocket stick ,5.10150806128513,1,Return,1.17037793443887,1
8,231949663,6,247248.966799168,247254.180070868,OK,8,f,5.12969429770601,205,204,1,CFS,6,205,204,CFS,nogo,cheese grater,cheese grater,j,0,1,247510.371330626,247514.543948874,247516.83540909,247521.748499892,Return,OK,0,1,,0.1, ,4.16007858907687,1,NO RESPONSE,NaN,1
8,231949663,7,247260.634092973,247274.152643175,OK,5,j,13.4213489030371,206,207,1,CFS,2,199,195,Binocular,nogo,frame,scroll,j,0,1,247523.589624468,247528.372675961,247531.204448994,247536.117563039,Return,OK,5,1,2@,0.1,cloth ,4.77311889265548,1,NO RESPONSE,NaN,1
8,231949663,8,247283.77870217,247288.6917812,OK,4,NO RESPONSE,NaN,198,193,1,Binocular,3,203,201,CFS,nogo,chest,bowling pin,z,1,1,247537.728533271,247542.631668533,247546.844282808,247551.757392627,Return,OK,10,1,,0.1,vase  ,4.88145927665755,1,NO RESPONSE,NaN,1
8,231949663,9,247290.703042232,247316.729442134,OK,0,f,25.9183248418267,197,194,1,Not Studied,8,198,193,Binocular,nogo,pipe,chest,f,0,0,247553.598522637,247556.040070584,247558.191441471,247563.104535896,Return,OK,2,1,,0.1,chest ,2.41880794911413,1,NO RESPONSE,NaN,1
8,231949663,10,247319.401091904,247333.019697675,OK,0,f,13.5714544440852,201,203,1,Not Studied,1,207,206,Binocular,nogo,bellow,axe,f,0,0,247565.215824124,247570.249005336,247572.970737375,247577.88383512,Return,OK,3,1,,0.1,axe ,5.00881576395477,1,NO RESPONSE,NaN,1
8,231949663,11,247336.671946184,247345.887776647,OK,10,f,9.16398329089861,202,208,1,CFS,10,201,203,Not Studied,nogo,zip tie,bellow,j,0,1,247579.664962938,247583.327257843,247586.038962199,247590.952071415,Return,OK,7,1,,0.1,  ,3.63899497999228,1,NO RESPONSE,NaN,1
8,231949663,12,247348.669478881,247368.492015676,OK,0,f,19.7653360515542,204,205,1,Not Studied,11,202,208,CFS,nogo,bowtie,zip tie,f,0,0,247592.783188834,247596.705666194,247599.227271396,247604.140337448,Return,OK,6,1,,0.1, ,3.90411113551818,1,NO RESPONSE,NaN,1
