subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,item,tType_study,eyes_1,eyes_2,transparency,pas,RoboRT,meanRoboRT,roboBCFS
30,1825240425,1,844959.31574623,844961.727168837,OK,8,j,2.359714440885,20,CFS,0,1,0.5,2@,3.37193582283142,2.34671662001737,j
30,1825240425,2,844974.694811163,844976.405793466,OK,12,j,1.6838749521412,10,CFS,0,1,0.389400391535702,2@,3.81627886971727,2.49054657589196,j
30,1825240425,3,844984.07029408,844991.984960786,OK,1,f,7.87556003895588,12,CATCH,0,0,0,,0,NaN,f
30,1825240425,4,844997.047919385,844998.358699934,OK,9,j,1.27361687016673,18,CFS,0,1,0.343644639395486,2@,2.66960304205287,2.56660933584118,j
30,1825240425,5,845004.822486016,845006.63355015,OK,5,j,1.74657577450853,1,CFS,0,1,0.303265329856317,2@,3.02931850443979,2.64557860575162,j
30,1825240425,6,845013.437540504,845019.150923696,OK,1,f,5.62688597652595,15,CATCH,0,0,0,,0,NaN,f
30,1825240425,7,845022.913113402,845024.924300749,OK,5,j,1.91901329904795,3,CFS,0,1,0.267630714259495,2@,3.55311898114922,2.72756544917343,j
30,1825240425,8,845032.868945972,845033.779478584,OK,12,j,0.88269388594199,19,CFS,0,1,0.236183276370507,2@,4.62588752297345,2.81268517361682,j
30,1825240425,9,845039.182649303,845041.694144384,OK,5,j,2.48861599923112,13,CFS,0,1,0.208431009839254,2@,4.05530201739625,2.90105749272224,j
30,1825240425,10,845047.627585657,845048.938383109,OK,4,j,1.28327143972274,17,CFS,0,1,0.183939720585721,2@,5.1650615278301,2.99280669462744,j
30,1825240425,11,845059.554608159,845060.665266399,OK,8,j,1.0036441963166,8,CFS,0,1,0.162326233679175,2@,3.759352617382,3.0880618167681,j
30,1825240425,12,845066.408628411,845073.822977725,OK,3,f,7.35692175431177,7,CFS,0,1,0.143252398430095,,1.84560878637412,3.18695682735802,j
30,1825240425,13,845078.815916623,845085.429788777,OK,1,f,6.57294354052283,5,CATCH,0,0,0,,0,NaN,f
30,1825240425,14,845088.931841788,845090.642844918,OK,1,j,1.67282554856502,11,CFS,0,1,0.143252398430095,2@,4.21959389660058,3.18695682735802,j
30,1825240425,15,845095.585740033,845101.699332526,OK,1,f,6.06633264303673,14,CATCH,0,0,0,,0,NaN,f
30,1825240425,16,845104.661064994,845105.87177639,OK,4,j,1.1986574458424,16,CFS,0,1,0.126419797902373,2@,5.89656095366476,3.28963081380402,j
30,1825240425,17,845110.764644022,845115.77758691,OK,3,f,4.99861754174344,4,CFS,0,1,0.111565080074215,,4.55278778636235,3.39622817832047,j
30,1825240425,18,845120.240203336,845123.051850638,OK,10,j,2.75476185942534,2,CFS,0,1,0.111565080074215,2@,3.91398102500719,3.39622817832047,j
30,1825240425,19,845128.324945313,845131.536829987,OK,9,j,3.19748205447104,6,CFS,0,1,0.1,2@,3.11793528823554,3.49289347245332,j
30,1825240425,20,845135.849336194,845136.960010432,OK,1,j,1.0728637019638,9,CFS,0,1,0.149182469764127,2@,4.26084666710118,3.15445838563623,j
