subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,item,tType_study,eyes_1,eyes_2,transparency,pas,RoboRT,meanRoboRT,roboBCFS
12,1395166689,1,2598112.26411946,2598121.07969851,OK,8,f,8.80466689402238,18,CFS,0,1,0.5,,3.53844791008796,2.34671662001737,j
12,1395166689,2,2598131.73649088,2598133.64765025,OK,4,j,1.89971837447956,9,CFS,0,1,0.5,2@,2.78626318351737,2.34671662001737,j
12,1395166689,3,2598147.58646809,2598149.0974219,OK,5,j,1.44119399553165,13,CFS,0,1,0.389400391535702,2@,4.50319069825346,2.49054657589196,j
12,1395166689,4,2598168.80989191,2598182.32845263,OK,3,f,13.4403059547767,10,CFS,0,1,0.343644639395486,,2.96476407355063,2.56660933584118,j
12,1395166689,5,2598186.86131407,2598188.17214896,OK,7,j,1.22863494651392,19,CFS,0,1,0.343644639395486,3,3.13904640495613,2.56660933584118,j
12,1395166689,6,2598200.01964496,2598202.23104552,OK,7,j,2.10968634858727,3,CFS,0,1,0.303265329856317,2,1.35075281519337,2.64557860575162,j
12,1395166689,7,2598210.33613077,2598212.94782865,OK,6,j,2.50472092535347,11,CFS,0,1,0.267630714259495,3,2.75470424898045,2.72756544917343,j
12,1395166689,8,2598222.42381743,2598223.93473713,OK,8,j,1.46456317882985,15,CFS,0,1,0.236183276370507,2,4.07849804735663,2.81268517361682,j
12,1395166689,9,2598233.88107495,2598235.49207736,OK,7,j,1.55881415400654,17,CFS,0,1,0.208431009839254,2,4.39473787499805,2.90105749272224,j
12,1395166689,10,2598241.96614547,2598243.97746211,OK,2,j,1.96130290254951,20,CFS,0,1,0.183939720585721,2,4.98622133237187,2.99280669462744,j
12,1395166689,11,2598251.57226789,2598258.48664467,OK,8,j,6.81059642415494,4,CFS,0,1,0.162326233679175,1,3.77314814837534,3.0880618167681,j
12,1395166689,12,2598264.34035968,2598283.76263768,OK,1,f,19.3853633212857,5,CATCH,0,0,0,,0,NaN,f
12,1395166689,13,2598287.9853111,2598301.70399588,OK,6,f,13.6116465581581,1,CFS,0,1,0.242162284477681,,3.98848349870563,2.79540491677896,j
12,1395166689,14,2598305.89665068,2598327.92060092,OK,1,f,21.9551035193726,6,CATCH,0,0,0,,0,NaN,f
12,1395166689,15,2598331.06257852,2598353.88702259,OK,1,f,22.7240389869548,7,CATCH,0,0,0,,0,NaN,f
12,1395166689,16,2598358.08968067,2598359.90079235,OK,9,j,1.72071381332353,16,CFS,0,1,0.242162284477681,2,1.72590694261189,2.79540491677896,j
12,1395166689,17,2598368.01595848,2598369.12667172,OK,9,j,1.06600511306897,8,CFS,0,1,0.222800057267568,3,3.49692645573869,2.85351336889959,j
12,1395166689,18,2598375.93093172,2598376.84155108,OK,11,j,0.862649453338236,14,CFS,0,1,0.204985948268119,2,3.75857879363095,2.91309284348913,j
12,1395166689,19,2598382.04484336,2598383.15555146,OK,5,j,1.01249445369467,2,CFS,0,1,0.188596176781578,2,1.79983756034141,2.9741805796587,j
12,1395166689,20,2598389.28943135,2598406.41026801,OK,1,f,17.0868813218549,12,CATCH,0,0,0,,0,NaN,f
