subject,seed,dominantEye,sex,ethnicity,race,trial,item,tStart,tEnd,exitFlag,jitter,tType,eyes_1,eyes_2,transparency,pas,response,rt,RoboRT,meanRoboRT
0,770436139,Right,,rather not say,rather not say,1,26,1791510.03176016,1791510.28179148,CAUGHT,2,NULL,0,0,0,,Return,0.255344851640984,0,NaN
0,770436139,Right,,rather not say,rather not say,2,81,1791511.73225046,1791512.98233279,OK,6,CFS,1,0,0.6731973263793,2@,Return,1.25548400613479,0.842581453794564,2.18907348447831
0,770436139,Right,,rather not say,rather not say,3,45,1791514.42416992,1791517.04944246,OK,8,CFS,1,0,0.590953271612442,2@,Return,2.63042548438534,1.98596668647209,2.25640763650484
0,770436139,Right,,rather not say,rather not say,4,80,1791518.46624987,1791520.7164469,OK,8,CFS,1,0,0.58818109843688,2@,Return,2.25545774470083,1.61252678418004,2.25888700325662
0,770436139,Right,,rather not say,rather not say,5,90,1791522.13328268,1791522.75831675,CAUGHT,8,NULL,0,0,0,,Return,0.630183699307963,0,NaN
0,770436139,Right,,rather not say,rather not say,6,82,1791524.15848356,1791528.03385352,OK,5,CFS,1,0,0.585734664196018,2@,Return,3.88052230374888,3.44796575529546,2.26108768874841
0,770436139,Right,,rather not say,rather not say,7,48,1791529.44233579,1791534.31779842,OK,6,CFS,1,0,0.583575693556081,2@,Return,4.88076801295392,4.36348645024612,2.26303973564289
0,770436139,Right,,rather not say,rather not say,8,21,1791535.72628885,1791535.8513273,CAUGHT,1,NULL,0,0,0,,Return,0.130318778799847,0,NaN
0,770436139,Right,,rather not say,rather not say,9,29,1791537.25143584,1791540.00170034,OK,7,CFS,1,0,0.581670408653565,2@,Return,2.75551645550877,2.2513246400443,2.26477022549291
0,770436139,Right,,rather not say,rather not say,10,39,1791541.41855454,1791543.79374172,OK,4,CFS,1,0,0.579989000628553,2@,Return,2.38035251107067,2.06495904081859,2.26630350954517
0,770436139,Right,,rather not say,rather not say,11,71,1791545.46893727,1791545.96895885,CAUGHT,6,NULL,0,0,0,,Return,0.505194151075557,0,NaN
0,770436139,Right,,rather not say,rather not say,12,63,1791547.3941258,1791551.76953787,OK,6,CFS,1,0,0.5785051632545,2@,Return,4.380701755872,3.93389387110206,2.26766143573177
0,770436139,Right,,rather not say,rather not say,13,60,1791553.18634286,1791553.43638957,CAUGHT,2,NULL,0,0,0,,Return,0.255200263345614,0,NaN
0,770436139,Right,,rather not say,rather not say,14,27,1791554.86151426,1791558.73689448,OK,1,CFS,1,0,0.577195681367959,2@,Return,3.88064153608866,3.73698675322897,2.26886356790773
0,770436139,Right,,rather not say,rather not say,15,36,1791560.13703956,1791563.26237292,OK,8,CFS,1,0,0.576040067659095,2@,Return,3.13055060245097,2.52051739186043,2.2699273946053
0,770436139,Right,,rather not say,rather not say,16,47,1791564.68747346,1791567.31277316,OK,5,CFS,1,0,0.575020242140439,2@,Return,2.63052509608679,2.23011358447977,2.27086852554295
0,770436139,Right,,rather not say,rather not say,17,76,1791568.75458735,1791572.62994856,OK,2,CFS,1,0,0.574120249279048,2@,Return,3.88060169154778,3.67183011905053,2.27170087488276
