subject,seed,dominantEye,sex,ethnicity,race,trial,item,tStart,tEnd,exitFlag,jitter,tType,eyes_1,eyes_2,transparency,pas,response,rt,RoboRT,meanRoboRT
0,788048241,Right,Male,Not Hispanic or Latino,White,1,39,489918.415468213,489919.790501152,OK,2,CFS,1,0,0.367879441171442,2@,Return,1.2777302035247,1.97972001298062,2.52478821136401
0,788048241,Right,Male,Not Hispanic or Latino,White,2,37,489922.67396208,489925.799111305,SPACE,4,NULL,0,0,0,,space,3.06686157861259,0,NaN
0,788048241,Right,Male,Not Hispanic or Latino,White,3,62,489927.549194992,489929.049248872,SPACE,6,CFS,1,0,0.173773943450445,,space,1.40747654129518,1.54799956012843,3.03568827256864
0,788048241,Right,Male,Not Hispanic or Latino,White,4,60,489930.874331298,489932.37439544,ESCAPE,5,CFS,1,0,1,,ESCAPE,1.42606632341631,2.93394017509328,2
0,788048241,Right,Male,Not Hispanic or Latino,White,5,42,NaN,NaN,EMPTY,5,CFS,1,0,NaN,,,NaN,NaN,NaN
0,788048241,Right,Male,Not Hispanic or Latino,White,6,26,NaN,NaN,EMPTY,2,CFS,1,0,NaN,,,NaN,NaN,NaN
0,788048241,Right,Male,Not Hispanic or Latino,White,7,97,NaN,NaN,EMPTY,7,CFS,1,0,NaN,,,NaN,NaN,NaN
0,788048241,Right,Male,Not Hispanic or Latino,White,8,47,NaN,NaN,EMPTY,3,CFS,1,0,NaN,,,NaN,NaN,NaN
0,788048241,Right,Male,Not Hispanic or Latino,White,9,31,NaN,NaN,EMPTY,2,CFS,1,0,NaN,,,NaN,NaN,NaN
0,788048241,Right,Male,Not Hispanic or Latino,White,10,67,NaN,NaN,EMPTY,3,NULL,0,0,NaN,,,NaN,NaN,NaN
0,788048241,Right,Male,Not Hispanic or Latino,White,11,56,NaN,NaN,EMPTY,1,NULL,0,0,NaN,,,NaN,NaN,NaN
0,788048241,Right,Male,Not Hispanic or Latino,White,12,11,NaN,NaN,EMPTY,2,CFS,1,0,NaN,,,NaN,NaN,NaN
0,788048241,Right,Male,Not Hispanic or Latino,White,13,21,NaN,NaN,EMPTY,1,CFS,1,0,NaN,,,NaN,NaN,NaN
0,788048241,Right,Male,Not Hispanic or Latino,White,14,94,NaN,NaN,EMPTY,5,CFS,1,0,NaN,,,NaN,NaN,NaN
0,788048241,Right,Male,Not Hispanic or Latino,White,15,76,NaN,NaN,EMPTY,4,CFS,1,0,NaN,,,NaN,NaN,NaN
0,788048241,Right,Male,Not Hispanic or Latino,White,16,92,NaN,NaN,EMPTY,4,CFS,1,0,NaN,,,NaN,NaN,NaN
0,788048241,Right,Male,Not Hispanic or Latino,White,17,29,NaN,NaN,EMPTY,3,CFS,1,0,NaN,,,NaN,NaN,NaN
0,788048241,Right,Male,Not Hispanic or Latino,White,18,89,NaN,NaN,EMPTY,4,CFS,1,0,NaN,,,NaN,NaN,NaN
0,788048241,Right,Male,Not Hispanic or Latino,White,19,15,NaN,NaN,EMPTY,4,CFS,1,0,NaN,,,NaN,NaN,NaN
0,788048241,Right,Male,Not Hispanic or Latino,White,20,16,NaN,NaN,EMPTY,3,CFS,1,0,NaN,,,NaN,NaN,NaN
0,788048241,Right,Male,Not Hispanic or Latino,White,21,22,NaN,NaN,EMPTY,1,CFS,1,0,NaN,,,NaN,NaN,NaN
0,788048241,Right,Male,Not Hispanic or Latino,White,22,48,NaN,NaN,EMPTY,1,NULL,0,0,NaN,,,NaN,NaN,NaN
0,788048241,Right,Male,Not Hispanic or Latino,White,23,100,NaN,NaN,EMPTY,5,CFS,1,0,NaN,,,NaN,NaN,NaN
0,788048241,Right,Male,Not Hispanic or Latino,White,24,24,NaN,NaN,EMPTY,2,CFS,1,0,NaN,,,NaN,NaN,NaN
0,788048241,Right,Male,Not Hispanic or Latino,White,25,27,NaN,NaN,EMPTY,8,CFS,1,0,NaN,,,NaN,NaN,NaN
0,788048241,Right,Male,Not Hispanic or Latino,White,26,80,NaN,NaN,EMPTY,0,CFS,1,0,NaN,,,NaN,NaN,NaN
0,788048241,Right,Male,Not Hispanic or Latino,White,27,25,NaN,NaN,EMPTY,1,CFS,1,0,NaN,,,NaN,NaN,NaN
0,788048241,Right,Male,Not Hispanic or Latino,White,28,64,NaN,NaN,EMPTY,5,CFS,1,0,NaN,,,NaN,NaN,NaN
0,788048241,Right,Male,Not Hispanic or Latino,White,29,66,NaN,NaN,EMPTY,2,CFS,1,0,NaN,,,NaN,NaN,NaN
0,788048241,Right,Male,Not Hispanic or Latino,White,30,30,NaN,NaN,EMPTY,0,CFS,1,0,NaN,,,NaN,NaN,NaN
0,788048241,Right,Male,Not Hispanic or Latino,White,31,8,NaN,NaN,EMPTY,2,CFS,1,0,NaN,,,NaN,NaN,NaN
0,788048241,Right,Male,Not Hispanic or Latino,White,32,13,NaN,NaN,EMPTY,1,CFS,1,0,NaN,,,NaN,NaN,NaN
0,788048241,Right,Male,Not Hispanic or Latino,White,33,19,NaN,NaN,EMPTY,0,NULL,0,0,NaN,,,NaN,NaN,NaN
0,788048241,Right,Male,Not Hispanic or Latino,White,34,95,NaN,NaN,EMPTY,0,CFS,1,0,NaN,,,NaN,NaN,NaN
