subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,name,list,tType_study,trial_test,item_test,pair_test,tType_test,name_test,roboBCFS_1,roboBCFS_2,gonogo_answer,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_cue,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,meanRoboRT_1,meanRoboRT_2,response_cue,rt_cue,RoboRT_cue,meanRoboRT_cue,response_noise,rt_noise,RoboRT_noise,meanRoboRT_noise
197,1109145375,1,1983266.3673558,1983318.60429684,1983268.08413622,1983321.42115597,OK,OK,1,1,j,j,1.7048004611861,2.80496119707823,124,100,magnifying glass,1,CFS,7,135,117,Binocular,earring,j,j,nogo,1,0,1983375.10819854,1983375.124864,1983376.49163256,1983381.20862188,OK,OK,10,5,0.343644639395486,0.32513840576412,2@,2@,1.56234431060026,2.62507090479836,2.56660933584118,2.60121637899269,NO RESPONSE,0.00602235458791256,2,NaN,NO RESPONSE,NaN,2,NaN
197,1109145375,2,1983270.32595458,1983323.96299684,1983274.54291264,1983327.17988163,OK,OK,5,8,j,j,4.20489965705201,3.20480592176318,29,86,candlestick,1,CFS,9,90,57,CFS,speakers,j,j,go,1,0,1983382.50871077,1983382.52537659,1983383.89214534,1983386.60899183,OK,OK,9,8,0.284891412365461,0.296041887330817,2@,2@,3.68435592396494,2.44641140860927,2.68618772539277,2.66115198330631,NO RESPONSE,0.00600527296774089,2,NaN,Return,2.70591880008578,2,NaN
197,1109145375,3,1983276.28470491,1983328.92167457,1983276.40137421,1983329.03834767,OK,OK,0,0,f,f,0.104604738298804,0.104478265158832,28,137,candle,1,Not Studied,8,2,187,Binocular,backpack,f,f,go,0,0,1983387.9090885,1983387.92575533,1983389.29251968,1983391.90936265,OK,OK,2,7,0,0,,,0,0,NaN,NaN,NO RESPONSE,0.0060306282248348,2,NaN,Return,2.60597588820383,2,NaN
197,1109145375,4,1983279.00155934,1983331.63852726,1983282.6184725,1983335.25544132,OK,OK,10,10,NO RESPONSE,NO RESPONSE,NaN,NaN,145,15,router,1,Binocular,6,19,189,CFS,necklace,z,z,nogo,1,1,1983393.20112094,1983393.21779061,1983394.58455026,1983399.3015447,OK,OK,0,8,1,1,,,0,0,NaN,NaN,NO RESPONSE,0.00597008084878325,2,NaN,NO RESPONSE,NaN,2,NaN
197,1109145375,5,1983284.08523773,1983336.72221334,1983284.20191703,1983336.83887989,OK,OK,0,0,f,f,0.104636308504269,0.104567873524502,19,189,necklace,1,Not Studied,4,122,32,Binocular,lure,f,f,go,0,0,1983400.59329825,1983400.60996334,1983401.97672733,1983404.59357263,OK,OK,4,7,0,0,,,0,0,NaN,NaN,NO RESPONSE,0.00603153393603861,2,NaN,Return,2.6058865271043,2,NaN
197,1109145375,6,1983286.20205461,1983338.83902716,1983290.41901334,1983343.05598066,OK,OK,4,4,NO RESPONSE,NO RESPONSE,NaN,NaN,74,58,wheel,1,Binocular,11,145,15,Binocular,router,z,z,go,1,1,1983405.88532828,1983405.9019956,1983407.26875839,1983409.78560106,OK,OK,4,6,1,1,,,0,0,NaN,NaN,NO RESPONSE,0.00597008084878325,2,NaN,Return,2.50584363448434,2,NaN
197,1109145375,7,1983291.88578471,1983344.52274962,1983292.00245463,1983344.63942092,OK,OK,0,0,f,f,0.104639232857153,0.104470417136326,62,123,watering pot,1,Not Studied,10,124,100,Not Studied,magnifying glass,f,f,nogo,0,0,1983411.07735758,1983411.09402651,1983412.45245181,1983417.16943836,OK,OK,2,1,0,0,,,0,0,NaN,NaN,NO RESPONSE,0.00633643753826618,2,NaN,NO RESPONSE,NaN,2,NaN
197,1109145375,8,1983294.00260101,1983346.63956705,1983298.21955197,1983350.85652222,OK,OK,4,4,NO RESPONSE,NO RESPONSE,NaN,NaN,90,57,speakers,1,Binocular,2,28,137,CFS,candle,z,z,go,1,1,1983418.46119367,1983418.47786551,1983419.84463147,1983422.16145683,OK,OK,8,3,1,1,,,0,0,NaN,NaN,NO RESPONSE,0.00607582088559866,2,NaN,Return,2.3058631545864,2,NaN
197,1109145375,9,1983300.08634675,1983352.6233121,1983301.903134,1983355.44017768,OK,OK,4,3,j,j,1.8048109470401,2.80483001773246,122,32,lure,1,CFS,5,29,86,Not Studied,candlestick,j,j,go,1,0,1983423.45321296,1983423.46988324,1983424.83663787,1983426.95345507,OK,OK,2,1,0.330996598345417,0.321769126167773,2@,2@,1.38721706486121,2.52174592131197,2.58998996028992,2.60779295071833,NO RESPONSE,0.00600841525010765,2,NaN,Return,2.10583060374483,2,NaN
197,1109145375,10,1983303.64492657,1983357.1819603,1983303.76159803,1983357.2986357,OK,OK,0,0,f,f,0.104518410516903,0.104765815194696,135,117,earring,1,Not Studied,1,62,123,CFS,watering pot,f,f,go,0,0,1983428.2452083,1983428.26187552,1983429.62863824,1983432.3454872,OK,OK,6,8,0,0,,,0,0,NaN,NaN,NO RESPONSE,0.00593380490317941,2,NaN,Return,2.70589815080166,2,NaN
197,1109145375,11,1983306.26177433,1983359.89881265,1983310.67874094,1983365.11584007,OK,OK,9,10,j,j,4.40501075726934,5.20504828915,2,187,backpack,1,CFS,3,74,58,Not Studied,wheel,j,j,go,1,0,1983433.64558055,1983433.6622483,1983435.02901277,1983436.03740552,OK,ESCAPE,0,1,0.292103472805868,0.298519210903781,2@,2@,3.63338040322117,4.328005641726,2.66985265055356,2.65575585132351,NO RESPONSE,0.00602803518995643,2,NaN,ESCAPE,0.99448230676353,2,NaN
197,1109145375,12,1983313.3206001,1983367.15764711,1983317.03751408,1983371.47461168,OK,OK,9,3,NO RESPONSE,NO RESPONSE,NaN,NaN,50,80,dresser,1,Binocular,12,50,80,Not Studied,dresser,z,z,go,1,1,NaN,NaN,NaN,NaN,EMPTY,EMPTY,9,9,1,1,,,0,0,NaN,NaN,,NaN,2,NaN,,NaN,2,NaN
197,1109145375,13,NaN,NaN,NaN,NaN,EMPTY,EMPTY,8,1,,,NaN,NaN,32,122,chain,2,Binocular,19,128,143,Binocular,pfd,z,z,nogo,1,1,NaN,NaN,NaN,NaN,EMPTY,EMPTY,0,7,NaN,NaN,,,NaN,NaN,NaN,NaN,,NaN,2,NaN,,NaN,2,NaN
197,1109145375,14,NaN,NaN,NaN,NaN,EMPTY,EMPTY,7,1,,,NaN,NaN,128,143,pfd,2,CFS,13,56,99,CFS,clothes pin,j,j,go,1,0,NaN,NaN,NaN,NaN,EMPTY,EMPTY,6,5,NaN,NaN,,,NaN,NaN,NaN,NaN,,NaN,2,NaN,,NaN,2,NaN
197,1109145375,15,NaN,NaN,NaN,NaN,EMPTY,EMPTY,8,1,,,NaN,NaN,112,37,rake,2,CFS,18,95,66,Binocular,shoe,j,j,go,1,0,NaN,NaN,NaN,NaN,EMPTY,EMPTY,5,9,NaN,NaN,,,NaN,NaN,NaN,NaN,,NaN,2,NaN,,NaN,2,NaN
197,1109145375,16,NaN,NaN,NaN,NaN,EMPTY,EMPTY,3,1,,,NaN,NaN,95,66,shoe,2,Binocular,15,37,112,CFS,comb,z,z,nogo,1,1,NaN,NaN,NaN,NaN,EMPTY,EMPTY,7,7,NaN,NaN,,,NaN,NaN,NaN,NaN,,NaN,2,NaN,,NaN,2,NaN
197,1109145375,17,NaN,NaN,NaN,NaN,EMPTY,EMPTY,0,0,,,NaN,NaN,125,111,cork screw,2,Not Studied,17,125,111,Binocular,cork screw,f,f,go,0,0,NaN,NaN,NaN,NaN,EMPTY,EMPTY,1,6,NaN,NaN,,,NaN,NaN,NaN,NaN,,NaN,2,NaN,,NaN,2,NaN
197,1109145375,18,NaN,NaN,NaN,NaN,EMPTY,EMPTY,0,0,,,NaN,NaN,37,112,comb,2,Not Studied,16,112,37,Binocular,rake,f,f,go,0,0,NaN,NaN,NaN,NaN,EMPTY,EMPTY,5,0,NaN,NaN,,,NaN,NaN,NaN,NaN,,NaN,2,NaN,,NaN,2,NaN
197,1109145375,19,NaN,NaN,NaN,NaN,EMPTY,EMPTY,0,0,,,NaN,NaN,100,124,satellite,2,Not Studied,20,32,122,Not Studied,chain,f,f,nogo,0,0,NaN,NaN,NaN,NaN,EMPTY,EMPTY,8,4,NaN,NaN,,,NaN,NaN,NaN,NaN,,NaN,2,NaN,,NaN,2,NaN
197,1109145375,20,NaN,NaN,NaN,NaN,EMPTY,EMPTY,3,2,,,NaN,NaN,59,79,keys,2,CFS,22,100,124,CFS,satellite,j,j,go,1,0,NaN,NaN,NaN,NaN,EMPTY,EMPTY,7,8,NaN,NaN,,,NaN,NaN,NaN,NaN,,NaN,2,NaN,,NaN,2,NaN
197,1109145375,21,NaN,NaN,NaN,NaN,EMPTY,EMPTY,0,0,,,NaN,NaN,71,20,truck,2,Not Studied,21,71,20,Not Studied,truck,f,f,go,0,0,NaN,NaN,NaN,NaN,EMPTY,EMPTY,1,8,NaN,NaN,,,NaN,NaN,NaN,NaN,,NaN,2,NaN,,NaN,2,NaN
