subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,item,pair,list,tType_study,trial_test,item_test,pair_test,tType_test,gonogo_answer,name,name_test,roboBCFS,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_noise,transparency,pas,RoboRT,response_cue,rt_cue,RoboRT_cue,response_noise,rt_noise,RoboRT_noise
1,215290356,1,80603.7290467136,80633.6579099643,OK,0,NO RESPONSE,NaN,208,202,1,Not Studied,11,204,205,Binocular,go,hockey stick,bowtie,f,0,0,80828.6206489786,80833.3736346297,80837.5562727122,80839.6676315731,Return,Return,6,1,,0.1,tie,4.73055082073552,1,Return,2.03462887372007,1
1,215290356,2,80642.6735290735,80649.5879401581,OK,10,j,6.80686274894106,198,193,1,CFS,2,198,193,CFS,nogo,chest,chest,j,0,1,80844.000322977,80854.7971619676,80859.4800338311,80864.3931542149,Return,OK,6,1,3,0.1,case,10.7817426814727,1,NO RESPONSE,NaN,1
1,215290356,3,80662.9463184994,80669.1602660365,OK,0,f,6.18110197955684,206,207,1,Not Studied,12,200,196,Binocular,nogo,frame,tape,f,0,0,80868.165568595,80873.3388258547,80877.8116189632,80882.7247327063,Return,OK,10,1,,0.1,cassette,5.15162504237378,1,NO RESPONSE,NaN,1
1,215290356,4,80673.5730122801,80677.885723781,OK,0,f,4.27399168530246,199,195,1,Not Studied,7,203,201,CFS,nogo,scroll,bowling pin,f,0,0,80885.2663187168,80890.0293398983,80893.8217384073,80898.7348358507,Return,OK,8,1,,0.1,bowling pin,4.74601447842724,1,NO RESPONSE,NaN,1
1,215290356,5,80683.6293790178,80688.5424704242,OK,4,NO RESPONSE,NaN,202,208,1,Binocular,6,201,203,Not Studied,go,zip tie,bellow,z,1,1,80901.0362618698,80911.8830995171,80915.0951218695,80918.4071683999,Return,Return,3,1,,0.1,lighter,10.823015524933,1,Return,3.29981143574696,1
1,215290356,6,80693.0752968144,80700.2898589134,OK,0,f,7.12259695272951,201,203,1,Not Studied,10,205,204,Binocular,nogo,bellow,cheese grater,f,0,0,80921.3790413257,80935.3378376053,80939.8306824565,80944.7437642038,Return,OK,9,1,,0.1,pipe,13.9349663092726,1,NO RESPONSE,NaN,1
1,215290356,7,80706.5137568599,80710.3261672677,OK,2,j,3.70765597450372,203,201,1,CFS,4,199,195,Not Studied,nogo,bowling pin,scroll,j,0,1,80947.1152777497,80956.1609630028,80959.8032611022,80964.7163564326,Return,OK,5,1,3,0.1,whiteboard,9.02176321919251,1,NO RESPONSE,NaN,1
1,215290356,8,80718.7214455849,80723.8346707702,OK,6,j,5.05928801975097,207,206,1,CFS,3,206,207,Not Studied,go,axe,frame,j,0,1,80967.0178198808,80970.1998035575,80973.9721823196,80975.6832597378,Return,Return,10,1,3,0.1,frame,3.16653812985169,1,Return,1.60389944970666,1
1,215290356,9,80729.648345618,80736.362582778,OK,3,j,6.67573044879828,197,194,1,CFS,5,202,208,Binocular,nogo,pipe,zip tie,j,0,1,80977.9246796415,80986.5201032078,80991.0629216624,80995.9760465739,Return,OK,9,1,3,0.1,cane,8.57885635338607,1,NO RESPONSE,NaN,1
1,215290356,10,80743.3269354701,80748.2400341209,OK,8,NO RESPONSE,NaN,205,204,1,Binocular,8,207,206,CFS,go,cheese grater,axe,z,1,1,80998.1974530695,81001.6796270008,81004.8416259449,81006.6527710072,Return,Return,9,1,,0.1,ax,3.45734514684591,1,Return,1.74902872955136,1
1,215290356,11,80751.4420788976,80756.3551455525,OK,2,NO RESPONSE,NaN,204,205,1,Binocular,9,197,194,CFS,nogo,bowtie,pipe,z,1,1,81008.6640199654,81010.8851511759,81015.0080182823,81019.9211265922,Return,OK,6,1,,0.1,pipe,2.19830609107157,1,NO RESPONSE,NaN,1
1,215290356,12,80759.3470533175,80764.2601238964,OK,7,NO RESPONSE,NaN,200,196,1,Binocular,1,208,202,Not Studied,nogo,tape,hockey stick,z,1,1,81022.0724736329,81026.5953363323,81029.1669332485,81034.0800231457,Return,OK,2,1,,0.1,hockey stick,4.50104907168134,1,NO RESPONSE,NaN,1
