subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,item,tType,eyes_1,eyes_2,transparency,pas,RoboRT,meanRoboRT,roboBCFS
13,945626815,1,84140.2019421426,84146.8106053266,OK,1,f,6.51928544414113,11,CFS,0,1,0.5,,3.20348680821851,2.34671662001737,j
13,945626815,2,84150.985763698,84155.094316557,OK,4,j,4.03901339566801,8,CFS,0,1,0.5,3#,2.67129908082136,2.34671662001737,j
13,945626815,3,84160.9529025436,84168.061555012,OK,4,f,7.01524718686414,13,CFS,0,1,0.5,,1.96326216057287,2.34671662001737,j
13,945626815,4,84171.5200210448,84182.128862922,OK,6,j,10.5753616350994,12,CFS,0,1,0.5,2@,5.24173274021309,2.34671662001737,j
13,945626815,5,84188.0207552871,84195.4294585563,OK,6,j,7.36987218901049,7,CFS,0,1,0.5,3#,2.36535775506838,2.34671662001737,j
13,945626815,6,84200.0546052916,84210.4633641006,OK,10,j,10.3912541100144,17,CFS,0,1,0.5,2@,1.27102832942345,2.34671662001737,j
13,945626815,7,84215.105240996,84229.2141772004,OK,8,f,14.083640839759,1,CFS,0,1,0.5,,3.08608151900153,2.34671662001737,j
13,945626815,8,84232.972658416,84234.381058631,OK,7,j,1.39197250538564,14,CFS,0,1,0.5,3#,2.53259580778691,2.34671662001737,j
13,945626815,9,84237.972831676,84239.6812594497,OK,0,j,1.68754057952901,4,CFS,0,1,0.5,2@,3.48632247002643,2.34671662001737,j
13,945626815,10,84242.9397082168,84262.1488654032,OK,1,f,19.1753898879542,9,CATCH,0,0,0,,0,NaN,f
13,945626815,11,84266.8989721815,84268.0073258216,OK,2,j,1.00788574737089,3,CFS,0,1,0.5,3#,2.67993263968203,2.34671662001737,j
13,945626815,12,84271.5324933541,84273.8409016888,OK,2,j,2.23006188764703,16,CFS,0,1,0.5,2@,1.65890710576337,2.34671662001737,j
13,945626815,13,84278.3494109007,84279.7577890809,OK,8,j,1.36477671336615,15,CFS,0,1,0.5,3#,1.99485841766838,2.34671662001737,j
13,945626815,14,84282.8662459526,84300.5752768161,OK,1,f,17.6468954001321,6,CATCH,0,0,0,,0,NaN,f
13,945626815,15,84303.4170620105,84304.7254105795,OK,2,j,1.24779599020258,2,CFS,0,1,0.5,3#,2.83871647498781,2.34671662001737,j
13,945626815,16,84307.8755319672,84320.4843524134,OK,1,f,12.5165208293911,19,CATCH,0,0,0,,0,NaN,f
13,945626815,17,84322.9761320688,84325.3845672981,OK,2,j,2.31164292490575,18,CFS,0,1,0.5,3#,3.1236617904908,2.34671662001737,j
13,945626815,18,84329.1263310311,84330.6347548204,OK,5,j,1.49714317105827,20,CFS,0,1,0.5,3#,4.43889237945638,2.34671662001737,j
13,945626815,19,84333.9348436539,84335.6432638814,OK,2,j,1.64843270582787,5,CFS,0,1,0.5,3#,1.59751046313589,2.34671662001737,j
13,945626815,20,84338.8016920927,84350.5104639717,OK,1,f,11.6127453599329,10,CATCH,0,0,0,,0,NaN,f
