subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,list,tType_study,trial_test,item_test,pair_test,tType_test,gonogo_answer,name,name_test,roboBCFS_1,roboBCFS_2,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,meanRoboRT_1,meanRoboRT_2,response_cue,rt_cue,RoboRT_cue,response_noise,rt_noise,RoboRT_noise
68,318179051,1,1109387.42192845,1109482.99208797,1109391.83470699,1109489.80638432,OK,OK,7,0,f,j,4.31163148977794,6.76061545521952,53,23,1,CFS,5,153,8,Binocular,go,floss,knife,j,j,1,0,1109614.0646262,1109618.94735686,1109620.85889435,1109622.97020371,Return,Return,0,1,1,,2@,1.00172833536843,2.43325957869835,2,2,hockey stick,4.86556246737018,1,Return,2.07112316624261,1
68,318179051,2,1109396.29751739,1109494.71947361,1109400.20997945,1109498.63193627,OK,OK,8,7,NO RESPONSE,NO RESPONSE,NaN,NaN,141,155,1,Binocular,11,56,99,CFS,go,purse,clothes pin,z,z,1,1,1109625.03150294,1109636.26857382,1109638.20979049,1109640.82143928,Return,Return,0,1,1,,,0,0,NaN,NaN,pilloow,11.2097901888192,1,Return,2.53538183285855,1
68,318179051,3,1109402.76158801,1109501.10349241,1109412.17752448,1109509.41874064,OK,OK,1,5,j,j,9.34692322113551,8.22424929728732,50,80,1,CFS,10,184,181,Binocular,go,dresser,mailbox,j,j,1,0,1109642.69261853,1109650.44749857,1109653.02912136,1109654.64013898,Return,Return,8,1,1,3#,2@,1.97250255543454,3.45333088724056,2,2,plane wing,7.73998507065699,1,Return,1.52340059215203,1
68,318179051,4,1109417.03059679,1109513.43125162,1109421.94366043,1109518.24428625,OK,OK,0,0,f,f,4.88550343201496,4.78397816536017,184,181,1,Not Studied,3,8,153,Not Studied,go,mailbox,bed,f,f,0,0,1109656.25115389,1109662.82497512,1109664.63643229,1109666.34751846,Return,Return,0,0,0,,,0,0,NaN,NaN,boxed freight ,6.55684803402983,1,Return,1.60339868417941,1
68,318179051,5,1109425.83614288,1109520.55572093,1109429.04813746,1109523.16737817,OK,OK,8,1,f,j,3.1436124953907,2.50734350178391,172,170,1,CFS,12,53,23,CFS,nogo,paint brush,floss,j,j,1,0,1109667.95851979,1109670.79030278,1109673.41195782,1109677.32441685,Return,OK,8,1,1,,2@,1.18291111092135,2.39344726219149,2,2,bed,2.80906261503696,1,NO RESPONSE,NaN,1
68,318179051,6,1109431.55971257,1109527.3400094,1109435.47218368,1109531.25246813,OK,OK,1,3,NO RESPONSE,NO RESPONSE,NaN,NaN,61,121,1,Binocular,9,32,122,Not Studied,go,glass,chain,z,z,1,1,1109679.05550798,1109681.70716245,1109684.3388488,1109686.25003645,Return,Return,5,1,1,,,0,0,NaN,NaN,chains,2.62351955031045,1,Return,1.87607250269502,1
68,318179051,7,1109437.77363052,1109533.10360983,1109442.68671438,1109536.91603744,OK,OK,0,0,f,f,4.86145733878948,3.73478121613152,143,128,1,Not Studied,7,143,128,Binocular,nogo,high heel,high heel,f,f,0,0,1109688.52146726,1109693.83475982,1109696.7866634,1109700.6991496,Return,OK,8,0,0,,,0,0,NaN,NaN,sandas,5.29296341701411,1,NO RESPONSE,NaN,1
68,318179051,8,1109445.53851441,1109539.78784363,1109449.450933,1109543.70030357,OK,OK,4,6,NO RESPONSE,NO RESPONSE,NaN,NaN,85,25,1,Binocular,8,85,25,Not Studied,go,foot stool,foot stool,z,z,1,1,1109702.44022706,1109705.77232051,1109708.06375989,1109710.47528214,Return,Return,4,1,1,,,0,0,NaN,NaN,table,3.30957168107852,1,Return,2.30997615703382,1
68,318179051,9,1109451.87250859,1109545.59148959,1109458.08641839,1109548.70346391,OK,OK,0,0,f,f,6.12977670202963,3.0862264179159,8,153,1,Not Studied,4,61,121,CFS,go,bed,glass,f,f,0,0,1109712.41651693,1109718.63040983,1109721.05196187,1109722.06258269,Return,Return,8,0,0,,,0,0,NaN,NaN,wine glass,6.19666283228435,1,Return,0.905179374618456,1
68,318179051,10,1109460.34786468,1109551.52523039,1109464.26030259,1109555.43769486,OK,OK,0,6,NO RESPONSE,NO RESPONSE,NaN,NaN,153,8,1,Binocular,1,50,80,CFS,go,knife,dresser,z,z,1,1,1109723.75364096,1109729.60732421,1109732.03885384,1109733.64987085,Return,Return,6,1,1,,,0,0,NaN,NaN,night stand,5.84302168851718,1,Return,1.5976053213235,1
