subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,item,tType_study,eyes_1,eyes_2,transparency,pas,RoboRT,meanRoboRT,roboBCFS
3,1093156145,1,1823382.8237491,1823385.84896063,OK,9,j,3.01282942947,12,CFS,0,1,0.5,2@,2.22300538477795,2.34671662001737,j
3,1093156145,2,1823387.70742599,1823387.82410167,OK,1,f,0.104641145793721,1,CATCH,0,0,0,,0,NaN,f
3,1093156145,3,1823390.43262113,1823395.54964437,OK,10,j,5.10491325659677,9,CFS,0,1,0.727495707309101,2@,4.19933639044841,2.15022107250873,j
3,1093156145,4,1823397.59979107,1823401.21670535,OK,3,j,3.60515111428685,8,CFS,0,1,0.877527328480149,2@,3.29032676174213,2.05995856853313,j
3,1093156145,5,1823403.16684808,1823405.18365172,OK,2,j,2.00461698113941,13,CFS,0,1,1,2@,1.74863544513661,2,j
3,1093156145,6,1823407.02544869,1823407.14212663,OK,1,f,0.104436795925722,15,CATCH,0,0,0,,0,NaN,f
3,1093156145,7,1823408.8505791,1823414.36762979,OK,1,j,5.50496817892417,2,CFS,0,1,0.860707976425058,2@,5.36846225096893,2.06904178986308,j
3,1093156145,8,1823416.3094327,1823419.02628966,OK,2,j,2.70478393905796,5,CFS,0,1,0.975309912028333,2@,2.5305124176524,2.0112922931668,j
3,1093156145,9,1823420.77641272,1823423.09323923,OK,0,j,2.30475755780935,19,CFS,0,1,0.876215812450477,2@,2.20848024074589,2.06065868364363,j
3,1093156145,10,1823424.84336725,1823427.36020212,OK,0,j,2.50478782271966,18,CFS,0,1,0.787189938828332,2@,2.49739278291096,2.11163762817087,j
3,1093156145,11,1823429.87705311,1823431.79385232,OK,5,j,1.904741599923,17,CFS,0,1,0.707209332435526,2@,1.4412639031125,2.16428180085617,j
3,1093156145,12,1823433.64398024,1823435.96080435,OK,1,j,2.30468483292498,3,CFS,0,1,0.635354969892434,2@,2.15972494873228,2.21864559640784,j
3,1093156145,13,1823438.1109556,1823440.02775196,OK,4,j,1.90474219736643,10,CFS,0,1,0.570801203056547,2@,1.53825079937207,2.27478518633837,j
3,1093156145,14,1823441.87788637,1823441.99456337,OK,1,f,0.104506958741695,6,CATCH,0,0,0,,0,NaN,f
3,1093156145,15,1823443.60300574,1823446.01983785,OK,0,j,2.40469857375138,16,CFS,0,1,0.512806271848258,2@,2.37109844030496,2.3327585770037,j
3,1093156145,16,1823447.96997729,1823450.58682803,OK,2,j,2.60471221059561,7,CFS,0,1,0.460703780998966,2@,2.40812361035533,2.39262566953848,j
3,1093156145,17,1823452.43695535,1823452.55363688,OK,1,f,0.104435723042116,14,CATCH,0,0,0,,0,NaN,f
3,1093156145,18,1823454.25340414,1823457.2706244,OK,1,j,3.00510330824181,11,CFS,0,1,0.413895042784399,2@,2.84992166506773,2.45444832174901,j
3,1093156145,19,1823459.52079165,1823461.43758574,OK,5,j,1.90465075802058,4,CFS,0,1,0.454574775137178,2@,1.44477717330015,2.40024526607841,j
3,1093156145,20,1823463.88776289,1823466.30459335,OK,7,j,2.40463853324763,20,CFS,0,1,0.418228982896341,2@,1.80753862062032,2.44835020401516,j
