subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,list,tType_study,trial_test,item_test,pair_test,tType_test,gonogo_answer,name,name_test,roboBCFS_1,roboBCFS_2,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,response_cue,rt_cue,RoboRT_cue,response_noise,rt_noise,RoboRT_noise
58,283579000,1,12707904.2324636,12708009.8990507,12707908.5451736,12708012.2105011,OK,OK,0,0,f,f,4.26135622523725,2.20594345964491,61,121,1,Not Studied,12,85,25,Not Studied,go,glass,foot stool,f,f,0,0,12708160.3237966,12708167.1878331,12708170.0699755,12708170.9805582,Return,Return,5,1,1,,,0.1,0.1,tool,6.84581753984094,1,Return,0.859577309340239,1
58,283579000,2,12707912.4576481,12708015.8728683,12707913.5683411,12708017.9841496,OK,OK,6,5,j,j,1.09984819963574,2.03980749286711,143,128,1,CFS,3,50,80,Binocular,go,high heel,dresser,j,j,0,1,12708173.5621767,12708177.8845447,12708180.9468339,12708182.0575097,Return,Return,8,1,1,2@,3#,0.1,0.1,dresser,4.31092338822782,1,Return,1.01419473253191,1
58,283579000,3,12707922.9942905,12708024.1180264,12707923.8047975,12708024.9284984,OK,OK,10,8,j,f,0.730806276202202,0.762370888143778,32,122,1,CFS,10,143,128,Not Studied,go,chain,high heel,j,j,0,1,12708184.6391572,12708187.1704156,12708190.5628933,12708191.3734015,Return,Return,2,1,1,2@,,0.1,0.1,boot,2.51359390281141,1,Return,0.709714604541659,1
58,283579000,4,12707935.9324408,12708028.2906144,12707940.2451633,12708030.3018966,OK,OK,0,0,f,f,4.23192900232971,1.9095251057297,85,25,1,Not Studied,1,56,99,CFS,go,foot stool,clothes pin,f,f,0,0,12708193.5047461,12708201.3393301,12708204.4316351,12708205.8425304,Return,Return,0,1,1,,,0.1,0.1,clothes pin,7.81530758738518,1,Return,1.30426430515945,1
58,283579000,5,12707944.377762,12708038.366983,12707949.2908592,12708043.2800862,OK,OK,7,10,NO RESPONSE,NO RESPONSE,NaN,NaN,53,23,1,Binocular,9,172,170,Binocular,go,floss,paint brush,z,z,1,1,12708207.9037981,12708217.6496108,12708220.1515401,12708221.362308,Return,Return,3,1,1,,,0.1,0.1,clip,9.73547285608947,1,Return,1.18364922329783,1
58,283579000,6,12707952.6629794,12708045.8917459,12707957.3759564,12708050.6047078,OK,OK,0,0,f,f,4.62055093981326,4.61144779063761,141,155,1,Not Studied,11,184,181,CFS,go,purse,mailbox,f,f,0,0,12708224.053985,12708234.9905521,12708237.9527782,12708239.2635718,Return,Return,9,1,1,,,0.1,0.1,dresser,10.9204665143043,1,Return,1.29349555447698,1
58,283579000,7,12707963.4197612,12708053.9367995,12707968.3328575,12708058.849897,OK,OK,7,5,NO RESPONSE,NO RESPONSE,NaN,NaN,56,99,1,Binocular,4,153,8,Not Studied,go,clothes pin,knife,z,z,1,1,12708241.3748981,12708251.0806784,12708253.8227554,12708255.4337767,Return,Return,8,1,1,,,0.1,0.1,stick,9.68682995252311,1,Return,1.59874871745706,1
58,283579000,8,12707971.6549532,12708061.1913778,12707976.5680498,12708066.1044674,OK,OK,3,4,NO RESPONSE,NO RESPONSE,NaN,NaN,50,80,1,Binocular,2,8,153,CFS,nogo,dresser,bed,z,z,1,1,12708257.6351529,12708259.9763124,12708262.2380623,12708267.1511594,Return,OK,3,1,1,,,0.1,0.1,bed,2.32214521430433,1,NO RESPONSE,NaN,1
58,283579000,9,12707979.6199641,12708068.4059224,12707980.7306714,12708072.5185146,OK,OK,3,2,j,j,1.07050640136003,4.08023045584559,184,181,1,CFS,6,53,23,Binocular,go,mailbox,floss,j,j,0,1,12708269.3625552,12708273.9251059,12708276.8672805,12708278.5783555,Return,Return,9,1,1,3#,2@,0.1,0.1,floss,4.54606134444475,1,Return,1.63325967267156,1
58,283579000,10,12707988.3154523,12708078.6423891,12707989.2260264,12708085.8569144,OK,OK,10,0,j,j,0.838613621890545,7.20303786545992,8,153,1,CFS,8,32,122,Binocular,nogo,bed,chain,j,j,0,1,12708280.5095685,12708289.8051093,12708292.7572751,12708297.6703958,Return,OK,7,1,1,3#,3#,0.1,0.1,necklace ,9.27830804139376,1,NO RESPONSE,NaN,1
