subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,item,pair,list,tType_study,trial_test,item_test,pair_test,tType_test,gonogo_answer,name,name_test,roboBCFS,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_noise,transparency,pas,RoboRT,response_cue,rt_cue,RoboRT_cue,response_noise,rt_noise,RoboRT_noise
58,283526081,1,12707435.8273293,12707449.0456446,OK,0,f,13.1760305631906,206,207,1,Not Studied,7,200,196,Not Studied,nogo,frame,tape,f,0,0,12707666.6927462,12707680.2109342,12707685.8047861,12707690.7178781,Return,OK,5,1,,0.1,tape recorder,13.5076927635819,1,NO RESPONSE,NaN,1
58,283526081,2,12707459.7123745,12707469.728697,OK,0,f,9.93002213351429,199,195,1,Not Studied,6,198,193,CFS,go,scroll,chest,f,0,0,12707693.5296456,12707697.6519224,12707700.9943467,12707702.105056,Return,Return,5,1,,0.1,chest,4.10994563996792,1,Return,1.03712617047131,1
58,283526081,3,12707476.1627317,12707481.0758247,OK,5,NO RESPONSE,NaN,207,206,1,Binocular,5,204,205,Binocular,go,axe,bowtie,z,1,1,12707704.6967185,12707708.2986297,12707711.2808387,12707712.391494,Return,Return,6,1,,0.1,bow,3.58242081850767,1,Return,1.03020357526839,1
58,283526081,4,12707488.6105682,12707499.1271951,OK,4,j,10.4544705133885,201,203,1,CFS,11,208,202,CFS,nogo,bellow,hockey stick,j,0,1,12707714.8931812,12707720.3862714,12707723.5185705,12707728.4316571,Return,OK,8,1,2@,0.1,hockey stick,5.47333242930472,1,NO RESPONSE,NaN,1
58,283526081,5,12707514.2267052,12707519.1397997,OK,9,NO RESPONSE,NaN,204,205,1,Binocular,12,205,204,Not Studied,nogo,bowtie,cheese grater,z,1,1,12707730.5329816,12707743.9711061,12707746.8932998,12707751.8063855,Return,OK,8,1,,0.1,grater,13.4244332555681,1,NO RESPONSE,NaN,1
58,283526081,6,12707524.573219,12707528.185495,OK,4,f,3.50646333396435,198,193,1,CFS,4,201,203,CFS,nogo,chest,bellow,j,0,1,12707754.1578454,12707759.5809599,12707762.7332657,12707767.6463705,Return,OK,9,1,,0.1,tool,5.40686566755176,1,NO RESPONSE,NaN,1
58,283526081,7,12707537.1611503,12707541.5739464,OK,0,f,4.34989566728473,200,196,1,Not Studied,9,202,208,Binocular,go,tape,zip tie,f,0,0,12707770.2580214,12707775.7211302,12707780.3043377,12707781.5150772,Return,Return,2,1,,0.1,broom,5.44992316327989,1,Return,1.19534072652459,1
58,283526081,8,12707545.4560809,12707547.2675188,OK,5,j,1.75063018500805,203,201,1,CFS,10,197,194,Binocular,go,bowling pin,pipe,j,0,1,12707784.2067748,12707794.0726861,12707797.265062,12707798.0755443,Return,Return,10,1,3#,0.1,smoke pipe,9.85229551419616,1,Return,0.74595907703042,1
58,283526081,9,12707556.4132902,12707561.3263844,OK,10,NO RESPONSE,NaN,202,208,1,Binocular,8,203,201,CFS,nogo,zip tie,bowling pin,z,1,1,12707801.8279122,12707808.8519991,12707812.004337,12707816.9174224,Return,OK,9,1,,0.1,bowling pin,7.00649004615843,1,NO RESPONSE,NaN,1
58,283526081,10,12707564.6684757,12707569.5815699,OK,10,NO RESPONSE,NaN,197,194,1,Binocular,1,206,207,Not Studied,go,pipe,frame,z,1,1,12707818.9587071,12707824.0515995,12707828.3546274,12707829.4653271,Return,Return,4,1,,0.1,picture frame,5.08296460099518,1,Return,1.08691277913749,1
58,283526081,11,12707575.3752217,12707576.786108,OK,9,j,1.36617979593575,208,202,1,CFS,2,199,195,Not Studied,go,hockey stick,scroll,j,0,1,12707831.6767201,12707843.1936637,12707845.6155116,12707846.5260929,Return,Return,1,1,3#,0.1,paper scroll,11.5000907052308,1,Return,0.897156555205584,1
58,283526081,12,12707586.6823526,12707591.6955006,OK,0,f,4.92231412790716,205,204,1,Not Studied,3,207,206,Binocular,go,cheese grater,axe,f,0,0,12707848.6274026,12707853.1399035,12707856.6024415,12707857.7131306,Return,Return,9,1,,0.1,tool,4.49288105219603,1,Return,1.0057106744498,1
